clip,frame_index,group_index,label_transfer,endpoints
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,52,other,"[[514,286],[529,259]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,53,court_line,"[[14,108],[44,108]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,54,other,"[[11,95],[42,95]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,55,other,"[[7,302],[36,299]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,56,other,"[[271,294],[299,292]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,57,other,"[[549,267],[578,269]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,58,other,"[[71,369],[72,341]]"
ncaa_basketball__ncaa_basketball_sRtHQbywiTE,21504,59,other,"[[556,105],[583,115]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,0,other,"[[56,308],[638,322]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,1,other,"[[1,23],[638,23]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,2,other,"[[70,302],[191,183]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,3,other,"[[199,177],[638,183]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,4,other,"[[74,300],[526,338]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,5,other,"[[51,368],[639,355]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,6,other,"[[123,255],[393,259]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,7,other,"[[531,163],[599,164]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,8,other,"[[207,339],[594,340]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,9,court_line,"[[0,325],[352,298]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,10,other,"[[52,95],[117,99]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,11,other,"[[58,85],[178,90]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,12,other,"[[118,275],[199,274]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,13,other,"[[121,189],[559,182]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,14,other,"[[52,98],[108,100]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,15,court_line,"[[298,357],[353,357]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,16,other,"[[13,289],[198,294]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,17,other,"[[66,106],[154,94]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,18,other,"[[64,242],[398,221]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,19,other,"[[64,250],[461,245]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,20,other,"[[85,225],[398,226]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,21,other,"[[110,200],[462,227]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,22,other,"[[59,316],[148,230]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,23,other,"[[179,220],[507,194]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,24,other,"[[128,185],[172,191]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,25,other,"[[117,194],[166,200]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,26,other,"[[355,188],[397,192]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,27,other,"[[126,201],[168,201]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,28,other,"[[410,152],[639,186]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,29,other,"[[416,195],[457,202]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,30,other,"[[468,277],[507,263]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,31,other,"[[474,206],[512,220]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,32,other,"[[17,93],[55,83]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,33,other,"[[64,251],[338,280]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,34,other,"[[134,245],[173,246]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,35,other,"[[481,273],[516,258]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,36,other,"[[47,181],[49,217]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,37,other,"[[389,277],[411,250]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,38,other,"[[131,281],[196,288]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,39,other,"[[561,141],[596,141]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,40,court_line,"[[200,304],[203,270]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,41,court_line,"[[604,339],[638,342]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,42,court_line,"[[516,343],[548,344]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,43,other,"[[199,81],[232,81]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,44,court_line,"[[74,231],[106,233]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,45,other,"[[97,282],[128,284]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,46,court_line,"[[368,365],[399,365]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,47,other,"[[209,302],[224,263]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,48,other,"[[109,273],[139,275]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,49,other,"[[613,127],[614,157]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,50,other,"[[526,253],[556,253]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,51,other,"[[602,189],[632,192]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,52,other,"[[572,178],[602,175]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,53,other,"[[614,308],[616,279]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,54,court_line,"[[343,351],[372,351]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,192,55,other,"[[83,118],[86,147]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,0,other,"[[2,307],[638,314]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,1,other,"[[56,181],[638,163]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,2,other,"[[1,248],[638,273]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,3,other,"[[2,297],[636,314]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,4,court_line,"[[56,185],[537,170]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,5,other,"[[15,227],[638,207]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,6,court_line,"[[387,140],[617,140]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,7,other,"[[98,23],[533,23]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,8,other,"[[236,364],[356,365]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,9,other,"[[81,330],[146,322]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,10,court_line,"[[409,159],[617,164]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,11,other,"[[203,335],[599,337]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,12,other,"[[241,315],[547,319]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,13,other,"[[3,265],[414,263]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,14,other,"[[36,260],[423,270]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,15,other,"[[2,326],[277,277]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,16,other,"[[443,318],[496,318]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,17,other,"[[442,324],[494,325]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,18,court_line,"[[323,358],[372,356]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,19,other,"[[87,289],[637,304]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,20,other,"[[281,350],[372,352]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,21,other,"[[527,141],[638,161]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,22,other,"[[247,252],[268,218]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,23,other,"[[0,230],[51,180]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,24,other,"[[192,161],[638,146]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,25,other,"[[1,90],[36,93]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,26,other,"[[284,275],[319,267]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,27,other,"[[0,93],[35,100]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,28,other,"[[596,248],[631,249]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,29,other,"[[83,247],[117,243]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,30,other,"[[493,23],[527,23]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,31,other,"[[2,243],[78,249]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,32,other,"[[272,324],[303,320]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,33,other,"[[23,284],[54,283]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,34,other,"[[310,246],[311,214]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,35,other,"[[101,206],[156,210]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,36,other,"[[98,278],[563,269]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,37,court_line,"[[57,83],[87,84]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,38,other,"[[514,324],[543,327]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,39,other,"[[2,185],[31,189]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,40,other,"[[498,256],[527,249]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,41,other,"[[304,318],[333,315]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,42,other,"[[243,188],[272,192]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,43,other,"[[335,243],[337,214]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,5952,44,other,"[[344,258],[368,243]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,0,other,"[[1,326],[638,326]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,1,other,"[[2,173],[638,164]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,2,court_line,"[[298,156],[638,158]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,3,other,"[[1,226],[516,227]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,4,court_line,"[[1,256],[638,264]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,5,other,"[[301,126],[638,124]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,6,other,"[[1,23],[638,23]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,7,other,"[[2,314],[207,289]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,8,other,"[[7,182],[350,173]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,9,court_line,"[[366,164],[537,146]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,10,other,"[[316,346],[589,358]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,11,other,"[[43,369],[501,351]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,12,other,"[[170,326],[590,348]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,13,court_line,"[[127,144],[589,160]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,14,court_line,"[[468,203],[638,215]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,15,other,"[[314,220],[638,211]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,16,other,"[[0,347],[122,330]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,17,other,"[[512,276],[569,276]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,18,other,"[[541,366],[597,365]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,19,other,"[[272,287],[327,289]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,20,court_line,"[[31,269],[225,262]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,21,other,"[[531,245],[601,228]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,22,other,"[[6,201],[536,202]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,23,court_line,"[[1,309],[1,182]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,24,court_line,"[[217,284],[262,273]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,25,other,"[[81,298],[127,297]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,26,court_line,"[[27,245],[620,256]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,27,other,"[[172,257],[196,219]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,28,other,"[[494,333],[538,334]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,29,other,"[[597,208],[638,205]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,30,other,"[[279,372],[368,341]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,31,other,"[[29,280],[68,276]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,32,other,"[[233,192],[272,201]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,33,other,"[[243,314],[541,330]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,34,other,"[[6,197],[504,161]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,35,court_line,"[[412,274],[445,241]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,36,other,"[[413,75],[425,40]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,37,other,"[[137,173],[493,163]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,38,court_line,"[[284,264],[313,247]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,39,other,"[[605,143],[638,145]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,40,court_line,"[[167,144],[199,146]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,41,other,"[[382,71],[390,39]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,42,court_line,"[[553,171],[561,200]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,43,other,"[[593,235],[623,232]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,44,other,"[[626,326],[626,296]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,45,other,"[[337,123],[367,123]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,46,court_line,"[[560,169],[565,198]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,47,other,"[[363,317],[388,300]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,48,other,"[[397,289],[412,315]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,49,other,"[[609,41],[638,38]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,50,other,"[[182,215],[205,198]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,51,other,"[[412,291],[419,319]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,52,other,"[[11,6],[39,6]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,53,other,"[[549,95],[578,94]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,54,other,"[[43,313],[72,313]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,55,other,"[[269,288],[282,314]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,56,other,"[[560,143],[588,148]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,57,other,"[[359,310],[381,293]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,58,court_line,"[[211,161],[234,144]]"
ncaa_basketball__ncaa_basketball_tiUvyvWOCxo,25728,59,other,"[[605,218],[632,224]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,0,other,"[[266,383],[635,308]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,1,other,"[[1,178],[314,141]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,2,court_line,"[[182,349],[419,349]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,3,other,"[[0,345],[333,286]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,4,other,"[[182,318],[459,320]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,5,other,"[[462,316],[595,291]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,6,other,"[[182,318],[458,311]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,7,other,"[[41,383],[152,359]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,8,other,"[[210,365],[611,294]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,9,other,"[[181,308],[461,307]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,10,other,"[[419,192],[635,309]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,11,other,"[[357,122],[438,160]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,12,other,"[[199,217],[250,260]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,13,court_line,"[[128,23],[636,23]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,14,other,"[[190,220],[356,186]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,15,other,"[[28,221],[355,183]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,16,court_line,"[[415,198],[465,224]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,17,other,"[[192,263],[246,262]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,18,other,"[[154,278],[209,297]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,19,other,"[[182,175],[246,159]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,20,other,"[[174,289],[223,303]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,21,other,"[[184,172],[233,159]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,22,other,"[[475,164],[479,114]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,23,court_line,"[[341,349],[436,338]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,24,court_line,"[[268,254],[503,235]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,25,other,"[[1,213],[50,206]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,26,other,"[[34,239],[512,206]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,27,court_line,"[[0,201],[47,195]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,28,other,"[[476,52],[522,52]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,29,other,"[[179,260],[223,264]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,30,other,"[[313,142],[352,162]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,31,other,"[[397,125],[638,246]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,32,other,"[[34,269],[536,195]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,33,other,"[[126,264],[162,284]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,34,other,"[[376,53],[376,94]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,35,other,"[[474,50],[516,50]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,36,other,"[[206,296],[247,305]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,37,other,"[[348,228],[388,230]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,38,other,"[[258,237],[297,233]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,39,other,"[[180,309],[180,348]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,40,other,"[[462,324],[499,316]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,41,other,"[[446,243],[483,240]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,42,other,"[[201,265],[238,264]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,43,other,"[[133,198],[166,181]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,44,other,"[[128,262],[160,281]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,45,other,"[[513,144],[514,108]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,46,other,"[[473,62],[509,62]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,47,other,"[[50,280],[535,203]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,48,other,"[[319,131],[354,128]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,49,court_line,"[[409,354],[442,347]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,50,other,"[[68,321],[102,317]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,51,other,"[[461,96],[493,93]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,52,other,"[[356,229],[388,230]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,53,other,"[[133,175],[166,176]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,54,other,"[[162,283],[192,295]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,55,other,"[[212,300],[243,306]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,56,other,"[[382,214],[393,184]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,57,other,"[[379,56],[409,66]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,58,other,"[[126,263],[152,279]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,59,other,"[[122,203],[148,186]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,60,other,"[[401,292],[406,262]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,61,other,"[[221,291],[251,287]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,62,other,"[[46,256],[478,251]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,63,other,"[[414,274],[415,244]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,64,other,"[[85,211],[93,238]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,65,other,"[[114,229],[143,230]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,66,other,"[[338,319],[338,348]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,19200,67,other,"[[301,348],[301,319]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,22656,0,other,"[[1,338],[638,338]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,22656,1,court_line,"[[11,162],[608,154]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,22656,2,court_line,"[[44,324],[458,318]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,22656,3,other,"[[1,149],[593,140]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,22656,4,other,"[[1,303],[604,309]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,22656,5,other,"[[33,269],[587,279]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,22656,6,other,"[[116,348],[484,354]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,22656,7,court_line,"[[23,322],[337,321]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,22656,8,other,"[[9,200],[638,213]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,22656,9,other,"[[1,24],[572,23]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,22656,10,other,"[[1,230],[620,258]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,22656,11,court_line,"[[52,303],[561,316]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,22656,12,other,"[[211,189],[520,194]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,22656,13,court_line,"[[307,165],[459,166]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,22656,14,court_line,"[[12,171],[592,156]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,22656,15,other,"[[59,378],[291,378]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,22656,16,other,"[[51,268],[310,257]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,22656,17,other,"[[469,62],[544,62]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,22656,18,court_line,"[[258,147],[365,165]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,22656,19,other,"[[341,349],[458,349]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,22656,20,other,"[[268,236],[325,210]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,22656,21,other,"[[403,220],[639,276]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,22656,22,other,"[[108,369],[567,381]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,22656,23,other,"[[336,238],[397,239]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,22656,24,other,"[[12,298],[70,283]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,22656,25,other,"[[363,301],[364,242]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,22656,26,other,"[[367,301],[368,242]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,22656,27,other,"[[52,247],[477,247]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,22656,28,other,"[[588,247],[637,273]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,22656,29,other,"[[71,283],[122,263]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,22656,30,other,"[[76,242],[112,204]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,22656,31,other,"[[247,279],[307,286]]"
ncaa_basketball__ncaa_basketball_zqBCKovJCQU,22656,32,other,"[[269,237],[315,214]]"
