frame_key,opaque_id,rater,kind,identifier,n_points,area_px,polygon
_fl2i6vToTM_s90:002101,G382_032,sol,REGION,OTHER,7,207198,"[[1245,0],[1920,0],[1920,710],[1917,721],[1760,630],[1760,194],[1245,188]]"
_fl2i6vToTM_s90:002101,G382_032,sol,REGION,OTHER,6,426603,"[[0,229],[1170,229],[1211,314],[816,638],[488,638],[0,620]]"
_fl2i6vToTM_s90:002101,G382_032,sol,REGION,OTHER,4,60060,"[[491,384],[646,384],[646,768],[491,768]]"
_fl2i6vToTM_s90:002101,G382_032,sol,REGION,OTHER,4,74329,"[[745,382],[1055,382],[1055,620],[745,620]]"
_fl2i6vToTM_s90:002101,G382_032,sol,REGION,OTHER,4,55950,"[[1139,474],[1288,474],[1288,846],[1139,846]]"
_fl2i6vToTM_s90:002101,G382_032,sol,REGION,OTHER,4,50796,"[[1300,514],[1452,514],[1452,845],[1300,845]]"
_fl2i6vToTM_s90:004040,G382_033,terra,PAINTED,BASELINE_RIGHT,4,5578,"[[1224,448],[1230,444],[1920,684],[1920,692]]"
_fl2i6vToTM_s90:004040,G382_033,terra,PAINTED,LANE_LINE_RIGHT_NEAR,4,2819,"[[1118,728],[1125,735],[1473,690],[1472,684]]"
_fl2i6vToTM_s90:004040,G382_033,terra,PAINTED,LANE_LINE_RIGHT_FAR,4,2446,"[[1020,582],[1025,589],[1334,553],[1333,547]]"
_fl2i6vToTM_s90:004040,G382_033,terra,REGION,STANDS,7,737062,"[[0,0],[1920,0],[1920,333],[1438,346],[1079,405],[534,392],[0,430]]"
_fl2i6vToTM_s90:004040,G382_033,terra,REGION,LED,4,54017,"[[0,406],[696,404],[696,476],[0,487]]"
_fl2i6vToTM_s90:004040,G382_033,terra,REGION,OTHER,6,118707,"[[0,429],[705,429],[699,473],[653,474],[654,603],[0,609]]"
_fl2i6vToTM_s90:004040,G382_033,terra,REGION,OTHER,6,93716,"[[698,401],[1218,399],[1217,549],[1018,553],[1021,582],[715,620]]"
_fl2i6vToTM_s90:004040,G382_033,terra,REGION,OTHER,7,235670,"[[1217,333],[1920,329],[1920,730],[1475,691],[1472,683],[1334,551],[1217,549]]"
_fl2i6vToTM_s90:004040,G382_033,terra,REGION,OTHER,4,480000,"[[0,830],[1920,830],[1920,1080],[0,1080]]"
_fl2i6vToTM_s90:004040,G382_033,terra,REGION,SCORE_BUG,4,69844,"[[501,881],[1419,881],[1419,956],[501,956]]"
_fl2i6vToTM_s90:004040,G382_033,sol,PAINTED,SIDELINE_FAR,4,12871,"[[0,480],[0,491],[1222,319],[1214,312]]"
_fl2i6vToTM_s90:004040,G382_033,sol,PAINTED,BASELINE_RIGHT,4,5709,"[[1214,312],[1222,319],[1920,737],[1920,725]]"
_fl2i6vToTM_s90:004040,G382_033,sol,PAINTED,LANE_LINE_RIGHT_NEAR,4,2152,"[[985,582],[996,580],[1137,728],[1128,733]]"
_fl2i6vToTM_s90:004040,G382_033,sol,PAINTED,LANE_LINE_RIGHT_FAR,4,4883,"[[985,582],[996,589],[1564,557],[1555,550]]"
_fl2i6vToTM_s90:004040,G382_033,sol,REGION,STANDS,5,698784,"[[0,0],[1920,0],[1920,300],[1214,312],[0,480]]"
_fl2i6vToTM_s90:004040,G382_033,sol,REGION,LED,4,43920,"[[0,407],[548,407],[548,486],[0,486]]"
_fl2i6vToTM_s90:004040,G382_033,sol,REGION,SCORE_BUG,4,74601,"[[500,880],[1420,880],[1420,960],[500,960]]"
_fl2i6vToTM_s90:004040,G382_033,sol,REGION,OTHER,6,169085,"[[1218,300],[1920,300],[1920,725],[1564,557],[1555,550],[1222,319]]"
_fl2i6vToTM_s90:004040,G382_033,sol,REGION,OTHER,4,127786,"[[267,485],[628,485],[628,837],[267,837]]"
_fl2i6vToTM_s90:004040,G382_033,sol,REGION,OTHER,4,101990,"[[620,377],[948,377],[948,686],[620,686]]"
_fl2i6vToTM_s90:004040,G382_033,sol,REGION,OTHER,4,76714,"[[1007,383],[1248,383],[1248,699],[1007,699]]"
_fl2i6vToTM_s90:004040,G382_033,sol,REGION,OTHER,4,52626,"[[1284,524],[1462,524],[1462,817],[1284,817]]"
_fl2i6vToTM_s90:005978,G382_034,terra,PAINTED,BASELINE_RIGHT,4,5749,"[[1191,510],[1197,506],[1920,726],[1920,734]]"
_fl2i6vToTM_s90:005978,G382_034,terra,PAINTED,LANE_LINE_RIGHT_NEAR,4,3454,"[[798,463],[804,469],[1449,779],[1448,773]]"
_fl2i6vToTM_s90:005978,G382_034,terra,PAINTED,LANE_LINE_RIGHT_FAR,4,2463,"[[799,463],[805,469],[1211,584],[1210,578]]"
_fl2i6vToTM_s90:005978,G382_034,terra,REGION,STANDS,7,641938,"[[0,0],[1920,0],[1920,254],[1492,280],[1171,365],[760,332],[0,402]]"
_fl2i6vToTM_s90:005978,G382_034,terra,REGION,OTHER,7,382275,"[[0,392],[791,392],[791,461],[797,461],[929,618],[929,777],[0,870]]"
_fl2i6vToTM_s90:005978,G382_034,terra,REGION,OTHER,7,128769,"[[805,392],[1211,367],[1211,577],[1145,584],[1136,771],[930,777],[803,469]]"
_fl2i6vToTM_s90:005978,G382_034,terra,REGION,OTHER,6,315690,"[[1211,358],[1920,248],[1920,782],[1454,781],[1449,773],[1211,587]]"
_fl2i6vToTM_s90:005978,G382_034,terra,REGION,OTHER,4,401280,"[[0,871],[1920,871],[1920,1080],[0,1080]]"
_fl2i6vToTM_s90:005978,G382_034,terra,REGION,SCORE_BUG,4,69996,"[[499,881],[1419,881],[1419,956],[499,956]]"
_fl2i6vToTM_s90:005978,G382_034,sol,PAINTED,SIDELINE_FAR,4,11068,"[[0,350],[0,359],[1215,313],[1208,306]]"
_fl2i6vToTM_s90:005978,G382_034,sol,PAINTED,BASELINE_RIGHT,4,5674,"[[1208,306],[1215,313],[1920,718],[1920,707]]"
_fl2i6vToTM_s90:005978,G382_034,sol,PAINTED,LANE_LINE_RIGHT_NEAR,4,5164,"[[929,615],[940,619],[1598,567],[1589,559]]"
_fl2i6vToTM_s90:005978,G382_034,sol,PAINTED,LANE_LINE_RIGHT_FAR,4,9575,"[[792,464],[803,462],[1039,616],[929,615]]"
_fl2i6vToTM_s90:005978,G382_034,sol,REGION,STANDS,5,603302,"[[0,0],[1920,0],[1920,270],[1210,306],[0,350]]"
_fl2i6vToTM_s90:005978,G382_034,sol,REGION,LED,4,32943,"[[0,279],[416,279],[416,357],[0,357]]"
_fl2i6vToTM_s90:005978,G382_034,sol,REGION,LED,4,12709,"[[1582,65],[1760,65],[1760,135],[1582,135]]"
_fl2i6vToTM_s90:005978,G382_034,sol,REGION,SCORE_BUG,4,74601,"[[500,880],[1420,880],[1420,960],[500,960]]"
_fl2i6vToTM_s90:005978,G382_034,sol,REGION,OTHER,6,183473,"[[1215,270],[1920,270],[1920,707],[1598,567],[1589,559],[1215,313]]"
_fl2i6vToTM_s90:005978,G382_034,sol,REGION,OTHER,4,25410,"[[1053,350],[1162,350],[1162,580],[1053,580]]"
_fl2i6vToTM_s90:005978,G382_034,sol,REGION,OTHER,4,44238,"[[1170,554],[1315,554],[1315,856],[1170,856]]"
_fl2i6vToTM_s90:005978,G382_034,sol,REGION,OTHER,4,32200,"[[1291,503],[1390,503],[1390,824],[1291,824]]"
i2y-_7B0IUg_s490:000070,G382_036,terra,PAINTED,CENTRE_LINE,4,1729,"[[954,234],[960,234],[960,480],[954,480]]"
i2y-_7B0IUg_s490:000070,G382_036,terra,REGION,STANDS,7,261843,"[[0,0],[1920,0],[1920,134],[1598,129],[1179,137],[551,131],[0,151]]"
i2y-_7B0IUg_s490:000070,G382_036,terra,REGION,LED,4,215040,"[[0,121],[1920,121],[1920,234],[0,230]]"
i2y-_7B0IUg_s490:000070,G382_036,terra,REGION,OTHER,6,457345,"[[0,231],[954,231],[954,480],[766,480],[766,765],[0,765]]"
i2y-_7B0IUg_s490:000070,G382_036,terra,REGION,OTHER,10,1051441,"[[960,232],[1920,232],[1920,930],[1553,930],[1553,1036],[0,1036],[0,765],[765,765],[765,480],[954,480]]"
i2y-_7B0IUg_s490:000070,G382_036,terra,REGION,OTHER,4,84480,"[[0,1036],[1920,1036],[1920,1080],[0,1080]]"
i2y-_7B0IUg_s490:000070,G382_036,terra,REGION,SCORE_BUG,4,125895,"[[353,931],[1551,931],[1551,1035],[353,1035]]"
i2y-_7B0IUg_s490:000070,G382_036,sol,PAINTED,SIDELINE_FAR,4,21120,"[[0,304],[0,314],[1920,313],[1920,303]]"
i2y-_7B0IUg_s490:000070,G382_036,sol,PAINTED,CENTRE_LINE,4,979,"[[1196,393],[1206,393],[1207,481],[1197,481]]"
i2y-_7B0IUg_s490:000070,G382_036,sol,REGION,LED,4,163590,"[[485,126],[1920,126],[1920,239],[485,239]]"
i2y-_7B0IUg_s490:000070,G382_036,sol,REGION,OTHER,8,424032,"[[0,0],[1920,0],[1920,126],[485,126],[485,239],[1920,239],[1920,303],[0,304]]"
i2y-_7B0IUg_s490:000070,G382_036,sol,REGION,OTHER,4,30058,"[[401,112],[533,112],[533,337],[401,337]]"
i2y-_7B0IUg_s490:000070,G382_036,sol,REGION,OTHER,4,22040,"[[1149,183],[1243,183],[1243,414],[1149,414]]"
i2y-_7B0IUg_s490:000070,G382_036,sol,REGION,OTHER,4,56406,"[[1510,340],[1667,340],[1667,696],[1510,696]]"
i2y-_7B0IUg_s490:000070,G382_036,sol,REGION,OTHER,4,29952,"[[1004,332],[1131,332],[1131,565],[1004,565]]"
i2y-_7B0IUg_s490:000070,G382_036,sol,REGION,OTHER,4,72836,"[[450,540],[711,540],[711,817],[450,817]]"
i2y-_7B0IUg_s490:000070,G382_036,sol,REGION,OTHER,4,42328,"[[626,598],[773,598],[773,883],[626,883]]"
i2y-_7B0IUg_s490:000070,G382_036,sol,REGION,OTHER,4,41648,"[[1112,607],[1248,607],[1248,910],[1112,910]]"
i2y-_7B0IUg_s490:000070,G382_036,sol,REGION,SCORE_BUG,4,134865,"[[354,929],[1568,929],[1568,1039],[354,1039]]"
i2y-_7B0IUg_s490:001819,G382_037,terra,PAINTED,FREE_THROW_LINE_RIGHT,4,1567,"[[945,687],[1178,655],[1179,660],[947,693]]"
i2y-_7B0IUg_s490:001819,G382_037,terra,REGION,STANDS,6,497970,"[[0,0],[1920,0],[1920,230],[1450,230],[1450,205],[0,330]]"
i2y-_7B0IUg_s490:001819,G382_037,terra,REGION,LED,4,137927,"[[0,337],[1024,236],[1034,385],[0,453]]"
i2y-_7B0IUg_s490:001819,G382_037,terra,REGION,LED,4,33551,"[[1194,260],[1510,353],[1464,452],[1190,371]]"
i2y-_7B0IUg_s490:001819,G382_037,terra,REGION,OTHER,4,11657,"[[0,430],[75,410],[145,511],[0,526]]"
i2y-_7B0IUg_s490:001819,G382_037,terra,REGION,OTHER,4,22201,"[[1015,397],[1290,455],[1190,560],[1045,477]]"
i2y-_7B0IUg_s490:001819,G382_037,terra,REGION,OTHER,4,132703,"[[1370,422],[1920,514],[1920,834],[1585,744]]"
i2y-_7B0IUg_s490:001819,G382_037,terra,REGION,SCORE_BUG,4,134724,"[[353,932],[1588,932],[1588,1040],[353,1040]]"
i2y-_7B0IUg_s490:001819,G382_037,sol,PAINTED,BASELINE_RIGHT,4,10444,"[[1256,576],[1265,567],[1891,1066],[1882,1074]]"
i2y-_7B0IUg_s490:001819,G382_037,sol,PAINTED,LANE_LINE_RIGHT_NEAR,4,8721,"[[549,687],[556,681],[1514,812],[1505,820]]"
i2y-_7B0IUg_s490:001819,G382_037,sol,PAINTED,LANE_LINE_RIGHT_FAR,4,2684,"[[1046,433],[1053,427],[1260,587],[1253,594]]"
i2y-_7B0IUg_s490:001819,G382_037,sol,PAINTED,THREE_POINT_STRAIGHT_RIGHT_FAR,4,1155,"[[958,348],[967,345],[1053,427],[1046,433]]"
i2y-_7B0IUg_s490:001819,G382_037,sol,REGION,STANDS,9,326887,"[[0,0],[1276,0],[1276,226],[1176,226],[1176,156],[932,156],[932,234],[491,279],[0,338]]"
i2y-_7B0IUg_s490:001819,G382_037,sol,REGION,LED,6,199918,"[[0,338],[491,279],[1176,226],[1191,397],[508,455],[0,477]]"
i2y-_7B0IUg_s490:001819,G382_037,sol,REGION,LED,4,32088,"[[1305,321],[1530,363],[1501,527],[1299,444]]"
i2y-_7B0IUg_s490:001819,G382_037,sol,REGION,OTHER,9,252503,"[[1277,0],[1920,0],[1920,680],[1815,665],[1762,575],[1707,565],[1707,321],[1462,246],[1277,269]]"
i2y-_7B0IUg_s490:001819,G382_037,sol,REGION,OTHER,4,29822,"[[0,477],[510,455],[508,521],[0,526]]"
i2y-_7B0IUg_s490:001819,G382_037,sol,REGION,SCORE_BUG,4,136904,"[[333,931],[1588,931],[1588,1039],[333,1039]]"
i2y-_7B0IUg_s490:003498,G382_038,terra,PAINTED,CENTRE_LINE,4,5104,"[[1197,294],[1204,294],[1205,931],[1198,931]]"
i2y-_7B0IUg_s490:003498,G382_038,terra,REGION,STANDS,4,366720,"[[0,0],[1920,0],[1920,190],[0,190]]"
i2y-_7B0IUg_s490:003498,G382_038,terra,REGION,LED,4,155520,"[[0,188],[1920,202],[1920,280],[0,270]]"
i2y-_7B0IUg_s490:003498,G382_038,terra,REGION,OTHER,4,16584,"[[0,275],[210,316],[151,375],[0,393]]"
i2y-_7B0IUg_s490:003498,G382_038,terra,REGION,OTHER,4,13308,"[[1695,280],[1920,276],[1920,343],[1715,335]]"
i2y-_7B0IUg_s490:003498,G382_038,terra,REGION,OTHER,4,14821,"[[612,318],[716,327],[709,480],[623,472]]"
i2y-_7B0IUg_s490:003498,G382_038,terra,REGION,OTHER,4,23290,"[[822,303],[967,309],[963,475],[835,474]]"
i2y-_7B0IUg_s490:003498,G382_038,terra,REGION,OTHER,4,14527,"[[1042,405],[1150,417],[1149,549],[1040,536]]"
i2y-_7B0IUg_s490:003498,G382_038,terra,REGION,OTHER,4,13188,"[[1244,229],[1325,230],[1326,396],[1252,397]]"
i2y-_7B0IUg_s490:003498,G382_038,terra,REGION,OTHER,4,13993,"[[1473,638],[1770,795],[1717,817],[1451,673]]"
i2y-_7B0IUg_s490:003498,G382_038,terra,REGION,SCORE_BUG,4,130582,"[[353,932],[1550,932],[1550,1040],[353,1040]]"
i2y-_7B0IUg_s490:003498,G382_038,sol,PAINTED,SIDELINE_FAR,4,21888,"[[96,311],[1920,311],[1920,322],[96,322]]"
i2y-_7B0IUg_s490:003498,G382_038,sol,PAINTED,CENTRE_LINE,4,6090,"[[1223,322],[1232,322],[1232,930],[1223,930]]"
i2y-_7B0IUg_s490:003498,G382_038,sol,PAINTED,SIDELINE_NEAR,4,23040,"[[0,928],[1920,928],[1920,939],[0,939]]"
i2y-_7B0IUg_s490:003498,G382_038,sol,REGION,STANDS,8,389153,"[[0,0],[1920,0],[1920,188],[1768,188],[1768,213],[748,213],[748,189],[0,189]]"
i2y-_7B0IUg_s490:003498,G382_038,sol,REGION,LED,4,37908,"[[0,189],[485,189],[485,273],[0,259]]"
i2y-_7B0IUg_s490:003498,G382_038,sol,REGION,LED,4,77100,"[[741,212],[1768,212],[1768,286],[741,286]]"
i2y-_7B0IUg_s490:003498,G382_038,sol,REGION,OTHER,4,23085,"[[0,259],[485,273],[485,314],[0,311]]"
i2y-_7B0IUg_s490:003498,G382_038,sol,REGION,OTHER,4,29475,"[[741,286],[1920,286],[1920,310],[741,310]]"
i2y-_7B0IUg_s490:003498,G382_038,sol,REGION,OTHER,4,27185,"[[65,351],[429,376],[414,440],[67,437]]"
i2y-_7B0IUg_s490:003498,G382_038,sol,REGION,OTHER,4,184002,"[[904,470],[1577,470],[1577,742],[904,742]]"
i2y-_7B0IUg_s490:003498,G382_038,sol,REGION,SCORE_BUG,4,132326,"[[354,932],[1567,932],[1567,1040],[354,1040]]"
i2y-_7B0IUg_s490:005177,G382_039,terra,PAINTED,FREE_THROW_LINE_LEFT,4,1993,"[[704,814],[1031,839],[1030,844],[703,819]]"
i2y-_7B0IUg_s490:005177,G382_039,terra,REGION,STANDS,4,481920,"[[0,0],[1920,0],[1920,250],[0,250]]"
i2y-_7B0IUg_s490:005177,G382_039,terra,REGION,LED,4,88029,"[[710,251],[1600,279],[1595,376],[710,350]]"
i2y-_7B0IUg_s490:005177,G382_039,terra,REGION,LED,4,59527,"[[0,357],[561,384],[560,486],[0,465]]"
i2y-_7B0IUg_s490:005177,G382_039,terra,REGION,OTHER,4,92235,"[[0,246],[567,253],[600,410],[0,403]]"
i2y-_7B0IUg_s490:005177,G382_039,terra,REGION,OTHER,4,24151,"[[581,414],[750,499],[674,624],[535,527]]"
i2y-_7B0IUg_s490:005177,G382_039,terra,REGION,OTHER,4,40121,"[[0,641],[348,839],[262,903],[0,794]]"
i2y-_7B0IUg_s490:005177,G382_039,terra,REGION,OTHER,4,21840,"[[945,490],[1090,583],[1046,700],[898,611]]"
i2y-_7B0IUg_s490:005177,G382_039,terra,REGION,OTHER,4,26225,"[[1127,528],[1288,643],[1225,780],[1092,668]]"
i2y-_7B0IUg_s490:005177,G382_039,terra,REGION,OTHER,4,32429,"[[1282,496],[1470,625],[1406,770],[1247,650]]"
i2y-_7B0IUg_s490:005177,G382_039,terra,REGION,SCORE_BUG,4,132435,"[[353,932],[1567,932],[1567,1040],[353,1040]]"
i2y-_7B0IUg_s490:005177,G382_039,sol,PAINTED,BASELINE_LEFT,4,9739,"[[39,1000],[31,991],[658,439],[667,444]]"
i2y-_7B0IUg_s490:005177,G382_039,sol,PAINTED,LANE_LINE_LEFT_NEAR,4,6290,"[[423,844],[430,836],[973,929],[968,940]]"
i2y-_7B0IUg_s490:005177,G382_039,sol,PAINTED,LANE_LINE_LEFT_FAR,4,9480,"[[559,607],[565,598],[1373,694],[1367,705]]"
i2y-_7B0IUg_s490:005177,G382_039,sol,PAINTED,THREE_POINT_STRAIGHT_LEFT_FAR,4,1564,"[[833,359],[842,354],[958,438],[948,444]]"
i2y-_7B0IUg_s490:005177,G382_039,sol,REGION,STANDS,10,559602,"[[0,0],[1920,0],[1920,246],[1809,246],[1809,385],[1420,385],[1420,278],[752,278],[752,259],[0,259]]"
i2y-_7B0IUg_s490:005177,G382_039,sol,REGION,LED,5,64402,"[[428,338],[604,275],[752,278],[752,411],[428,569]]"
i2y-_7B0IUg_s490:005177,G382_039,sol,REGION,LED,4,75924,"[[755,278],[1420,278],[1420,391],[755,391]]"
i2y-_7B0IUg_s490:005177,G382_039,sol,REGION,LED,4,16872,"[[1809,246],[1920,246],[1920,409],[1809,385]]"
i2y-_7B0IUg_s490:005177,G382_039,sol,REGION,OTHER,5,239200,"[[0,104],[421,104],[421,570],[292,688],[0,688]]"
i2y-_7B0IUg_s490:005177,G382_039,sol,REGION,OTHER,4,41184,"[[0,689],[207,689],[207,886],[0,886]]"
i2y-_7B0IUg_s490:005177,G382_039,sol,REGION,OTHER,4,87688,"[[1421,278],[1808,246],[1808,528],[1421,446]]"
i2y-_7B0IUg_s490:005177,G382_039,sol,REGION,SCORE_BUG,4,132217,"[[354,931],[1566,931],[1566,1039],[354,1039]]"
iwbowtaIIz8_s90:000068,G382_041,terra,PAINTED,FREE_THROW_LINE_LEFT,4,4725,"[[759,592],[1433,592],[1434,598],[760,598]]"
iwbowtaIIz8_s90:000068,G382_041,terra,PAINTED,LANE_LINE_LEFT_NEAR,4,2579,"[[757,600],[764,600],[1118,830],[1112,834]]"
iwbowtaIIz8_s90:000068,G382_041,terra,PAINTED,LANE_LINE_LEFT_FAR,4,2489,"[[1428,600],[1435,600],[1123,834],[1117,830]]"
iwbowtaIIz8_s90:000068,G382_041,terra,REGION,STANDS,4,280320,"[[0,0],[1920,0],[1920,145],[0,145]]"
iwbowtaIIz8_s90:000068,G382_041,terra,REGION,OTHER,4,97137,"[[0,145],[250,145],[250,525],[0,537]]"
iwbowtaIIz8_s90:000068,G382_041,terra,REGION,OTHER,4,93360,"[[1480,149],[1920,144],[1920,470],[1720,421]]"
iwbowtaIIz8_s90:000068,G382_041,terra,REGION,OTHER,4,33296,"[[0,694],[191,772],[151,929],[0,911]]"
iwbowtaIIz8_s90:000068,G382_041,terra,REGION,OTHER,4,23520,"[[507,585],[627,671],[607,847],[486,766]]"
iwbowtaIIz8_s90:000068,G382_041,terra,REGION,OTHER,4,17807,"[[845,432],[974,525],[936,634],[805,536]]"
iwbowtaIIz8_s90:000068,G382_041,terra,REGION,OTHER,4,19522,"[[1027,347],[1135,467],[1093,591],[981,482]]"
iwbowtaIIz8_s90:000068,G382_041,terra,REGION,OTHER,4,25966,"[[1352,334],[1487,485],[1431,601],[1291,473]]"
iwbowtaIIz8_s90:000068,G382_041,terra,REGION,OTHER,4,18688,"[[1690,694],[1850,797],[1793,879],[1640,778]]"
iwbowtaIIz8_s90:000068,G382_041,terra,REGION,SCORE_BUG,4,120960,"[[0,978],[1920,978],[1920,1040],[0,1040]]"
iwbowtaIIz8_s90:000068,G382_041,sol,PAINTED,BASELINE_LEFT,4,10321,"[[124,939],[116,931],[780,348],[788,355]]"
iwbowtaIIz8_s90:000068,G382_041,sol,PAINTED,LANE_LINE_LEFT_FAR,4,5639,"[[701,368],[707,361],[1313,447],[1308,455]]"
iwbowtaIIz8_s90:000068,G382_041,sol,PAINTED,LANE_LINE_LEFT_NEAR,4,7889,"[[352,739],[358,732],[1167,824],[1160,833]]"
iwbowtaIIz8_s90:000068,G382_041,sol,PAINTED,FREE_THROW_LINE_LEFT,4,2751,"[[1308,603],[1318,605],[1167,824],[1158,820]]"
iwbowtaIIz8_s90:000068,G382_041,sol,REGION,STANDS,8,630708,"[[0,0],[1920,0],[1920,337],[1734,337],[1734,319],[719,319],[719,337],[0,337]]"
iwbowtaIIz8_s90:000068,G382_041,sol,REGION,OTHER,4,149379,"[[0,123],[302,123],[302,615],[0,615]]"
iwbowtaIIz8_s90:000068,G382_041,sol,REGION,OTHER,5,136235,"[[299,161],[714,161],[714,349],[480,542],[299,542]]"
iwbowtaIIz8_s90:000068,G382_041,sol,REGION,OTHER,4,76614,"[[0,738],[338,738],[338,963],[0,963]]"
iwbowtaIIz8_s90:000068,G382_041,sol,REGION,OTHER,4,30272,"[[486,849],[837,849],[837,934],[486,934]]"
iwbowtaIIz8_s90:000068,G382_041,sol,REGION,SCORE_BUG,4,142080,"[[0,978],[1920,978],[1920,1051],[0,1051]]"
iwbowtaIIz8_s90:001767,G382_042,terra,PAINTED,CENTRE_LINE,4,5404,"[[745,205],[751,205],[754,976],[748,976]]"
iwbowtaIIz8_s90:001767,G382_042,terra,REGION,STANDS,4,289920,"[[0,0],[1920,0],[1920,150],[0,150]]"
iwbowtaIIz8_s90:001767,G382_042,terra,REGION,LED,4,40936,"[[419,174],[1020,178],[1020,244],[419,242]]"
iwbowtaIIz8_s90:001767,G382_042,terra,REGION,OTHER,4,99105,"[[0,146],[250,145],[258,524],[0,542]]"
iwbowtaIIz8_s90:001767,G382_042,terra,REGION,OTHER,4,48290,"[[1580,145],[1920,153],[1920,308],[1640,301]]"
iwbowtaIIz8_s90:001767,G382_042,terra,REGION,OTHER,4,29305,"[[0,594],[145,690],[118,873],[0,838]]"
iwbowtaIIz8_s90:001767,G382_042,terra,REGION,OTHER,4,17133,"[[586,339],[694,446],[654,557],[542,456]]"
iwbowtaIIz8_s90:001767,G382_042,terra,REGION,OTHER,4,16898,"[[752,390],[839,514],[805,639],[704,508]]"
iwbowtaIIz8_s90:001767,G382_042,terra,REGION,OTHER,4,14324,"[[1013,358],[1100,465],[1070,575],[975,484]]"
iwbowtaIIz8_s90:001767,G382_042,terra,REGION,OTHER,4,17505,"[[1190,430],[1280,550],[1231,675],[1141,562]]"
iwbowtaIIz8_s90:001767,G382_042,terra,REGION,OTHER,4,17568,"[[1424,377],[1527,497],[1468,612],[1378,489]]"
iwbowtaIIz8_s90:001767,G382_042,terra,REGION,OTHER,4,21444,"[[1660,355],[1801,459],[1745,568],[1602,459]]"
iwbowtaIIz8_s90:001767,G382_042,terra,REGION,SCORE_BUG,4,120960,"[[0,978],[1920,978],[1920,1040],[0,1040]]"
iwbowtaIIz8_s90:001767,G382_042,sol,PAINTED,SIDELINE_FAR,4,23040,"[[0,251],[1920,251],[1920,262],[0,262]]"
iwbowtaIIz8_s90:001767,G382_042,sol,PAINTED,CENTRE_LINE,4,6292,"[[767,274],[777,274],[777,845],[767,845]]"
iwbowtaIIz8_s90:001767,G382_042,sol,PAINTED,SIDELINE_NEAR,4,24960,"[[0,963],[1920,963],[1920,975],[0,975]]"
iwbowtaIIz8_s90:001767,G382_042,sol,REGION,STANDS,4,443520,"[[0,0],[1920,0],[1920,230],[0,230]]"
iwbowtaIIz8_s90:001767,G382_042,sol,REGION,LED,4,68299,"[[462,169],[1348,169],[1348,245],[462,245]]"
iwbowtaIIz8_s90:001767,G382_042,sol,REGION,OTHER,4,9681,"[[0,230],[460,230],[460,250],[0,250]]"
iwbowtaIIz8_s90:001767,G382_042,sol,REGION,OTHER,4,11970,"[[1350,230],[1920,230],[1920,250],[1350,250]]"
iwbowtaIIz8_s90:001767,G382_042,sol,REGION,OTHER,4,216533,"[[305,478],[1275,478],[1275,700],[305,700]]"
iwbowtaIIz8_s90:001767,G382_042,sol,REGION,OTHER,4,26312,"[[1120,755],[1372,755],[1372,858],[1120,858]]"
iwbowtaIIz8_s90:001767,G382_042,sol,REGION,SCORE_BUG,4,140160,"[[0,978],[1920,978],[1920,1050],[0,1050]]"
iwbowtaIIz8_s90:003399,G382_043,terra,PAINTED,FREE_THROW_LINE_LEFT,4,4354,"[[570,674],[1191,730],[1191,736],[570,680]]"
iwbowtaIIz8_s90:003399,G382_043,terra,PAINTED,LANE_LINE_LEFT_NEAR,4,1141,"[[567,680],[574,681],[728,781],[722,786]]"
iwbowtaIIz8_s90:003399,G382_043,terra,PAINTED,LANE_LINE_LEFT_FAR,4,587,"[[1188,730],[1195,730],[1113,782],[1108,777]]"
iwbowtaIIz8_s90:003399,G382_043,terra,REGION,STANDS,4,291840,"[[0,0],[1920,0],[1920,151],[0,151]]"
iwbowtaIIz8_s90:003399,G382_043,terra,REGION,LED,4,40474,"[[430,164],[1010,172],[1013,238],[430,235]]"
iwbowtaIIz8_s90:003399,G382_043,terra,REGION,OTHER,4,93303,"[[0,145],[243,145],[246,515],[0,533]]"
iwbowtaIIz8_s90:003399,G382_043,terra,REGION,OTHER,4,48124,"[[1582,147],[1920,147],[1920,308],[1643,298]]"
iwbowtaIIz8_s90:003399,G382_043,terra,REGION,OTHER,4,39537,"[[0,580],[170,674],[137,901],[0,847]]"
iwbowtaIIz8_s90:003399,G382_043,terra,REGION,OTHER,4,17892,"[[567,441],[685,547],[642,664],[531,560]]"
iwbowtaIIz8_s90:003399,G382_043,terra,REGION,OTHER,4,19307,"[[795,391],[900,503],[849,632],[744,513]]"
iwbowtaIIz8_s90:003399,G382_043,terra,REGION,OTHER,4,16615,"[[1049,343],[1140,445],[1102,568],[1000,469]]"
iwbowtaIIz8_s90:003399,G382_043,terra,REGION,OTHER,4,24501,"[[1357,301],[1494,431],[1442,557],[1305,432]]"
iwbowtaIIz8_s90:003399,G382_043,terra,REGION,OTHER,4,18340,"[[1710,645],[1822,765],[1760,872],[1660,754]]"
iwbowtaIIz8_s90:003399,G382_043,terra,REGION,SCORE_BUG,4,120960,"[[0,978],[1920,978],[1920,1040],[0,1040]]"
iwbowtaIIz8_s90:003399,G382_043,sol,PAINTED,BASELINE_LEFT,4,10034,"[[93,947],[85,939],[748,350],[756,356]]"
iwbowtaIIz8_s90:003399,G382_043,sol,PAINTED,LANE_LINE_LEFT_FAR,4,5918,"[[680,364],[687,356],[1281,442],[1275,450]]"
