game_id,video_id,requested_start_s,run_start_utc,table_sha256,ball_table_sha256,deploy_manifest_sha256,source_sha256,join_class,reason
eurocup-RuYvEezE47Y_s6755,RuYvEezE47Y,6755,2026-09-08T17:51:30Z,442c6388858725b79c964802e6855b6fd28af21f7ebb451210dbf7e8a985e236,7d6646f411095036e1d730855e772a8c189373c005a772e538cf5ca41d84bafb,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
eurocup-RuYvEezE47Y_s90,RuYvEezE47Y,90,2026-09-08T17:52:55Z,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,table_unreadable
eurocup-Y6POC6V1Y5E_s1221,Y6POC6V1Y5E,1221,2026-09-08T22:00:29Z,f37d913a9baeb9d2a828be2260dd59536a0dffbb0ec2ca382da34332e115ba09,40e4ee8b678d4388e98dab419492193712b4ed15ce0daefa016509cbef32e554,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
eurocup-Y6POC6V1Y5E_s2352,Y6POC6V1Y5E,2352,2026-09-08T22:03:57Z,5ceaa6c03960045702ac11336d63e930289cd7cfc401be21f50c7fd9ca3b4980,67b43b70608110827e54761d9de2c589a59c172ada010c101d7dd1d009d47f28,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
eurocup-Y6POC6V1Y5E_s3483,Y6POC6V1Y5E,3483,2026-09-08T22:14:15Z,665eb1de9aa83c2fefc4ef7b4625f299c7aeed72c4a4a16443cc370b0940aa84,83bb4af87c8e2ee0071bb6cbfc98f587a62a85bc73dd5bd3a9c225ec68195137,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
eurocup-Y6POC6V1Y5E_s4614,Y6POC6V1Y5E,4614,2026-09-08T22:27:11Z,cd4a35de7860fcf75e41239d96e55dcc49171dd452ef92ab4e03d3c3a68dd642,752aabf58bb565ebfcae9cf266ef6d4252aac0921d6778cded46ed0e4288d15e,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
eurocup-Y6POC6V1Y5E_s5745,Y6POC6V1Y5E,5745,2026-09-08T22:40:03Z,a736b5ce3c0331638252e3f913302a3e7594674230e50e08dd68bb96643ba923,249553be0a5876a838c00def47a485e1fcac12b2fa0afa73140d54cd8141b251,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
eurocup-Y6POC6V1Y5E_s90,Y6POC6V1Y5E,90,2026-09-08T22:40:50Z,9205023bc4d9bf3bde2fc5e4160d6d1442f25c7c176facc94a43e2485ccbd0d9,32a125b1ec668771e76b89914456b8eef92f8687499b7adf3e805079368aabe9,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
eurocup-mhi_fuXUPRE_s1438,mhi_fuXUPRE,1438,2026-09-08T15:54:29Z,4d9d513a96a912f42afe910a96544ace0f4c90336c07e69e278d8585bdf1dae6,e1ea7ec5c4bc6d3a8956a1f862f39b8fd06fd0bcde7c5a3b37a8d5c8c32ffc2d,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
eurocup-mhi_fuXUPRE_s2786,mhi_fuXUPRE,2786,2026-09-08T15:54:49Z,ec3524145ec2de6d08c34b54344432ed3556ecf8b786777e1efacc48dabdb1cc,3423307a503202e8754a0703fb9d6dd82ed05355af22fb4122d4e60a7dc816ce,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
eurocup-mhi_fuXUPRE_s4134,mhi_fuXUPRE,4134,2026-09-08T15:58:59Z,04f5a3f9efb8276303d5a612d71a111e3ef25997d4b431a94646be20b7686548,a887e2317750297ab14b831c56f1de552988be4dcfe623985ccf22c1b6a22a36,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
eurocup-mhi_fuXUPRE_s5482,mhi_fuXUPRE,5482,2026-09-08T16:01:46Z,1be268644b7f913c45a2f99cff2726b7a75210936fbc18401950707389268d6e,b9a360b53a25ff7dcf7f7e493d3c69975808380f0f7b4a87f6aebc5b1c936d45,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
eurocup-mhi_fuXUPRE_s6830,mhi_fuXUPRE,6830,2026-09-08T16:03:51Z,841bc7e3727e95a943e93c93f47f5b8382de5d488be8c4324d147aa95d768a5e,cffa2a4484b5a28629e9dcdd71ad080ad9f136d50af42805a48d8898aa254e49,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
eurocup-mhi_fuXUPRE_s90,mhi_fuXUPRE,90,2026-09-08T16:04:12Z,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,table_unreadable
eurocup-qrWmO434a0k_s1447,qrWmO434a0k,1447,2026-09-08T13:09:37Z,3d9b31f51a34f4f0afa76cdd259d4626f8771b788aee466a6db6f14580d85a46,2a014968a9bee87706934323f13bec95581880a934d316755d3bf4246034edb0,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
eurocup-qrWmO434a0k_s2804,qrWmO434a0k,2804,2026-09-08T13:15:28Z,fd637f5d97d4a2991895716b1d0a5b6878f3b5795838705ee07760dc2a4f49b7,a57c63cbc4d2a4861fa3cca8915eb68494f5aa378b3303724c5ac2c57fe0f85c,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
eurocup-qrWmO434a0k_s4161,qrWmO434a0k,4161,2026-09-08T13:15:29Z,1bd88f8a9693fb6b05cda2e803be0971ad434d40ae4d1e6f44ee856423f5b68f,7ff3bcb558b1df6116b87bd7a8bacca40bebae831391e984a17fffb3ecb1c5b0,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
eurocup-qrWmO434a0k_s5518,qrWmO434a0k,5518,2026-09-08T13:17:53Z,bb80b7efcf93e543cbd665ef1bcae3060e6ec1eb0a25cb2b5a49ee35b6fc4075,6c491a45ac0dacd28f72286cabdb00e198d74630996275943325f5fe850b0919,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
eurocup-qrWmO434a0k_s6875,qrWmO434a0k,6875,2026-09-08T13:18:14Z,bfdbbb00b9b033bfa05ad3ef9a08e9a5eae0619b7018da54d8d0f3b4fb91eb26,72d0486bfe0debcd5ca14f3ace723cf935ce0403272c3bd2ca09c73d19cae2d7,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
eurocup-qrWmO434a0k_s90,qrWmO434a0k,90,2026-09-08T13:18:35Z,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,table_unreadable
euroleague--1Pc0v6x4xU_s1452,-1Pc0v6x4xU,1452,2026-09-08T21:24:02Z,6a04b45ee856487231dc7b521470890d82fe758b6e9d7b1d32f6f1f6e7a4db7e,dee1162eb860543eb99186890b99c397d78aabfb75d1150faa8525444e277dc1,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague--1Pc0v6x4xU_s2814,-1Pc0v6x4xU,2814,2026-09-08T21:25:48Z,89c6581d69dc248ad461d2821cc60105f2d0d0c1fa968f0ff64254cf57af283a,a9ae544c5aaf192d36adca9258df3e94ceb87da274592d99d91d4e77318cb128,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague--1Pc0v6x4xU_s4176,-1Pc0v6x4xU,4176,2026-09-08T21:26:09Z,256006a40cfc1bfc4f33119e3d3172021ee08b98613a549de0976e38b7b08d26,050134a2512f6617945ef73a57537bc36bebf3852f7c37787f1d6a2ded9e85ab,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague--1Pc0v6x4xU_s5538,-1Pc0v6x4xU,5538,2026-09-08T21:28:56Z,91b7a4acaec4c33de2dea7c7bd854ea70275857c5646116799f80122d960d108,8105a3cc30a61b0313e1c05b7afefcbfbc271e22badb29c4cf5c2432b47cf804,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague--1Pc0v6x4xU_s6900,-1Pc0v6x4xU,6900,2026-09-08T21:32:02Z,46f16ac38c48d7c9cade7a0e3d99cabb68df7504a14b7b4b42b347e017659213,b8b444866e5f11e4bdc69f36e22193722d87f5602b2f88938bbef75f9b6dce82,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague--1Pc0v6x4xU_s90,-1Pc0v6x4xU,90,2026-09-08T21:37:02Z,108af5c66a36b6ecdb398297217bc3263df1e6eda6aae775a4b7f64c1bee440f,4ac060bc2c41df6c9dc0801a7315c3290b8d640a2510a706d41896899e60f7a8,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-8ue528gaVyY_s2937,8ue528gaVyY,2937,2026-09-08T09:13:29Z,2dba6612b656e543cdcdb75aa1df6d5d014fad5e8731b2166df3b83b000d1c05,6089f46f7a0e3ff9545a6ed009145cdd5ff868c153698cd6eccaf25dab55206e,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-8ue528gaVyY_s5784,8ue528gaVyY,5784,2026-09-08T09:13:29Z,9220965e02a3b2cf26df3283214637ea8a7296c6e973f77b4dafdbcb9f850474,55f6776507bb9eb7f82f1a1380ad9159718dd75031dd8cf6d35e59a8320be7e9,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-8ue528gaVyY_s90,8ue528gaVyY,90,2026-09-08T09:13:29Z,aa579968ad570fc9efe7968710c7c8b0c8ee1d71d1129721a0ed60cb8dba010a,764571bbf1807a8847c63dfb132c427048f978b5fe319d9ca6cdc6a5d45a5f55,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-AIPW_g_VZN0_s1153,AIPW_g_VZN0,1153,2026-09-08T23:31:47Z,3b2e733b3d09b7ee999f485f913f262ff688b004c30202eb787841380d2b12e8,e509729c0f36599b44faaef1182657f7963af14539855a807ed4850abb8f1c7a,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-AIPW_g_VZN0_s2216,AIPW_g_VZN0,2216,2026-09-08T23:39:16Z,39198aa1feef4597e6df1d2fa5b89f11e16b43648c885bd86e7942b7b8250f5d,7d0dbe7466ce17840316faf895a2a836906cbb491fc192a2623c51077d1c31a4,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-AIPW_g_VZN0_s3279,AIPW_g_VZN0,3279,2026-09-08T23:39:58Z,ecbc261c780bc94953b21f60ecdb4000ff63303f3c4104e5f64c55d44b30468b,eef0d5dbea9778e13906677de88fd8ede90fa2e5bb329b0b6068e67a780ae4cc,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-AIPW_g_VZN0_s4342,AIPW_g_VZN0,4342,2026-09-08T23:40:41Z,c79d80ebd8754705d814a22586b4317002d03cde11e14a2b48cf924f3783c44f,d9f21d7191ec66acf784ed12ab7692c10270c407c64dde93e0e75e18abeabc72,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-AIPW_g_VZN0_s5405,AIPW_g_VZN0,5405,2026-09-08T23:42:05Z,f260c3b7da19d6abd7d70eb4c38c55567142d0a8cf31e47a99caebac3ad18632,4b6e4f3381402e016ce143cfb33ec96b08a358965f3e663acca66d596a3afd9f,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-AIPW_g_VZN0_s90,AIPW_g_VZN0,90,2026-09-08T23:42:26Z,11ec123f8a667f33e0c6df230c8c5f4243df343d06fefc3d44bbc178ec32051c,070e360e80782dd609cebb86966cdd49fc340ab4ae5fa5bfa89b0dc2e0c5915d,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-FbtN6DBw5Y0_s199,FbtN6DBw5Y0,199,2026-09-08T21:27:12Z,24937d826db0e152997b92ff5399c616108374e1042421607c80b2fd8f1f228e,ad345a681dccfa8eeb72f3e9b55995a12ffb6c9551dea23036cc052e136723a9,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-FbtN6DBw5Y0_s308,FbtN6DBw5Y0,308,2026-09-08T21:28:35Z,7c259a104f2c41f354fe0b4e685756c355ba92fdf139f6fb95cb9ae1c17e9f71,4197c977947db4de1fbf882df70a0799132748f662dad4c967757e77ab902110,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-FbtN6DBw5Y0_s90,FbtN6DBw5Y0,90,2026-09-08T21:37:02Z,7b971fc48b5caeb8a4ddd5ddbbfdcce3b4dbb7cf7b97c5bc59c1f9b1578c6de5,2556d9ef3738f317c9c0e1c15b93330245682b990e7dd16a0a6336560a2272ce,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-HkwnT6jwtNs_s1276,HkwnT6jwtNs,1276,2026-09-08T16:44:56Z,b6f8411432c7dca6ccfae3662fe05b0839738d41423ea86fc14aa0491842fc47,a172573f92decf907b0f0f2ed58ba81050d66dcda88031dd2fa16036203664a3,UNKNOWN,UNKNOWN,ALIGNED,landmarks_within_bar
euroleague-HkwnT6jwtNs_s2462,HkwnT6jwtNs,2462,2026-09-08T17:00:42Z,5c35b42c6d7037f06933bf6057cd7771aa16fd5d5a24a4d0608476866715af42,60459bac061c2543a507516a523e0defbe34dd660d2c0202df498555a7ee2368,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-HkwnT6jwtNs_s3648,HkwnT6jwtNs,3648,2026-09-08T17:07:58Z,97e45c0c76ddab585dd0e2e4698c450bbe38f6e3f96b213d1df8d1642b2f33a0,62ee31140f39823fa764e24930fb34902fe59d800673065e076b8963fedf4f5a,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-HkwnT6jwtNs_s4834,HkwnT6jwtNs,4834,2026-09-08T17:09:47Z,628f46e51ed0fae301971b03369400cb2a062867740ba435946349b664302009,eec44ac46436ea8f1a19049b4cee2533ff4b8867b8a4aff298170aa657b808fb,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-HkwnT6jwtNs_s90,HkwnT6jwtNs,90,2026-09-08T17:13:40Z,f227a18d40e717f323a7cca962bfbb5cc41241f6ff7a6b376fcda4c5f0163aa6,8b5048d4237b37cfc3b12999c1528e12dca9feaa3b34b15cc9b4b7854d1a154b,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-Rwt3m7deGg0_s1402,Rwt3m7deGg0,1402,2026-09-08T15:14:30Z,4214dde17e7592a0f50e69fc4ec17b1ddb0efa102ee81ea6b041b81f0a94e9a0,69682b86f92cc02ab82de827cc03649b058bddf8c84559e28e994a6e4ba79d99,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-Rwt3m7deGg0_s2714,Rwt3m7deGg0,2714,2026-09-08T15:17:39Z,78ce61fb23536e1f3df3a91e1a838e4606c3c90ec8a5ed5856c208e4ca0a8740,e4dba745e3c45db87d0438355bbf293d4a69fe4c17ae319da7ea05619a160eb9,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-Rwt3m7deGg0_s4026,Rwt3m7deGg0,4026,2026-09-08T15:19:23Z,9fb5f745de5d75ff8d0b8f0e776c96f02a982ec4ea976b9b7895063d17f64378,e679b72d46d6e8a3237ccfe5511ca9804a55b293db4c2da2d01717ce1eda1862,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-Rwt3m7deGg0_s5338,Rwt3m7deGg0,5338,2026-09-08T15:19:24Z,736af7440e616116b7339d34dfa595209f9dd8418878ab15ec93a56c849af867,41637a385810341e0a1b59077ae980212f19fa64c1587aa7af0aee992f5f8432,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-Rwt3m7deGg0_s6650,Rwt3m7deGg0,6650,2026-09-08T15:39:35Z,ca34945895e84e0ed2adef338f3731119f3777861ab6811f4d02d663c01298cf,bd153a249da201d54342d8245f057fa09bd45599f158c55760235be04322aa56,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-Rwt3m7deGg0_s90,Rwt3m7deGg0,90,2026-09-08T15:20:45Z,d83ecd83974b3dae4106fe87164fa8898a887833e423a1e04ebed8144611c07b,34e86bbbc5e68cfa0897538fc766a02194488d5bedcf7e39f77d80caaa4702a6,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-a_GxgklBtEs_s1404,a_GxgklBtEs,1404,2026-09-08T12:53:49Z,0fd161be1659e6a61d9d55f35ba95a05333892d66340da8ea747139cbd562d36,6509ee0a0ccdbf0bc405e5183ef7025150ee23746545043c8f1854a1195f845a,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-a_GxgklBtEs_s2718,a_GxgklBtEs,2718,2026-09-08T12:58:20Z,9a9b4c03705c2393b0bdfce9de9a6932bed88d5bec700e02e274c572793850e1,714ba09b5c3d110e3112f6b661e33a825b1b8a91dd09e5ee0b62841792e2307d,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-a_GxgklBtEs_s4032,a_GxgklBtEs,4032,2026-09-08T12:59:23Z,c1b33dc82b71b21f7f87df44c7a04385a5a291f5826c39d72c84ae2122fd72c4,08cd9aafa54e1d02d32849af4790ccfcab38f22be19ea404beb98ce2c918b5c4,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-a_GxgklBtEs_s5346,a_GxgklBtEs,5346,2026-09-08T12:59:23Z,76a67df9e37a6b47ae2da498e4ab5865c04d63e7bffc710df9c22ac246ac737d,6715e32540cf19723ddda1d712df9e505e7db737d8223020b22c2f35c013da1b,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-a_GxgklBtEs_s6660,a_GxgklBtEs,6660,2026-09-08T12:59:45Z,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,table_unreadable
euroleague-a_GxgklBtEs_s90,a_GxgklBtEs,90,2026-09-08T13:00:05Z,6c5381ad37c39edbaf6cae4dace83861b5ad96360d0298cbb6986fd769b0ffb6,72c15eeab0b3bd33a50864c74111ba4e768aabc4ebdc2441aa352a4a73f44889,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-d3_0714DiHo_s217,d3_0714DiHo,217,2026-09-08T18:56:10Z,1fb012b1f6530316607fa746b341148c4a14cb599a4072131658edf2d04cfa55,26aa278518abe63b665fa9e998b9a83612aeb6af51db684550ec0d60b1b9e46c,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-d3_0714DiHo_s344,d3_0714DiHo,344,2026-09-08T18:57:55Z,2075183146bc638a6f3d5e16d6c74326014f49f97bf4e285bc70f1e219755c51,106882c30c3f2d83bb4a8e7bd299b5a60c3a07ea3b2c0f11039ba87304eac760,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-d3_0714DiHo_s90,d3_0714DiHo,90,2026-09-08T18:58:16Z,2643bd4c3bf9e709b4b2988c64b16ee69ef33b6b752edda8f1a4928f60f3306f,0d19240fba87c185d1446bdb6f0b6087bcad917a46bd12d64912ba9111879963,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-krbfJW7sYUk_s1466,krbfJW7sYUk,1466,2026-09-08T20:44:54Z,238662af8154ec38c74bb5ab2a0e227602549ff436ae35d0df08769dd557abda,6509ee0a0ccdbf0bc405e5183ef7025150ee23746545043c8f1854a1195f845a,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-krbfJW7sYUk_s2842,krbfJW7sYUk,2842,2026-09-08T20:50:05Z,1546cbaa352d448a644d29cccf370f3df46f2d913dbed62a16bfc5c25704e3bf,000be649677389e9bba972f462580c6885b2c0d4a4416bee31117ae2da2c67ea,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-krbfJW7sYUk_s4218,krbfJW7sYUk,4218,2026-09-08T20:50:47Z,3cb8b4eea1ac84393cf596835ddcb6aca44e3285aab20c5e21c0ed1769c16926,2feee4cdb58a96bbd51a894144e33e7b6ace840db5bc05ef6b03beaf0166e7e2,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-krbfJW7sYUk_s5594,krbfJW7sYUk,5594,2026-09-08T20:51:08Z,ffc3aa7b06bfb1abd0635c5cb10cc52d5004a7f4d6582a3862be708a073fd5a1,1fb36b34b31a3ab032972d4007a587749554e315cbbec8283ee020b246b75dd7,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-krbfJW7sYUk_s6970,krbfJW7sYUk,6970,2026-09-08T20:51:09Z,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,table_unreadable
euroleague-krbfJW7sYUk_s90,krbfJW7sYUk,90,2026-09-08T20:51:30Z,a4822d452d3e0fe93ec374c04692d9b9203208bd7400f6468dd619adf6a61fe9,d819702a5c0a4a4914684569afba0db31e2bd1ccdc672ad9fe2a5bd110d359bc,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-xyoAURYLnQM_s1301,xyoAURYLnQM,1301,2026-09-08T13:21:21Z,b3e9681f27badcb5d809c9fb51b3475a2020bcb0cd2e20475e08c0ef383a4e5e,ef8761ef5f3ae3c33d2e8dd6d74a2dbd33139f8f0fae0b1005f4803709b49d6f,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-xyoAURYLnQM_s2512,xyoAURYLnQM,2512,2026-09-08T13:22:44Z,0b2bd1368ea2e88e05c311560b01ecc70852ccd16acb196bd42bdc058c43f9d0,cad19e7880509e29ed026bda5fe6d7539c59680de7653518b6e31eb2b0b71d0c,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-xyoAURYLnQM_s3723,xyoAURYLnQM,3723,2026-09-08T13:23:46Z,9561754407617679686f345514b3b2adc5f28ef7db92ff3ed485ed0060df4ab3,710502026a51bbd4c1f8d160edf9632249628f99716ceb05f07af5a6b0f890b7,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-xyoAURYLnQM_s4934,xyoAURYLnQM,4934,2026-09-08T13:24:48Z,64623eb5441b519f1a9b76e529f7f90f813288991ff053e57056dd43feb034ea,4702a4b6843190caeb4e1bc6dfe44a1f7595d90d6265069060d16c4f4419277a,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-xyoAURYLnQM_s6145,xyoAURYLnQM,6145,2026-09-08T13:26:12Z,c847dd504e03474935a9336ec07720474a83fbb8a915dd7e2eb89fadced2ede4,260ccb7e7ddcd8c93d28efdf8780b03fa07eade7bb973a85db05dc03174aa6df,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-xyoAURYLnQM_s90,xyoAURYLnQM,90,2026-09-08T13:26:53Z,UNKNOWN,5a591b7a8e7c9540d7238803a68c128891e0dd4472da68133a48a205716419ca,UNKNOWN,UNKNOWN,UNKNOWN,table_unreadable
euroleague-zud-2wkhjJY_s231,zud-2wkhjJY,231,2026-09-08T11:57:20Z,45c669f7b4fb01182fdeb02969bf9316a3a867c37beac12021110012cabf2466,bd7f8aa76c5165c5294637f1a52a347da48a2e428f983e3a0de48e45caca093b,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-zud-2wkhjJY_s372,zud-2wkhjJY,372,2026-09-08T12:03:00Z,712d564b9b38410e263b4cfc486e3ad74e56b519143ef0652ab6d69bb0a70d19,6bde23646e8f12a4a65f106cb8272ae455d29852b9f1c80115f6f7c33fd1482c,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
euroleague-zud-2wkhjJY_s90,zud-2wkhjJY,90,2026-09-08T12:03:44Z,73350518ba8bd081fff86a0edfd8dc3408383e4ccaf6ad5a7cea07468cfb80af,f0b5697aaad4ba8dfa41c9ade18d5b4df08406eeba9e00c6b318c8237a03cefe,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
fXLNra4sjjU_s2961,fXLNra4sjjU,2961,2026-09-08T09:19:43Z,7aea03693667879790c964cae069d3f6f7031edf3a21cb482f611e6f86faeb6a,7ab331aa4675ddfb5fa9b6aa8de3057cf1e8cbcebeb65c60a82eec137f8ae975,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
fXLNra4sjjU_s5832,fXLNra4sjjU,5832,2026-09-08T09:19:44Z,206b36201da57a721955e2b8244c3963d642adeb588b41c8fcbb1c63a5bc7fcd,46776eda07c6dac67e4863d9142aec1b3060a6af4e2d2f1100f91cf58f4374bd,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
fXLNra4sjjU_s90,fXLNra4sjjU,90,2026-09-08T09:20:04Z,e0dbd92d6b5bc82f60ea211496e0487165c466332236d49410c98448dca8c136,ecc4ae0e3a0683b79499b580edf3cac9cc002946e9bf2b6abaa85db7532f664d,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
fiba--x4DRmtYn4Q_s3530,-x4DRmtYn4Q,3530,2026-09-08T10:13:39Z,dfc97177e2b32794b1d5a451df78ffd9dad27a0fac90eb6369bc77afa5de8710,75df894dd20ed04db9390ef896a00f4dca337c8207fae6bf3c751e81c342f483,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
fiba--x4DRmtYn4Q_s6970,-x4DRmtYn4Q,6970,2026-09-08T10:13:38Z,66c92ef29566460900e7b57402470db34b4b1148f6c873f2fce56cf3c3548fd5,9200e36e12af12d40490af242a0177667c808bc47046bb2fdf9609ce45d76513,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
fiba--x4DRmtYn4Q_s90,-x4DRmtYn4Q,90,2026-09-08T10:13:38Z,19c52d5089faa985a52ac1ece4278d65b0dbd5f12e8091c66421b0d272937f2d,fc3b9d712d752ba1e495deba672199f2e9241e2a80781f2820c6e4fcdaf9e578,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
fiba-14Mh4JjtLVg_s1414,14Mh4JjtLVg,1414,2026-09-08T20:27:17Z,b23d90c343f1030246b3556d9dd974787a96ee5472651d78a55f315fbc2a1c4d,1e7725b4d00acef48873c20e38f668f25a7c5612bfa45e550537bd0f440729ad,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
fiba-14Mh4JjtLVg_s2738,14Mh4JjtLVg,2738,2026-09-08T20:27:17Z,36af0b61625a117512c6a6838e275b3b1cd57843ccdf9abb634b1631a51ba11a,a40d8daa8101b333df0a9a4ba011bb221fb2401ce2225b53e82c656b3ea46bcf,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
fiba-14Mh4JjtLVg_s4062,14Mh4JjtLVg,4062,2026-09-08T20:29:58Z,de31b4cc07eb0ca106857d0f2eac21a324c2b084f39f0c2c0da2403d3acbc998,64bf677094dc32dba299bee1ee236de20bce3f57f055dffb8adae134c2990bc0,UNKNOWN,UNKNOWN,UNKNOWN,no_source_bytes_and_no_alignment
