frame_key,section,game,cache,call,reference,terra,sol,adjudicator,left_mass,right_mass,outcome
e1a691e891bf930ab6900505e943bb5a2c1f4812ddbf1ff8e9df7c2e897d813d,ncaa_basketball__WeheQidCPXI_s155,ncaa_basketball__WeheQidCPXI,e1a691e891bf930a.jpg,LEFT,left,left,left,,26202.4455,17895.5513,correct
e1c3e3344d8067562ec0a6452907023e4d3ad72677bc9b18e5bb2d9110eaf0ef,basketball__fiba-Byk8aH-n_U4_s1491,basketball__fiba-Byk8aH-n_U4,e1c3e3344d806756.jpg,UNKNOWN,right,right,right,,0.0,0.0,cue_unknown
e24ae112273f06f897a466e6968ced71d1c9a5a5b89ac41ca8c102e2fa815c97,ncaa_basketball__EqseleqhpTk_s5375,ncaa_basketball__EqseleqhpTk,e24ae112273f06f8.jpg,RIGHT,unknown,unknown,right,unknown,29423.3847,85382.8472,reference_unknown
e3e16b450920cb04f2dc95b5ead21d67e07c344b820762d01be566df5ffc4008,ncaa_basketball__0KIBu1jQBL8_s155,ncaa_basketball__0KIBu1jQBL8,e3e16b450920cb04.jpg,RIGHT,right,right,right,,1090.223,38051.4162,correct
e4b2a323a1aca942298968da8214bff0d9e70bb24914050ba0faad87a8cd846b,nba__RIrGQJ_jsGQ_s155,nba__RIrGQJ_jsGQ,e4b2a323a1aca942.jpg,UNKNOWN,unknown,unknown,unknown,,0.0,0.0,reference_unknown
e588055643c700f408b0da28b8fbe0a8110a3bc9be878114806c22a2d1a6dc4f,basketball__fiba-fyp4VsE-8Fc_s6835,basketball__fiba-fyp4VsE-8Fc,e588055643c700f4.jpg,RIGHT,unknown,unknown,left,unknown,7599.7504,15313.9644,reference_unknown
e69f4cb76f25431ca1525e3646b2753f4d1675a800627d7b03cfd18c66a0f132,ncaa_basketball__0KIBu1jQBL8_s155,ncaa_basketball__0KIBu1jQBL8,e69f4cb76f25431c.jpg,RIGHT,right,right,right,,0,23255.1517,correct
e788a9a778732955128a07ef8ea43a4d4a1bdc2722fee00f52d8e6ba3b52bedd,basketball__fiba-fyp4VsE-8Fc_s6835,basketball__fiba-fyp4VsE-8Fc,e788a9a778732955.jpg,UNKNOWN,left,left,left,,0.0,0.0,cue_unknown
e87cd194576d705130282ebcf3ee130dde95f0113db8b64e483e959ac6628798,ncaa_basketball__wJSOHbeQcg4_s4515,ncaa_basketball__wJSOHbeQcg4,e87cd194576d7051.jpg,LEFT,left,left,left,,13473.9674,4333.1358,correct
e89176c2f87e53f8d6c901196aa6fe3fb8ffed893342c7873a37446096d6746c,ncaa_basketball__WeheQidCPXI_s155,ncaa_basketball__WeheQidCPXI,e89176c2f87e53f8.jpg,LEFT,unknown,unknown,unknown,,2533.3072,2058.2254,reference_unknown
e8bab012c8e8466198468b86c7f34e77defe7e72806849e053b662fb686be004,ncaa_basketball__UzaYBYy3GZg_s5307,ncaa_basketball__UzaYBYy3GZg,e8bab012c8e84661.jpg,RIGHT,unknown,left,unknown,unknown,685.7918,1892.4389,reference_unknown
e92208fedd6a91c94e83f17f1f8ccce784a00ed6c563363f05b95115ccc3da9d,nba__XCaGht2GmPg_s2807,nba__XCaGht2GmPg,e92208fedd6a91c9.jpg,RIGHT,unknown,unknown,unknown,,99998.6657,191380.1488,reference_unknown
eb6f19dc75d8c727d3d1b2779f4f24bc45a23cad52588784af281f3c6347fd60,ncaa_basketball__UzaYBYy3GZg_s5307,ncaa_basketball__UzaYBYy3GZg,eb6f19dc75d8c727.jpg,UNKNOWN,unknown,unknown,unknown,,0,432.2863,reference_unknown
ebd5be713e292ddb03b72e8d0e2b1fe9e97010ae8f4d4b95d1c15a5a3864195b,basketball__fiba-Y1cgaIWW8gk_s1502,basketball__fiba-Y1cgaIWW8gk,ebd5be713e292ddb.jpg,RIGHT,left,left,left,,20242.6097,116744.5529,wrong
edd5ea0a28de6a4df092f0d54a035c423795a233dc36569b067ad5ecbf154648,ncaa_basketball__wJSOHbeQcg4_s4515,ncaa_basketball__wJSOHbeQcg4,edd5ea0a28de6a4d.jpg,LEFT,unknown,unknown,unknown,,38078.9508,0,reference_unknown
ee7f52d3bc3936509a87a0c8e11a3924208346addb30df2bf09ea1ed8d19113b,basketball__fiba-7HQqWMaKxpA_s155,basketball__fiba-7HQqWMaKxpA,ee7f52d3bc393650.jpg,UNKNOWN,unknown,unknown,unknown,,0.0,0.0,reference_unknown
f11de969eb23894034ea430d5778bf05eb8e9677d9583de8fb46058821ff7606,ncaa_basketball__GNjSxoeDT-E_s1232,ncaa_basketball__GNjSxoeDT-E,f11de969eb238940.jpg,LEFT,right,right,right,,25788.3749,0,wrong
f47dd108e0cb177246ac1e94af3cb22079157ca67b5840568cc3dcba9fe08236,ncaa_basketball__UzaYBYy3GZg_s5307,ncaa_basketball__UzaYBYy3GZg,f47dd108e0cb1772.jpg,RIGHT,left,left,right,left,0,5321.2212,wrong
f4900605161c19320e50c6b9a56b7a9bba83fe42033a4f81ffb5390d678875e6,ncaa_basketball__UzaYBYy3GZg_s5307,ncaa_basketball__UzaYBYy3GZg,f4900605161c1932.jpg,RIGHT,left,left,right,left,0,9086.3079,wrong
f5350ed2752485c22ddfb4722e3b6138dd021ccfc537bff8a41523ef6ccf2e66,ncaa_basketball__GNjSxoeDT-E_s1232,ncaa_basketball__GNjSxoeDT-E,f5350ed2752485c2.jpg,UNKNOWN,unknown,unknown,unknown,,0.0,0.0,reference_unknown
f66af930fdb610d6a350b89ec5e0b11834377ab508f124fa00a7a3d56a1e7451,basketball__fiba-Byk8aH-n_U4_s1491,basketball__fiba-Byk8aH-n_U4,f66af930fdb610d6.jpg,RIGHT,left,left,left,,0,12885.9346,wrong
f6b5057e39871ea7d943b7c6d094f005f7e48f69fe477c41f22cdfc8273296b5,wnba__1E5Rw89keTg_s377,wnba__1E5Rw89keTg,f6b5057e39871ea7.jpg,UNKNOWN,right,right,right,,3117.4451,3449.1884,cue_unknown
f9535cb164a3cbfa5eb64b31540352914b5519a84ce43d4c77560155e5db2404,wnba__G8bPOW37Sp0_s615,wnba__G8bPOW37Sp0,f9535cb164a3cbfa.jpg,RIGHT,unknown,unknown,unknown,,0,8048.4586,reference_unknown
f9e1724d69bfeb5b740f76a699b1e96bc4b0ef9c68dd486e1e6385552089183e,ncaa_basketball__UzaYBYy3GZg_s2731,ncaa_basketball__UzaYBYy3GZg,f9e1724d69bfeb5b.jpg,UNKNOWN,unknown,left,right,unknown,0.0,0.0,reference_unknown
f9e8719cd79c3cca33dfa5e7d8a9476b009244129c4b825451cd0056e639c537,basketball__fiba--x4DRmtYn4Q_s7035,basketball__fiba--x4DRmtYn4Q,f9e8719cd79c3cca.jpg,UNKNOWN,unknown,unknown,unknown,,0.0,0.0,reference_unknown
fc961ff106dfed928af7d3d6eb43040e8a77c668281b935207f2ac5301734242,basketball__fiba-Y1cgaIWW8gk_s5543,basketball__fiba-Y1cgaIWW8gk,fc961ff106dfed92.jpg,RIGHT,right,right,right,,18064.8182,73640.4715,correct
fcfe33f92d09ada2de156937074798acaa43bfa49475079bda9909f2beb71224,basketball__fiba-Byk8aH-n_U4_s1491,basketball__fiba-Byk8aH-n_U4,fcfe33f92d09ada2.jpg,LEFT,left,left,left,,2709.7898,801.7321,correct
fdafbb38741bb350acbdd51a7b0cf4abd864f2ccd4970167a57cf68f7d04b462,nba__RIrGQJ_jsGQ_s155,nba__RIrGQJ_jsGQ,fdafbb38741bb350.jpg,LEFT,right,right,right,,8909.5567,0,wrong
fec1648c3b9a797c7c302bcac2b5e0c9d30764a40c97cbc6b342c1c8d15e60c2,basketball__fiba-Y1cgaIWW8gk_s1502,basketball__fiba-Y1cgaIWW8gk,fec1648c3b9a797c.jpg,UNKNOWN,right,right,left,right,15153.1604,15096.8364,cue_unknown
ffec135f6551aba6eb48b124f299187f78ce5277bdd90992ba580998ff709aa3,nba__XCaGht2GmPg_s2807,nba__XCaGht2GmPg,ffec135f6551aba6.jpg,UNKNOWN,unknown,unknown,unknown,,0.0,0.0,reference_unknown
