frame,team,momentum
4434,white,0.2618
4437,green,0.2548
4437,white,0.2611
4440,green,0.2557
4440,white,0.262
4443,green,0.2541
4443,white,0.2617
4446,green,0.2529
4446,white,0.262
4449,green,0.2513
4449,white,0.2625
4452,green,0.2504
4452,white,0.2622
4455,green,0.2487
4455,white,0.2628
4458,green,0.2474
4458,white,0.2616
4461,green,0.2454
4461,white,0.2624
4464,green,0.245
4464,white,0.26
4467,green,0.2436
4467,white,0.26
4470,green,0.2425
4470,white,0.2583
4473,green,0.2409
4473,white,0.2569
4476,green,0.2389
4476,white,0.2573
4479,green,0.2376
4479,white,0.257
4482,green,0.2355
4482,white,0.2557
4485,green,0.2329
4485,white,0.2548
4488,green,0.231
4488,white,0.2549
4491,green,0.2288
4491,white,0.2554
4494,green,0.2266
4494,white,0.2537
4497,green,0.2244
4497,white,0.2539
4500,green,0.2222
4500,white,0.2541
4503,green,0.2203
4503,white,0.2539
4506,green,0.217
4506,white,0.2551
4509,green,0.2151
4509,white,0.2548
4512,green,0.2124
4512,white,0.2552
4515,green,0.2098
4515,white,0.2554
4518,green,0.2089
4518,white,0.2516
4521,green,0.2058
4521,white,0.2523
4524,green,0.2034
4524,white,0.2523
4527,green,0.2009
4527,white,0.2523
4530,green,0.1992
4530,white,0.2513
4533,green,0.2003
4533,white,0.2502
4536,green,0.2015
4536,white,0.2492
4539,green,0.2018
4539,white,0.2489
4542,green,0.2029
4542,white,0.2479
4545,green,0.2051
4545,white,0.2459
4548,green,0.206
4548,white,0.2449
4551,green,0.2058
4551,white,0.2453
4554,green,0.2051
4554,white,0.2444
4557,green,0.2039
4557,white,0.244
4560,green,0.2045
4560,white,0.2416
4563,green,0.2043
4563,white,0.2401
4566,green,0.2036
4566,white,0.2393
4569,green,0.203
4569,white,0.2385
4572,green,0.2031
4572,white,0.2367
4575,green,0.202
4575,white,0.2362
4578,green,0.2012
4578,white,0.2352
4581,green,0.1997
4581,white,0.235
4584,green,0.2006
4584,white,0.2327
4587,green,0.2009
4587,white,0.2307
4590,green,0.2012
4590,white,0.2287
4593,green,0.2026
4593,white,0.2256
4596,green,0.2043
4596,white,0.2222
4599,green,0.2039
4599,white,0.221
4602,green,0.2053
4602,white,0.2179
4605,green,0.2058
4605,white,0.2158
4608,green,0.2056
4608,white,0.2143
4611,green,0.206
4611,white,0.2125
4614,green,0.2055
4614,white,0.2113
4617,green,0.2059
4617,white,0.2096
4620,green,0.2054
4620,white,0.2085
4623,green,0.205
4623,white,0.2072
4626,green,0.2045
4626,white,0.2061
4629,green,0.2044
4629,white,0.2047
4632,green,0.204
4632,white,0.2037
4635,green,0.2021
4635,white,0.204
4638,green,0.2016
4638,white,0.2032
4641,green,0.2026
4641,white,0.2011
4644,green,0.2029
4644,white,0.2011
4647,green,0.204
4647,white,0.2006
4650,green,0.2031
4650,white,0.2021
4653,green,0.2035
4653,white,0.2025
4656,green,0.2048
4656,white,0.2018
4659,green,0.2049
4659,white,0.2014
4662,green,0.2048
4662,white,0.2023
4665,green,0.2061
4665,white,0.2019
4668,green,0.2066
4668,white,0.2024
4671,green,0.2069
4671,white,0.2021
4674,green,0.2063
4674,white,0.2027
4677,green,0.2067
4677,white,0.2027
4680,green,0.2055
4680,white,0.2038
4683,green,0.2038
4683,white,0.2057
4686,green,0.2028
4686,white,0.2069
4689,green,0.203
4689,white,0.2068
4692,green,0.2029
4692,white,0.2071
4695,green,0.2025
4695,white,0.2076
4698,green,0.2014
4698,white,0.2089
4701,green,0.2015
4701,white,0.2086
4704,green,0.2029
4704,white,0.2072
4707,green,0.2028
4707,white,0.2073
4710,green,0.2024
4710,white,0.2078
4713,green,0.2025
4713,white,0.2079
4716,green,0.2049
4716,white,0.2075
4719,green,0.2067
4719,white,0.2078
4722,green,0.2091
4722,white,0.2074
4725,green,0.213
4725,white,0.2056
4728,green,0.2155
4728,white,0.2054
4731,green,0.2182
4731,white,0.2039
4734,green,0.221
4734,white,0.2023
4737,green,0.2235
4737,white,0.2012
4740,green,0.2257
4740,white,0.2003
4743,green,0.2278
4743,white,0.1992
4746,green,0.2295
4746,white,0.1986
4749,green,0.2313
4749,white,0.1986
4752,green,0.2323
4752,white,0.1985
4755,green,0.2353
4755,white,0.1964
4758,green,0.2353
4758,white,0.1972
4761,green,0.2376
4761,white,0.1966
4764,green,0.2378
4764,white,0.1981
4767,green,0.2388
4767,white,0.1987
4770,green,0.2405
4770,white,0.1989
4773,green,0.2425
4773,white,0.199
4776,green,0.2446
4776,white,0.1983
4779,green,0.2467
4779,white,0.1978
4782,green,0.2483
4782,white,0.1976
4785,green,0.2512
4785,white,0.1963
4788,green,0.2535
4788,white,0.1961
4791,green,0.2547
4791,white,0.1968
4794,green,0.256
4794,white,0.1975
4797,green,0.2568
4797,white,0.199
4800,green,0.2588
4800,white,0.1991
4803,green,0.2601
4803,white,0.1999
4806,green,0.2592
4806,white,0.2011
4809,green,0.2603
4809,white,0.2003
4812,green,0.2598
4812,white,0.2011
4815,green,0.2592
4815,white,0.201
4818,green,0.2588
4818,white,0.2007
4821,green,0.2589
4821,white,0.2007
4824,green,0.2587
4824,white,0.201
4827,green,0.258
4827,white,0.2014
4830,green,0.2578
4830,white,0.2016
4833,green,0.2586
4833,white,0.2008
4836,green,0.2592
4836,white,0.2007
4839,green,0.2589
4839,white,0.2009
4842,green,0.2595
4842,white,0.2004
4845,green,0.259
4845,white,0.2009
4848,green,0.2612
4848,white,0.1988
4851,green,0.2623
4851,white,0.1978
4854,green,0.2638
4854,white,0.1962
4857,green,0.2647
4857,white,0.1952
4860,green,0.2655
4860,white,0.1944
4863,green,0.2654
4863,white,0.1944
4866,green,0.2653
4866,white,0.1949
4869,green,0.2663
4869,white,0.1943
4872,green,0.2664
4872,white,0.1948
4875,green,0.2674
4875,white,0.1944
4878,green,0.269
4878,white,0.193
4881,green,0.2691
4881,white,0.1937
4884,green,0.2695
4884,white,0.1942
4887,green,0.2717
4887,white,0.1931
4890,green,0.2734
4890,white,0.1925
4893,green,0.2758
4893,white,0.1911
4896,green,0.2766
4896,white,0.1915
4899,green,0.2747
4899,white,0.1946
4902,green,0.2755
4902,white,0.1951
4905,green,0.2757
4905,white,0.1971
4908,green,0.2764
4908,white,0.1986
4911,green,0.2762
4911,white,0.2012
4914,green,0.2778
4914,white,0.202
4917,green,0.2804
4917,white,0.2009
4920,green,0.2821
4920,white,0.2003
4923,green,0.2833
4923,white,0.2006
4926,green,0.2842
4926,white,0.2022
4929,green,0.2833
4929,white,0.2031
4932,green,0.2822
4932,white,0.2042
4935,green,0.281
4935,white,0.2054
4938,green,0.2794
4938,white,0.2072
4941,green,0.2775
4941,white,0.209
4944,green,0.278
4944,white,0.2088
4947,green,0.278
4947,white,0.2089
4950,green,0.2784
4950,white,0.2087
4953,green,0.2792
4953,white,0.2081
4956,green,0.2798
4956,white,0.2077
4959,green,0.2783
4959,white,0.2093
4962,green,0.2773
4962,white,0.2105
4965,green,0.2752
4965,white,0.2128
4968,green,0.2737
4968,white,0.2137
4971,green,0.2739
4971,white,0.2124
4974,green,0.2739
4974,white,0.211
4977,green,0.273
4977,white,0.2107
4980,green,0.2713
4980,white,0.2107
4983,green,0.2682
4983,white,0.212
4986,green,0.2659
4986,white,0.2108
4989,green,0.2656
4989,white,0.2075
4992,green,0.2639
4992,white,0.2056
4995,green,0.2611
4995,white,0.2044
4998,green,0.2593
4998,white,0.2021
5001,green,0.2573
5001,white,0.2001
5004,green,0.254
5004,white,0.1992
5007,green,0.2492
5007,white,0.2011
5010,green,0.2458
5010,white,0.2017
5013,green,0.2419
5013,white,0.2027
5016,green,0.2389
5016,white,0.2014
5019,green,0.238
5019,white,0.2009
5022,green,0.2378
5022,white,0.1999
5025,green,0.237
5025,white,0.1994
5028,green,0.2361
5028,white,0.1992
5031,green,0.2356
5031,white,0.1984
5034,green,0.2343
5034,white,0.1984
5037,green,0.2329
5037,white,0.1985
5040,green,0.2313
5040,white,0.1989
5043,green,0.2287
5043,white,0.1993
5046,green,0.227
5046,white,0.1988
5049,green,0.2264
5049,white,0.1973
5052,green,0.225
5052,white,0.1963
5055,green,0.2238
5055,white,0.1952
5058,green,0.2222
5058,white,0.1953
5061,green,0.2213
5061,white,0.1944
5064,green,0.2185
5064,white,0.1959
5067,green,0.2176
5067,white,0.195
5070,green,0.2168
5070,white,0.1948
5073,green,0.217
5073,white,0.1932
5076,green,0.2183
5076,white,0.1927
5079,green,0.2192
5079,white,0.1922
5082,green,0.2185
5082,white,0.1938
5085,green,0.2197
5085,white,0.1939
5088,green,0.2191
5088,white,0.1958
5091,green,0.2194
5091,white,0.1969
5094,green,0.2204
5094,white,0.1973
5097,green,0.222
5097,white,0.1972
5100,green,0.223
5100,white,0.1978
5103,green,0.2234
5103,white,0.1991
5106,green,0.2238
5106,white,0.2003
5109,green,0.2238
5109,white,0.2021
5112,green,0.2248
5112,white,0.2017
5115,green,0.2258
5115,white,0.2026
5118,green,0.2278
5118,white,0.2025
5121,green,0.2287
5121,white,0.2036
5124,green,0.2297
5124,white,0.2047
5127,green,0.2293
5127,white,0.2043
5130,green,0.2296
5130,white,0.2032
5133,green,0.2299
5133,white,0.2029
5136,green,0.2289
5136,white,0.204
5139,green,0.2286
5139,white,0.2041
5142,green,0.2288
5142,white,0.2039
5145,green,0.2281
5145,white,0.2048
5148,green,0.2284
5148,white,0.2044
5151,green,0.2277
5151,white,0.2048
5154,green,0.2288
5154,white,0.2032
5157,green,0.2285
5157,white,0.2034
5160,green,0.228
5160,white,0.2032
5163,green,0.2269
5163,white,0.204
5166,green,0.2257
5166,white,0.2043
5169,green,0.2251
5169,white,0.2044
5172,green,0.2245
5172,white,0.2039
5175,green,0.2235
5175,white,0.2038
5178,green,0.2233
5178,white,0.2028
5181,green,0.2219
5181,white,0.203
5184,green,0.221
5184,white,0.2026
5187,green,0.2197
5187,white,0.2026
5190,green,0.2187
5190,white,0.2022
5193,green,0.2185
5193,white,0.201
5196,green,0.2183
5196,white,0.1996
5199,green,0.2182
5199,white,0.1982
5202,green,0.217
5202,white,0.1988
5205,green,0.2159
5205,white,0.1983
5208,green,0.2144
5208,white,0.198
5211,green,0.2129
5211,white,0.1978
5214,green,0.2109
5214,white,0.1978
5217,green,0.2101
5217,white,0.1996
5220,green,0.2089
5220,white,0.2017
5223,green,0.2088
5223,white,0.2029
5226,green,0.2083
5226,white,0.2044
5229,green,0.2078
5229,white,0.205
5232,green,0.2076
5232,white,0.2053
5235,green,0.2079
5235,white,0.2048
5238,green,0.208
5238,white,0.2048
5241,green,0.2076
5241,white,0.2052
5244,green,0.206
5244,white,0.207
5247,green,0.2057
5247,white,0.2075
5250,green,0.2048
5250,white,0.2084
5253,green,0.2051
5253,white,0.2082
5256,green,0.2056
5256,white,0.2079
5259,green,0.2051
5259,white,0.2085
5262,green,0.2065
5262,white,0.2073
5265,green,0.2063
5265,white,0.2077
5268,green,0.2057
5268,white,0.2084
5271,green,0.2065
5271,white,0.2074
5274,green,0.2054
5274,white,0.2086
5277,green,0.2052
5277,white,0.2089
5280,green,0.205
5280,white,0.2092
5283,green,0.2039
5283,white,0.2105
5286,green,0.2023
5286,white,0.2122
5289,green,0.2011
5289,white,0.2135
5292,green,0.1999
5292,white,0.2148
5295,green,0.1986
5295,white,0.2162
5298,green,0.1987
5298,white,0.2162
5301,green,0.1996
5301,white,0.2145
5304,green,0.2001
5304,white,0.2132
5307,green,0.1999
5307,white,0.2124
5310,green,0.1997
5310,white,0.2117
5313,green,0.2
5313,white,0.2105
5316,green,0.2005
5316,white,0.2089
5319,green,0.2005
5319,white,0.2089
5322,green,0.2003
5322,white,0.2091
5325,green,0.2012
5325,white,0.2082
5328,green,0.2007
5328,white,0.2089
5331,green,0.2012
5331,white,0.2087
5334,green,0.2008
5334,white,0.2088
5337,green,0.2007
5337,white,0.2091
5340,green,0.2016
5340,white,0.2085
5343,green,0.2013
5343,white,0.2092
5346,green,0.2012
5346,white,0.2096
5349,green,0.2013
5349,white,0.2099
5352,green,0.2007
5352,white,0.2108
5355,green,0.2011
5355,white,0.2108
5358,green,0.2017
5358,white,0.2105
5361,green,0.2017
5361,white,0.2106
5364,green,0.202
5364,white,0.2098
5367,green,0.202
5367,white,0.2093
5370,green,0.2017
5370,white,0.209
5373,green,0.2021
5373,white,0.2079
5376,green,0.2029
5376,white,0.2065
5379,green,0.204
5379,white,0.2049
5382,green,0.2057
5382,white,0.2026
5385,green,0.2072
5385,white,0.2005
5388,green,0.2067
5388,white,0.2004
5391,green,0.2067
5391,white,0.2008
5394,green,0.2077
5394,white,0.2001
5397,green,0.209
5397,white,0.1993
5400,green,0.2099
5400,white,0.1989
5403,green,0.2104
5403,white,0.1988
5406,green,0.2109
5406,white,0.1984
5409,green,0.2114
5409,white,0.1979
5412,green,0.2112
5412,white,0.1981
5415,green,0.2108
5415,white,0.1984
5418,green,0.2131
5418,white,0.1977
5421,green,0.2149
5421,white,0.1975
5424,green,0.218
5424,white,0.1964
5427,green,0.2201
5427,white,0.1959
5430,green,0.2221
5430,white,0.1951
5433,green,0.2244
5433,white,0.194
5436,green,0.2262
5436,white,0.1938
5439,green,0.2282
5439,white,0.1934
5442,green,0.2305
5442,white,0.1926
5445,green,0.2324
5445,white,0.1923
5448,green,0.2353
5448,white,0.1909
5451,green,0.2364
5451,white,0.1915
5454,green,0.2387
5454,white,0.191
5457,green,0.2404
5457,white,0.1911
5460,green,0.2427
5460,white,0.1905
5463,green,0.2448
5463,white,0.1902
5466,green,0.2463
5466,white,0.1902
5469,green,0.2486
5469,white,0.1895
5472,green,0.2498
5472,white,0.1899
5475,green,0.2509
5475,white,0.1903
5478,green,0.2534
5478,white,0.1893
5481,green,0.2546
5481,white,0.1897
5484,green,0.255
5484,white,0.1906
5487,green,0.2566
5487,white,0.1902
5490,green,0.2584
5490,white,0.1895
5493,green,0.26
5493,white,0.189
5496,green,0.261
5496,white,0.1897
5499,green,0.2612
5499,white,0.1912
5502,green,0.2635
5502,white,0.1908
5505,green,0.2649
5505,white,0.191
5508,green,0.2646
5508,white,0.1912
5511,green,0.2639
5511,white,0.1917
5514,green,0.2639
5514,white,0.1915
5517,green,0.2629
5517,white,0.1923
5520,green,0.2627
5520,white,0.1926
5523,green,0.2627
5523,white,0.1926
5526,green,0.2624
5526,white,0.1925
5529,green,0.2622
5529,white,0.1922
5532,green,0.2613
5532,white,0.1926
5535,green,0.2605
5535,white,0.1928
5538,green,0.2586
5538,white,0.1941
5541,green,0.2583
5541,white,0.1943
5544,green,0.2576
5544,white,0.1949
5547,green,0.2574
5547,white,0.1949
5550,green,0.2574
5550,white,0.1948
5553,green,0.2586
5553,white,0.1954
5556,green,0.2593
5556,white,0.1964
5559,green,0.2598
5559,white,0.1977
5562,green,0.2598
5562,white,0.1992
5565,green,0.259
5565,white,0.2018
5568,green,0.2586
5568,white,0.2039
5571,green,0.2585
5571,white,0.2053
5574,green,0.2581
5574,white,0.2074
5577,green,0.258
5577,white,0.209
5580,green,0.2579
5580,white,0.2107
5583,green,0.2566
5583,white,0.2136
5586,green,0.2569
5586,white,0.2149
5589,green,0.2583
5589,white,0.215
5592,green,0.2577
5592,white,0.217
5595,green,0.2583
5595,white,0.2181
5598,green,0.2589
5598,white,0.2189
5601,green,0.259
5601,white,0.2205
5604,green,0.2592
5604,white,0.2222
5607,green,0.2592
5607,white,0.2243
5610,green,0.2579
5610,white,0.227
5613,green,0.2565
5613,white,0.2301
5616,green,0.2557
5616,white,0.2326
5619,green,0.2556
5619,white,0.2345
5622,green,0.2557
5622,white,0.2363
5625,green,0.2562
5625,white,0.2377
5628,green,0.2566
5628,white,0.2389
5631,green,0.2572
5631,white,0.2401
5634,green,0.2582
5634,white,0.241
5637,green,0.2586
5637,white,0.2426
5640,green,0.2587
5640,white,0.2441
5643,green,0.2578
5643,white,0.245
5646,green,0.2572
5646,white,0.2455
5649,green,0.2564
5649,white,0.2461
5652,green,0.2546
5652,white,0.2479
5655,green,0.2539
5655,white,0.2484
5658,green,0.2531
5658,white,0.2489
5661,green,0.2527
5661,white,0.2493
5664,green,0.2521
5664,white,0.2499
5667,green,0.2503
5667,white,0.2516
5670,green,0.2496
5670,white,0.2528
5673,green,0.25
5673,white,0.2528
5676,green,0.249
5676,white,0.2539
5679,green,0.2484
5679,white,0.2544
5682,green,0.249
5682,white,0.2539
5685,green,0.2481
5685,white,0.2549
5688,green,0.2443
5688,white,0.2572
5691,green,0.2425
5691,white,0.2576
5694,green,0.2399
5694,white,0.2582
5697,green,0.2388
5697,white,0.2574
5700,green,0.238
5700,white,0.2567
5703,green,0.2369
5703,white,0.2561
5706,green,0.2356
5706,white,0.2559
5709,green,0.2342
5709,white,0.2555
5712,green,0.2333
5712,white,0.2547
5715,green,0.2318
5715,white,0.2545
5718,green,0.2308
5718,white,0.254
5721,green,0.2302
5721,white,0.2533
5724,green,0.2288
5724,white,0.2531
5727,green,0.2275
5727,white,0.2528
5730,green,0.2258
5730,white,0.2533
5733,green,0.2243
5733,white,0.2536
5736,green,0.223
5736,white,0.2539
5739,green,0.2219
5739,white,0.254
5742,green,0.2227
5742,white,0.2521
5745,green,0.2232
5745,white,0.2508
5748,green,0.2225
5748,white,0.2506
5751,green,0.2231
5751,white,0.2492
5754,green,0.2225
5754,white,0.2481
5757,green,0.2214
5757,white,0.2476
5760,green,0.2205
5760,white,0.2464
5763,green,0.2199
5763,white,0.2448
5766,green,0.2194
5766,white,0.2437
5769,green,0.2184
5769,white,0.2439
5772,green,0.2172
5772,white,0.2444
5775,green,0.2163
5775,white,0.2447
5778,green,0.2184
5778,white,0.2435
5781,green,0.2205
5781,white,0.2422
5784,green,0.2223
5784,white,0.2417
5787,green,0.2229
5787,white,0.2422
5790,green,0.2224
5790,white,0.2425
5793,green,0.2242
5793,white,0.2421
5796,green,0.2264
5796,white,0.2411
5799,green,0.2275
5799,white,0.2414
5802,green,0.2268
5802,white,0.242
5805,green,0.2279
5805,white,0.2423
5808,green,0.2286
5808,white,0.2429
5811,green,0.2293
5811,white,0.2435
5814,green,0.2291
5814,white,0.245
5817,green,0.2287
5817,white,0.2451
5820,green,0.2279
5820,white,0.2455
5823,green,0.2266
5823,white,0.2449
5826,green,0.2264
5826,white,0.2428
5829,green,0.2255
5829,white,0.2414
5832,green,0.2238
5832,white,0.2407
5835,green,0.2235
5835,white,0.2386
5838,green,0.2231
5838,white,0.2367
5841,green,0.2211
5841,white,0.2361
5844,green,0.2204
5844,white,0.2352
5847,green,0.2213
5847,white,0.2326
5850,green,0.2209
5850,white,0.2313
5853,green,0.2204
5853,white,0.2302
5856,green,0.2204
5856,white,0.2285
5859,green,0.22
5859,white,0.2263
5862,green,0.2194
5862,white,0.2243
5865,green,0.2196
5865,white,0.2213
5868,green,0.2196
5868,white,0.2186
5871,green,0.2181
5871,white,0.2172
5874,green,0.2166
5874,white,0.2158
5877,green,0.2158
5877,white,0.2137
5880,green,0.2164
5880,white,0.2114
5883,green,0.2142
5883,white,0.2106
5886,green,0.2125
5886,white,0.2092
5889,green,0.2111
5889,white,0.2075
5892,green,0.2115
5892,white,0.2055
5895,green,0.21
5895,white,0.2037
5898,green,0.2088
5898,white,0.2017
5901,green,0.2078
5901,white,0.1995
5904,green,0.2074
5904,white,0.1964
5907,green,0.2077
5907,white,0.1945
5910,green,0.2087
5910,white,0.1917
5913,green,0.2098
5913,white,0.1904
5916,green,0.2099
5916,white,0.1904
5919,green,0.2111
5919,white,0.1895
5922,green,0.2122
5922,white,0.1887
5925,green,0.2125
5925,white,0.1886
5928,green,0.2132
5928,white,0.1883
5931,green,0.2139
5931,white,0.188
5934,green,0.2147
5934,white,0.1872
5937,green,0.2142
5937,white,0.1879
5940,green,0.2151
5940,white,0.1871
5943,green,0.2152
5943,white,0.1873
5946,green,0.2158
5946,white,0.187
5949,green,0.2159
5949,white,0.187
5952,green,0.2161
5952,white,0.1868
5955,green,0.216
5955,white,0.1872
5958,green,0.2154
5958,white,0.188
5961,green,0.2153
5961,white,0.1884
5964,green,0.2154
5964,white,0.1886
5967,green,0.2153
5967,white,0.1888
5970,green,0.2155
5970,white,0.1887
5973,green,0.2168
5973,white,0.1876
5976,green,0.2166
5976,white,0.188
5979,green,0.2166
5979,white,0.1883
5982,green,0.2162
5982,white,0.1891
5985,green,0.2172
5985,white,0.1884
5988,green,0.2168
5988,white,0.1893
5991,green,0.2178
5991,white,0.1889
5994,green,0.2186
5994,white,0.1887
5997,green,0.2176
5997,white,0.1903
6000,green,0.2164
6000,white,0.1921
6003,green,0.216
6003,white,0.1926
6006,green,0.2161
6006,white,0.1923
6009,green,0.2156
6009,white,0.1933
6012,green,0.2141
6012,white,0.1954
6015,green,0.2129
6015,white,0.1971
6018,green,0.212
6018,white,0.1985
6021,green,0.2108
6021,white,0.2003
6024,green,0.2104
6024,white,0.2017
6027,green,0.2101
6027,white,0.2029
6030,green,0.2094
6030,white,0.2046
6033,green,0.2084
6033,white,0.2066
6036,green,0.2074
6036,white,0.2073
6039,green,0.208
6039,white,0.2066
6042,green,0.2077
6042,white,0.2081
6045,green,0.207
6045,white,0.21
6048,green,0.2064
6048,white,0.2117
6051,green,0.2061
6051,white,0.2132
6054,green,0.2056
6054,white,0.2148
6057,green,0.2053
6057,white,0.2167
6060,green,0.2054
6060,white,0.2181
6063,green,0.2057
6063,white,0.2193
6066,green,0.2054
6066,white,0.2211
6069,green,0.2058
6069,white,0.2222
6072,green,0.2061
6072,white,0.2235
6075,green,0.2051
6075,white,0.226
6078,green,0.2046
6078,white,0.228
6081,green,0.2032
6081,white,0.2309
6084,green,0.2024
6084,white,0.2332
6087,green,0.2035
6087,white,0.2336
6090,green,0.2039
6090,white,0.2326
6093,green,0.2038
6093,white,0.2326
6096,green,0.2034
6096,white,0.233
6099,green,0.2042
6099,white,0.2315
6102,green,0.2049
6102,white,0.23
6105,green,0.205
6105,white,0.229
6108,green,0.205
6108,white,0.2303
6111,green,0.2055
6111,white,0.2311
6114,green,0.2051
6114,white,0.2328
6117,green,0.2049
6117,white,0.2343
6120,green,0.2042
6120,white,0.2362
6123,green,0.2039
6123,white,0.2378
6126,green,0.2035
6126,white,0.2408
6129,green,0.2025
6129,white,0.2444
6132,green,0.2021
6132,white,0.2462
6135,green,0.2015
6135,white,0.2482
6138,green,0.2016
6138,white,0.2495
6141,green,0.2016
6141,white,0.2509
6144,green,0.2024
6144,white,0.2515
6147,green,0.2024
6147,white,0.2529
6150,green,0.202
6150,white,0.2547
6153,green,0.2011
6153,white,0.2539
6156,green,0.2002
6156,white,0.2531
6159,green,0.1997
6159,white,0.2517
6162,green,0.1989
6162,white,0.2507
6165,green,0.198
6165,white,0.2497
6168,green,0.1994
6168,white,0.2462
6171,green,0.1998
6171,white,0.2439
6174,green,0.199
6174,white,0.2426
6177,green,0.1977
6177,white,0.2448
6180,green,0.1977
6180,white,0.2479
6183,green,0.1977
6183,white,0.2479
6186,green,0.1978
6186,white,0.251
6189,green,0.1967
6189,white,0.2521
6192,green,0.1967
6192,white,0.2522
6195,green,0.197
6195,white,0.2518
6198,green,0.197
6198,white,0.2496
6201,green,0.1965
6201,white,0.2479
6204,green,0.1973
6204,white,0.2447
6207,green,0.1978
6207,white,0.2418
6210,green,0.1976
6210,white,0.2396
6213,green,0.1977
6213,white,0.237
6216,green,0.1979
6216,white,0.2342
6219,green,0.1974
6219,white,0.2321
6222,green,0.1976
6222,white,0.2291
6225,green,0.1976
6225,white,0.2264
6228,green,0.1973
6228,white,0.2239
6231,green,0.1983
6231,white,0.2201
6234,green,0.1978
6234,white,0.2177
6237,green,0.1981
6237,white,0.2144
6240,green,0.198
6240,white,0.2114
6243,green,0.1972
6243,white,0.2122
6246,green,0.1979
6246,white,0.2116
6249,green,0.1973
6249,white,0.2121
6252,green,0.1968
6252,white,0.2127
6255,green,0.1964
6255,white,0.2131
6258,green,0.1947
6258,white,0.2148
6261,green,0.1957
6261,white,0.2138
6264,green,0.1957
6264,white,0.2138
6267,green,0.1957
6267,white,0.2107
6270,green,0.1954
6270,white,0.2078
6273,green,0.1959
6273,white,0.2073
6276,green,0.196
6276,white,0.204
6279,green,0.1967
6279,white,0.2033
6282,green,0.1964
6282,white,0.2036
6285,green,0.1971
6285,white,0.2029
6288,green,0.1977
6288,white,0.2023
6291,green,0.1987
6291,white,0.2013
6294,green,0.1995
6294,white,0.2005
6297,green,0.2006
6297,white,0.1994
6300,green,0.2021
6300,white,0.1979
6303,green,0.2029
6303,white,0.2003
6306,green,0.2037
6306,white,0.1996
6309,green,0.2046
6309,white,0.1987
6312,green,0.2052
6312,white,0.1981
6315,green,0.206
6315,white,0.1972
6318,green,0.2067
6318,white,0.1966
6321,green,0.2067
6321,white,0.1966
6324,green,0.2081
6324,white,0.1952
6327,green,0.2093
6327,white,0.1939
6330,green,0.2095
6330,white,0.1971
6333,green,0.2104
6333,white,0.1996
6336,green,0.2107
6336,white,0.2027
6339,green,0.2116
6339,white,0.2018
6342,green,0.2126
6342,white,0.2008
6345,green,0.2141
6345,white,0.1993
6348,green,0.2152
6348,white,0.2017
6351,green,0.2155
6351,white,0.205
6354,green,0.2163
6354,white,0.2078
6357,green,0.2179
6357,white,0.2098
6360,green,0.2184
6360,white,0.2131
6363,green,0.2185
6363,white,0.2168
6366,green,0.2186
6366,white,0.2206
6369,green,0.2185
6369,white,0.2246
6372,green,0.22
6372,white,0.227
6375,green,0.2194
6375,white,0.2316
6378,green,0.2197
6378,white,0.2314
6381,green,0.2201
6381,white,0.231
6384,green,0.2197
6384,white,0.2314
6387,green,0.2194
6387,white,0.2317
6390,green,0.2179
6390,white,0.2331
6393,green,0.2185
6393,white,0.2293
6396,green,0.2187
6396,white,0.2292
6399,green,0.2186
6399,white,0.2295
6402,green,0.2182
6402,white,0.2301
6405,green,0.2187
6405,white,0.23
6408,green,0.2191
6408,white,0.2299
6411,green,0.2186
6411,white,0.2308
6414,green,0.2183
6414,white,0.2316
6417,green,0.217
6417,white,0.2334
6420,green,0.2167
6420,white,0.2304
6423,green,0.2172
6423,white,0.2265
6426,green,0.2169
6426,white,0.2233
6429,green,0.2168
6429,white,0.2234
6432,green,0.2164
6432,white,0.2238
6435,green,0.2159
6435,white,0.2243
6438,green,0.2162
6438,white,0.2206
6441,green,0.2157
6441,white,0.2181
6444,green,0.2162
6444,white,0.2146
6447,green,0.216
6447,white,0.2118
6450,green,0.2169
6450,white,0.2079
6453,green,0.2172
6453,white,0.2047
6456,green,0.2182
6456,white,0.2007
6459,green,0.2177
6459,white,0.1973
6462,green,0.2175
6462,white,0.1935
6465,green,0.2167
6465,white,0.1903
6468,green,0.2161
6468,white,0.1909
6471,green,0.2165
6471,white,0.1914
6474,green,0.2175
6474,white,0.1914
6477,green,0.2176
6477,white,0.1924
6480,green,0.219
6480,white,0.192
6483,green,0.2193
6483,white,0.1929
6486,green,0.2207
6486,white,0.1926
6489,green,0.2219
6489,white,0.1925
6492,green,0.2243
6492,white,0.1929
6495,green,0.2277
6495,white,0.1923
6498,green,0.2309
6498,white,0.1919
6501,green,0.2337
6501,white,0.1918
6504,green,0.2363
6504,white,0.192
6507,green,0.2398
6507,white,0.1913
6510,green,0.2432
6510,white,0.1912
6513,green,0.2441
6513,white,0.192
6516,green,0.2461
6516,white,0.1934
6519,green,0.2493
6519,white,0.1936
6522,green,0.2529
6522,white,0.1936
6525,green,0.2555
6525,white,0.1946
6528,green,0.2588
6528,white,0.195
6531,green,0.2617
6531,white,0.1952
6534,green,0.2636
6534,white,0.1964
6537,green,0.2665
6537,white,0.1966
6540,green,0.2676
6540,white,0.1964
6543,green,0.2719
6543,white,0.1952
6546,green,0.2736
6546,white,0.1965
6549,green,0.2771
6549,white,0.197
6552,green,0.2767
