event_id,event_date,y,p_base,p_recalibrated_s05,standin_loss,loss_base,loss_recalibrated,paired_loss_differential,p1_id,p2_id,p1_id
20220627-atp-2022-540-123755-206909-206,2022-06-27,0.0,0.3662089579004127,0.38636363636363635,0.13410900084650623,0.13410900084650623,0.14927685950413222,0.015167858657625988,123755,206909,123755
20220627-atp-2022-540-106401-126774-207,2022-06-27,1.0,0.40107997309205967,0.4095940959409594,0.358705198631408,0.358705198631408,0.34857913154777304,-0.010126067083634949,106401,126774,106401
20220627-atp-2022-540-106058-106186-208,2022-06-27,0.0,0.5759626096375093,0.5282738095238095,0.33173292770045,0.33173292770045,0.2790732178287982,-0.052659709871651805,106058,106186,106058
20220627-atp-2022-540-126203-144684-209,2022-06-27,1.0,0.557467608048211,0.5278810408921933,0.19583491792657176,0.19583491792657176,0.22289631154903883,0.027061393622467067,126203,144684,126203
20220627-atp-2022-540-104755-122298-210,2022-06-27,0.0,0.42797327839148813,0.45375722543352603,0.1831611270171582,0.1831611270171582,0.20589561963313177,0.022734492615973573,104755,122298,104755
20220627-atp-2022-540-104745-132283-211,2022-06-27,1.0,0.925068419202051,0.9116465863453815,0.005614741800879565,0.005614741800879565,0.00780632570442412,0.0021915839035445547,104745,132283,104745
20220627-atp-2022-540-104925-126646-212,2022-06-27,1.0,0.8504585952938297,0.7647562018819505,0.022362631721494605,0.022362631721494605,0.05533964455300564,0.03297701283151104,104925,126646,104925
20220627-atp-2022-540-206173-207989-213,2022-06-27,1.0,0.22353379107703414,0.2875318066157761,0.602899773599203,0.602899773599203,0.5076109265841798,-0.09528884701502316,206173,207989,206173
20220627-atp-2022-540-105676-126207-214,2022-06-27,1.0,0.6071734182309184,0.5619208087615837,0.15431272334438095,0.15431272334438095,0.19191337779610493,0.037600654451723975,105676,126207,105676
20220627-atp-2022-540-111815-126205-215,2022-06-27,1.0,0.574879399408179,0.5282317979197625,0.1807275250475506,0.1807275250475506,0.22256523649401982,0.04183771144646922,111815,126205,111815
20220627-atp-2022-540-106426-200282-216,2022-06-27,1.0,0.3688470706958308,0.41013824884792627,0.3983540201692336,0.3983540201692336,0.347936885472191,-0.05041713469704262,106426,200282,106426
20220627-atp-2022-540-106401-206909-217,2022-06-27,1.0,0.7124983913793363,0.6552631578947368,0.08265717495946925,0.08265717495946925,0.11884349030470918,0.03618631534523993,106401,206909,106401
20220627-atp-2022-540-106186-126203-218,2022-06-27,0.0,0.2307127590874115,0.296875,0.053228377205725985,0.053228377205725985,0.088134765625,0.034906388419274015,106186,126203,106186
20220627-atp-2022-540-104745-122298-219,2022-06-27,1.0,0.8752604328164814,0.7755905511811023,0.015559959621131561,0.015559959621131561,0.05035960071920146,0.0347996410980699,104745,122298,104745
20220627-atp-2022-540-104925-206173-220,2022-06-27,1.0,0.8545248838832404,0.7649572649572649,0.02116300940918468,0.02116300940918468,0.05524508729636937,0.03408207788718469,104925,206173,104925
20220627-atp-2022-540-105676-111815-221,2022-06-27,0.0,0.4128116209336363,0.4346289752650176,0.17041343437785625,0.17041343437785625,0.18890234613991927,0.01848891176206302,105676,111815,105676
20220627-atp-2022-540-106401-106426-222,2022-06-27,1.0,0.712298147556899,0.6557161629434953,0.08277235589919185,0.08277235589919185,0.11853136045834986,0.03575900455915801,106401,106426,106401
20220627-atp-2022-540-104745-126203-223,2022-06-27,1.0,0.8364074319742217,0.7651579846285226,0.026762528313268887,0.026762528313268887,0.055150772183737234,0.028388243870468347,104745,126203,104745
20220627-atp-2022-540-104925-111815-224,2022-06-27,1.0,0.8633159080376622,0.7764705882352941,0.01868254099556881,0.01868254099556881,0.04996539792387542,0.03128285692830661,104925,111815,104925
20220627-atp-2022-540-104745-106401-225,2022-06-27,0.0,0.7948987898521283,0.7465753424657534,0.631864086108378,0.631864086108378,0.557374741977857,-0.074489344130521,104745,106401,104745
20220627-atp-2022-540-104925-106401-226,2022-06-27,1.0,0.8376434722827428,0.7653583617747441,0.026359642092404496,0.026359642092404496,0.05505669838903185,0.028697056296627353,104925,106401,104925
20220711-atp-2022-0315-105376-200005-271,2022-07-11,1.0,0.3132283530792027,0.34268833087149186,0.47165529501430425,0.47165529501430425,0.43205863037250536,-0.039596664641798895,105376,200005,105376
20220711-atp-2022-0315-111153-136440-272,2022-07-11,1.0,0.34740152671938407,0.3652597402597403,0.4258847673281908,0.4258847673281908,0.40289519733513235,-0.022989569993058456,111153,136440,111153
20220711-atp-2022-0315-126127-144652-273,2022-07-11,1.0,0.7716947228322297,0.7322677322677322,0.0521232995826524,0.0521232995826524,0.07168056718506272,0.019557267602410312,126127,144652,126127
20220711-atp-2022-0315-106283-126646-275,2022-07-11,1.0,0.07136119736668058,0.09322033898305085,0.8623700257562452,0.8623700257562452,0.8222493536340133,-0.040120672122231915,106283,126646,106283
20220711-atp-2022-0315-105449-111578-276,2022-07-11,1.0,0.7018448431891706,0.6561224489795916,0.08889649753289025,0.08889649753289025,0.11825177009579359,0.029355272562903337,105449,111578,105449
20220711-atp-2022-0315-103852-106210-277,2022-07-11,0.0,0.39709276922105147,0.4106813996316759,0.15768266736764325,0.15768266736764325,0.16865921200343226,0.01097654463578901,103852,106210,103852
20220711-atp-2022-0315-104918-105023-278,2022-07-11,1.0,0.8079983696106238,0.7655583972719524,0.03686462607217864,0.03686462607217864,0.054962865089695695,0.018098239017517052,104918,105023,104918
20220711-atp-2022-0315-105173-126845-279,2022-07-11,0.0,0.6763986940442548,0.6272189349112425,0.4575151933047734,0.4575151933047734,0.39340359231119343,-0.06411160099357999,105173,126845,105173
20220711-atp-2022-0315-105430-106058-280,2022-07-11,0.0,0.34447265417834544,0.36628849270664504,0.11866140947667397,0.11866140947667397,0.13416725988930595,0.015505850412631972,105430,106058,105430
20220711-atp-2022-0315-105902-106281-282,2022-07-11,1.0,0.4491486005391485,0.45332050048123196,0.30343726428797857,0.30343726428797857,0.2988584751940907,-0.0045787890938878695,105902,106281,105902
20220711-atp-2022-0315-111460-200615-283,2022-07-11,1.0,0.3486189154400154,0.36569579288025894,0.4242973173225418,0.4242973173225418,0.40234182716980343,-0.021955490152738344,111460,200615,111460
20220711-atp-2022-0315-106186-111442-284,2022-07-11,1.0,0.5086574839318193,0.4904231625835189,0.2414174680962104,0.2414174680962104,0.25966855323138277,0.018251085135172374,106186,111442,106186
20220711-atp-2022-0315-104545-105376-286,2022-07-11,1.0,0.7835487731351709,0.7325349301397206,0.04685113361128971,0.04685113361128971,0.07153756359536415,0.024686429984074436,104545,105376,104545
20220711-atp-2022-0315-111153-126127-287,2022-07-11,0.0,0.1948651994010162,0.24822695035460993,0.037972445937597805,0.037972445937597805,0.06161661888234998,0.023644172944752177,111153,126127,111153
20220711-atp-2022-0315-106283-202195-288,2022-07-11,0.0,0.25213349296283705,0.3106060606060606,0.063571298273641,0.063571298273641,0.0964761248852158,0.0329048266115748,106283,202195,106283
20220711-atp-2022-0315-105449-106210-289,2022-07-11,1.0,0.5574540553980685,0.5285820341499631,0.19584691308361585,0.19584691308361585,0.22223489852618658,0.026387985442570733,105449,106210,105449
20220711-atp-2022-0315-104918-126845-290,2022-07-11,1.0,0.8109884431362054,0.7657580919931857,0.035725368628075446,0.035725368628075446,0.054869271466672864,0.019143902838597418,104918,126845,104918
20220711-atp-2022-0315-106058-122330-291,2022-07-11,0.0,0.37845503657303403,0.41030358785648574,0.14322821470749653,0.14322821470749653,0.16834903420790492,0.025120819500408398,106058,122330,106058
20220711-atp-2022-0315-105902-111460-292,2022-07-11,1.0,0.6530196509064013,0.6222493887530562,0.12039536265711559,0.12039536265711559,0.14269552429743962,0.02230016164032403,105902,111460,105902
20220711-atp-2022-0315-106186-200000-293,2022-07-11,1.0,0.24572381774246083,0.30451127819548873,0.5689325591210085,0.5689325591210085,0.48370456215727287,-0.08522799696373562,106186,200000,106186
20220711-atp-2022-0315-104545-126127-294,2022-07-11,1.0,0.5878393144829447,0.5622895622895622,0.16987643068588898,0.16987643068588898,0.19159042728066308,0.021713996594774104,104545,126127,104545
20220711-atp-2022-0315-105449-202195-295,2022-07-11,0.0,0.4274118074268245,0.45384615384615384,0.18268085312786492,0.18268085312786492,0.20597633136094673,0.023295478233081812,105449,202195,105449
20220711-atp-2022-0315-104918-122330-296,2022-07-11,0.0,0.6834823510070385,0.6335078534031414,0.4671481241381085,0.4671481241381085,0.4013322003234561,-0.0658159238146524,104918,122330,104918
20220711-atp-2022-0315-105902-106186-297,2022-07-11,0.0,0.2922620761415864,0.321285140562249,0.08541712115059044,0.08541712115059044,0.1032241415461041,0.017807020395513656,105902,106186,105902
20220711-atp-2022-0315-104545-202195-298,2022-07-11,0.0,0.604564773606824,0.5626576955424728,0.3654985654862704,0.3654985654862704,0.31658368235316603,-0.04891488313310438,104545,202195,104545
20220711-atp-2022-0315-106186-122330-299,2022-07-11,0.0,0.47759646992630717,0.4906500445235976,0.22809838808607003,0.22809838808607003,0.24073746619100833,0.012639078104938306,106186,122330,106186
20220711-atp-2022-0315-122330-202195-300,2022-07-11,0.0,0.518014587359873,0.49043168669336895,0.26833911271761957,0.26833911271761957,0.24052323931290281,-0.02781587340471675,122330,202195,122330
20220711-atp-2022-0316-105643-105948-271,2022-07-11,0.0,0.39883651753575716,0.4099264705882353,0.15907056772005032,0.15907056772005032,0.16803971128892733,0.008969143568877014,105643,105948,105643
20220711-atp-2022-0316-111513-207518-272,2022-07-11,1.0,0.45331882158823866,0.45341018251681076,0.298860310829672,0.298860310829672,0.29876042857630614,-9.988225336587941e-05,111513,207518,111513
20220711-atp-2022-0316-144817-208029-273,2022-07-11,1.0,0.14562733815203263,0.2158273381294964,0.7299526453131812,0.7299526453131812,0.6149267636250711,-0.11502588168811001,144817,208029,144817
20220711-atp-2022-0316-106233-200325-275,2022-07-11,1.0,0.6920817095332616,0.656472986748216,0.09481367360395865,0.09481367360395865,0.1180108088336914,0.023197135229732754,106233,200325,106233
20220711-atp-2022-0316-105311-200221-276,2022-07-11,0.0,0.23634171151172778,0.30711610486891383,0.05585740460029276,0.05585740460029276,0.09432030186985368,0.038462897269560925,105311,200221,105311
20220711-atp-2022-0316-104926-202104-277,2022-07-11,0.0,0.4254124479435268,0.45393474088291746,0.18097575086530387,0.18097575086530387,0.2060567489804414,0.02508099811513753,104926,202104,104926
20220711-atp-2022-0316-104527-105807-278,2022-07-11,0.0,0.5104065681376073,0.4902135231316726,0.26051486479801,0.26051486479801,0.2403092982611669,-0.020205566536843106,104527,105807,104527
20220711-atp-2022-0316-105077-144869-279,2022-07-11,1.0,0.8411122406280213,0.7659574468085107,0.02524532007824782,0.02524532007824782,0.054775916704391074,0.029530596626143255,105077,144869,105077
20220711-atp-2022-0316-111200-127157-280,2022-07-11,1.0,0.4831289429931384,0.4899955535793686,0.2671556895713903,0.2671556895713903,0.2601045353688148,-0.007051154202575516,111200,127157,111200
20220711-atp-2022-0316-105932-200384-282,2022-07-11,0.0,0.4934222087820569,0.4902222222222222,0.24346547611936376,0.24346547611936376,0.24031782716049382,-0.003147648958869931,105932,200384,105932
20220711-atp-2022-0316-106234-132283-283,2022-07-11,1.0,0.36322431045794684,0.38461538461538464,0.4054832787917572,0.4054832787917572,0.37869822485207105,-0.026785053939686165,106234,132283,106234
20220711-atp-2022-0316-105155-202103-284,2022-07-11,0.0,0.21478013580836003,0.2893401015228426,0.046130506737857575,0.046130506737857575,0.08371769434924888,0.0375871876113913,105155,202103,105155
20220711-atp-2022-0316-105948-126094-286,2022-07-11,0.0,0.19632955832774004,0.24734982332155478,0.03854529547316548,0.03854529547316548,0.06118193509720436,0.022636639624038883,105948,126094,105948
20220711-atp-2022-0316-111513-144817-287,2022-07-11,1.0,0.7129050738851005,0.6568228105906314,0.0824234966009196,0.0824234966009196,0.11777058333091364,0.03534708672999404,111513,144817,111513
20220711-atp-2022-0316-105138-106233-288,2022-07-11,0.0,0.5029544752542701,0.49000444247001335,0.25296320417829815,0.25296320417829815,0.24010435364034863,-0.012858850537949523,105138,106233,105138
20220711-atp-2022-0316-200221-202104-289,2022-07-11,0.0,0.4520309649187598,0.45366795366795365,0.20433199324538506,0.20433199324538506,0.20581461218526853,0.0014826189398834677,200221,202104,200221
20220711-atp-2022-0316-105077-105807-290,2022-07-11,0.0,0.3063788136680526,0.34365781710914456,0.09386797746464329,0.09386797746464329,0.11810069526022225,0.024232717795578965,105077,105807,105077
20220711-atp-2022-0316-106043-111200-291,2022-07-11,1.0,0.832813190139987,0.766156462585034,0.02795142939116814,0.02795142939116814,0.0546827999907446,0.026731370599576462,106043,111200,106043
20220711-atp-2022-0316-106234-200384-292,2022-07-11,1.0,0.3744338650532699,0.40955004591368227,0.3913329891921905,0.3913329891921905,0.3486311482805347,-0.0427018409116558,106234,200384,106234
20220711-atp-2022-0316-134770-202103-293,2022-07-11,0.0,0.8440170376572922,0.7663551401869159,0.712364759855791,0.712364759855791,0.5873002008909075,-0.12506455896488344,134770,202103,134770
20220711-atp-2022-0316-111513-126094-294,2022-07-11,0.0,0.22781675711797883,0.28860759493670884,0.05190047482375216,0.05190047482375216,0.08329434385515141,0.031393869031399256,111513,126094,111513
20220711-atp-2022-0316-106233-202104-295,2022-07-11,0.0,0.5102613121804371,0.48976293103448265,0.2603666067081015,0.2603666067081015,0.2398677286154874,-0.02049887809261411,106233,202104,106233
20220711-atp-2022-0316-105807-106043-296,2022-07-11,1.0,0.45956878856585875,0.4532304725168756,0.29206589429217344,0.29206589429217344,0.29895691618411907,0.006891021891945626,105807,106043,105807
20220711-atp-2022-0316-106234-202103-297,2022-07-11,0.0,0.4089130428479112,0.4330985915492957,0.16720987661113765,0.16720987661113765,0.18757439000198367,0.020364513390846023,106234,202103,106234
20220711-atp-2022-0316-126094-202104-298,2022-07-11,0.0,0.6458384926234204,0.6227106227106226,0.41710735855409187,0.41710735855409187,0.3877685196366514,-0.02933883891744049,126094,202104,126094
20220711-atp-2022-0316-105807-202103-299,2022-07-11,0.0,0.6181232266862987,0.5621848739495796,0.3820763233690814,0.3820763233690814,0.31605183249770474,-0.06602449087137668,105807,202103,105807
20220711-atp-2022-0316-202103-202104-300,2022-07-11,1.0,0.36731377943861554,0.41009174311926605,0.4002918536882488,0.4002918536882488,0.34799175153606593,-0.05230010215218289,202103,202104,202103
20220718-atp-2022-0314-104755-106148-271,2022-07-18,1.0,0.6861668108638869,0.6394230769230769,0.09849127060334335,0.09849127060334335,0.13001571745562135,0.031524446852277996,104755,106148,104755
20220718-atp-2022-0314-105332-111200-272,2022-07-18,0.0,0.434311114192633,0.45375722543352603,0.18862614391124632,0.18862614391124632,0.20589561963313177,0.017269475721885447,105332,111200,105332
20220718-atp-2022-0314-124079-126535-273,2022-07-18,1.0,0.5543871023939412,0.5289317507418397,0.19857085451286785,0.19857085451286785,0.22190529545914822,0.02333444094628037,124079,126535,124079
20220718-atp-2022-0314-122669-132283-275,2022-07-18,1.0,0.29334176325341893,0.32064128256513025,0.4993658635617869,0.4993658635617869,0.4615282669547512,-0.03783759660703573,122669,132283,122669
20220718-atp-2022-0314-105643-144707-276,2022-07-18,1.0,0.35826048760911605,0.38738738738738737,0.41182960176368955,0.41182960176368955,0.3752942131320509,-0.03653538863163863,105643,144707,105643
20220718-atp-2022-0314-106233-200384-277,2022-07-18,1.0,0.6747606454093331,0.6253687315634218,0.10578063777455354,0.10578063777455354,0.14034858729039953,0.03456794951584599,106233,200384,106233
20220718-atp-2022-0314-105870-106426-278,2022-07-18,1.0,0.31510776915336763,0.34315169366715753,0.46907736787407667,0.46907736787407667,0.4314496975323237,-0.03762767034175296,105870,106426,105870
20220718-atp-2022-0314-106329-111797-279,2022-07-18,0.0,0.6318468942440312,0.5238095238095238,0.3992304977658279,0.3992304977658279,0.2743764172335601,-0.12485408053226782,106329,111797,106329
20220718-atp-2022-0314-144817-208502-280,2022-07-18,0.0,0.3523048974861081,0.37333333333333335,0.12411874079269714,0.12411874079269714,0.1393777777777778,0.01525903698508066,144817,208502,144817
20220718-atp-2022-0314-105311-106310-282,2022-07-18,0.0,0.5468658014788926,0.5292809488510009,0.2990622048271516,0.2990622048271516,0.28013832281661577,-0.018923882010535853,105311,106310,105311
20220718-atp-2022-0314-126523-144719-283,2022-07-18,0.0,0.5032804841783215,0.4894991922455573,0.2532912457547657,0.2532912457547657,0.23960945920905308,-0.013681786545712615,126523,144719,126523
20220718-atp-2022-0314-144869-208103-284,2022-07-18,0.0,0.3035855317195431,0.34411764705882353,0.09216417506943772,0.09216417506943772,0.11841695501730104,0.02625277994786332,144869,208103,144869
20220718-atp-2022-0314-104755-126610-286,2022-07-18,0.0,0.19390397489438443,0.24647887323943662,0.03759875147984207,0.03759875147984207,0.06075183495338227,0.023153083473540198,104755,126610,104755
20220718-atp-2022-0314-111200-124079-287,2022-07-18,0.0,0.38808288079003145,0.4106324472960587,0.15060832236228977,0.15060832236228977,0.16861900677235042,0.01801068441006065,111200,124079,111200
20220718-atp-2022-0314-105138-122669-288,2022-07-18,0.0,0.7936463071340055,0.7414965986394558,0.6298744608274442,0.6298744608274442,0.5498172057938823,-0.08005725503356198,105138,122669,105138
20220718-atp-2022-0314-105643-106233-289,2022-07-18,0.0,0.22745291177963078,0.2878787878787879,0.0517348270770325,0.0517348270770325,0.08287419651056016,0.03113936943352766,105643,106233,105643
20220718-atp-2022-0314-105870-111797-290,2022-07-18,0.0,0.6106651280576022,0.5617128463476071,0.3729118986256077,0.3729118986256077,0.3155213217519305,-0.05739057687367721,105870,111797,105870
20220718-atp-2022-0314-105077-208502-291,2022-07-18,1.0,0.4759268329519588,0.48923573735199144,0.2746526844197641,0.2746526844197641,0.26088013199836385,-0.013772552421400241,105077,208502,105077
20220718-atp-2022-0314-106310-144719-292,2022-07-18,0.0,0.42009516573294464,0.44224422442244227,0.1764799482721902,0.1764799482721902,0.19557995403500747,0.019100005762817257,106310,144719,106310
20220718-atp-2022-0314-134770-208103-293,2022-07-18,1.0,0.915823862448841,0.8810068649885584,0.007085622133031648,0.007085622133031648,0.014159366179851168,0.00707374404681952,134770,208103,134770
20220718-atp-2022-0314-124079-126610-294,2022-07-18,0.0,0.14877684743360842,0.21863799283154123,0.022134550332283197,0.022134550332283197,0.047802571909405074,0.025668021577121877,124079,126610,124079
20220718-atp-2022-0314-106233-122669-295,2022-07-18,1.0,0.7699729718494432,0.732801595214357,0.05291243367977703,0.05291243367977703,0.07139498751999236,0.018482553840215334,106233,122669,106233
20220718-atp-2022-0314-105077-111797-296,2022-07-18,1.0,0.6047402610236793,0.5612416107382551,0.1562302612556292,0.1562302612556292,0.19250892414756088,0.036278662891931684,105077,111797,105077
20220718-atp-2022-0314-134770-144719-297,2022-07-18,1.0,0.8513001851505474,0.765704584040747,0.022111634936261487,0.022111634936261487,0.054894341939519364,0.032782707003257874,134770,144719,134770
20220718-atp-2022-0314-106233-126610-298,2022-07-18,0.0,0.295495603020746,0.322,0.08731765140459431,0.08731765140459431,0.10368400000000001,0.0163663485954057,106233,126610,106233
20220718-atp-2022-0314-105077-134770-299,2022-07-18,0.0,0.17613548072157786,0.2251655629139073,0.031023707569021328,0.031023707569021328,0.050699530722336746,0.019675823153315418,105077,134770,105077
20220718-atp-2022-0314-126610-134770-300,2022-07-18,0.0,0.5490146707220067,0.5288888888888887,0.3014171086679935,0.3014171086679935,0.2797234567901233,-0.0216936518778702,126610,134770,126610
20220718-atp-2022-0414-105575-126094-270,2022-07-18,0.0,0.1255501264498115,0.140625,0.01576283425156366,0.01576283425156366,0.019775390625,0.004012556373436341,105575,126094,105575
20220718-atp-2022-0414-127157-202103-271,2022-07-18,0.0,0.15222378189233404,0.21785714285714286,0.023172079773604887,0.023172079773604887,0.04746173469387755,0.024289654920272664,127157,202103,127157
20220718-atp-2022-0414-105948-123755-272,2022-07-18,0.0,0.6116039946778435,0.5616093880972338,0.37405944630589566,0.37405944630589566,0.3154051047989494,-0.05865434150694626,105948,123755,105948
20220718-atp-2022-0414-105932-106234-273,2022-07-18,0.0,0.5452133952576779,0.528497409326425,0.29725764636840485,0.29725764636840485,0.27930951166474277,-0.017948134703662078,105932,106234,105932
20220718-atp-2022-0414-106043-200325-274,2022-07-18,0.0,0.7429701982002982,0.6772727272727272,0.5520047154137904,0.5520047154137904,0.458698347107438,-0.09330636830635236,106043,200325,106043
20220718-atp-2022-0414-105583-207518-275,2022-07-18,0.0,0.3468933945226296,0.3663522012578616,0.12033502716343272,0.12033502716343272,0.13421393536648074,0.013878908203048018,105583,207518,105583
20220718-atp-2022-0414-106075-208819-276,2022-07-18,1.0,0.48159284590245666,0.48951048951048964,0.26874597741951406,0.26874597741951406,0.26059954031981997,-0.008146437099694093,106075,208819,106075
20220718-atp-2022-0414-122298-200221-277,2022-07-18,0.0,0.6315515214362064,0.515625,0.3988573242283871,0.3988573242283871,0.265869140625,-0.1329881836033871,122298,200221,122298
20220718-atp-2022-0414-134868-208029-278,2022-07-18,1.0,0.34798356637306926,0.36577708006279436,0.4251254297195818,0.4251254297195818,0.4022387121736751,-0.02288671754590671,134868,208029,134868
20220718-atp-2022-0414-106432-111513-279,2022-07-18,1.0,0.4813934529148355,0.48978494623655927,0.26895275067959695,0.26895275067959695,0.26031940108683066,-0.008633349592766293,106432,111513,106432
20220718-atp-2022-0414-144684-209916-280,2022-07-18,1.0,0.9133277482557804,0.8812785388127854,0.0075120792224133695,0.0075120792224133695,0.014094785346427304,0.006582706124013934,144684,209916,144684
20220718-atp-2022-0414-105807-208134-281,2022-07-18,1.0,0.8938624453476047,0.8815489749430524,0.011265180507590193,0.011265180507590193,0.014030645337041629,0.002765464829451435,105807,208134,105807
20220718-atp-2022-0414-105526-111575-282,2022-07-18,0.0,0.2795033172533035,0.3213572854291417,0.07812210435560084,0.07812210435560084,0.10327050489838686,0.025148400542786026,105526,111575,105526
20220718-atp-2022-0414-104926-105379-283,2022-07-18,1.0,0.5928640660581668,0.5611390284757118,0.1657596687066888,0.1657596687066888,0.19259895232724206,0.026839283620553267,104926,105379,104926
20220718-atp-2022-0414-105936-202104-284,2022-07-18,1.0,0.3793297258888539,0.4102564102564103,0.38523158916520517,0.38523158916520517,0.34779750164365536,-0.03743408752154981,105936,202104,105936
20220718-atp-2022-0414-200095-207989-285,2022-07-18,0.0,0.01932603025597161,0.03636363636363636,0.00037349544545473007,0.00037349544545473007,0.0013223140495867767,0.0009488186041320466,200095,207989,200095
20220718-atp-2022-0414-126094-202103-286,2022-07-18,0.0,0.6464468866378245,0.621951219512195,0.41789357724373627,0.41789357724373627,0.3868233194527066,-0.031070257791029676,126094,202103,126094
20220718-atp-2022-0414-106234-123755-287,2022-07-18,1.0,0.5486301519536154,0.5281065088757396,0.2037347397254163,0.2037347397254163,0.22268346696544242,0.01894872724002611,106234,123755,106234
20220718-atp-2022-0414-200325-207518-288,2022-07-18,0.0,0.44274110570480846,0.45332050048123196,0.19601968668071637,0.19601968668071637,0.20549947615655462,0.009479789475838246,200325,207518,200325
20220718-atp-2022-0414-106075-200221-289,2022-07-18,0.0,0.18078979357465993,0.2236842105263158,0.03268494946076815,0.03268494946076815,0.050034626038781164,0.017349676578013014,106075,200221,106075
20220718-atp-2022-0414-106432-134868-290,2022-07-18,1.0,0.551464139961628,0.5284552845528454,0.20118441774036203,0.20118441774036203,0.222354418666138,0.021170000925775978,106432,134868,106432
20220718-atp-2022-0414-105807-144684-291,2022-07-18,0.0,0.4865652767037762,0.49003101462117865,0.23674576849382228,0.23674576849382228,0.2401303952906618,0.0033846267968395127,105807,144684,105807
20220718-atp-2022-0414-104926-111575-292,2022-07-18,0.0,0.3550343394481799,0.373134328358209,0.12604938218740544,0.12604938218740544,0.1392292269993317,0.013179844811926272,104926,111575,104926
20220718-atp-2022-0414-105936-207989-293,2022-07-18,0.0,0.11172916204989496,0.14007782101167315,0.012483405652371687,0.012483405652371687,0.01962179593937834,0.0071383902870066525,105936,207989,105936
20220718-atp-2022-0414-106234-202103-294,2022-07-18,0.0,0.26831545369861687,0.3161764705882353,0.07199318269349461,0.07199318269349461,0.0999675605536332,0.027974377860138594,106234,202103,106234
20220718-atp-2022-0414-200221-207518-295,2022-07-18,0.0,0.5406558729702636,0.5288035450516989,0.29230877297723784,0.29230877297723784,0.27963318925924413,-0.01267558371799371,200221,207518,200221
20220718-atp-2022-0414-106432-144684-296,2022-07-18,0.0,0.33461362207959555,0.3667711598746081,0.11196627608122639,0.11196627608122639,0.13452108371576535,0.02255480763453896,106432,144684,106432
20220718-atp-2022-0414-111575-207989-297,2022-07-18,0.0,0.1390369710747902,0.21708185053380782,0.01933127932565205,0.01933127932565205,0.04712452983118248,0.027793250505530432,111575,207989,111575
20220718-atp-2022-0414-202103-207518-298,2022-07-18,0.0,0.6523928766196211,0.6211936662606576,0.42561646546402415,0.42561646546402415,0.3858815710023573,-0.039734894461666836,202103,207518,202103
20220718-atp-2022-0414-144684-207989-299,2022-07-18,0.0,0.16862774280624315,0.2190082644628099,0.02843531564392849,0.02843531564392849,0.04796461990301209,0.0195293042590836,144684,207989,144684
20220718-atp-2022-0414-207518-207989-300,2022-07-18,1.0,0.11023875709536599,0.13953488372093023,0.791675069375199,0.791675069375199,0.740400216333153,-0.05127485304204604,207518,207989,207518
20220725-atp-2022-0319-105589-105870-271,2022-07-25,0.0,0.3014396004378288,0.3436123348017622,0.09086583271211787,0.09086583271211787,0.1180694366279183,0.02720360391580043,105589,105870,105589
20220725-atp-2022-0319-106233-207686-272,2022-07-25,1.0,0.8570107708027382,0.7659033078880407,0.020445919666427056,0.020445919666427056,0.054801261257761455,0.034355341591334396,106233,207686,106233
20220725-atp-2022-0319-104755-124116-273,2022-07-25,0.0,0.6738573512330195,0.626470588235294,0.454083729810781,0.454083729810781,0.3924653979238753,-0.061618331886905686,104755,124116,104755
20220725-atp-2022-0319-105583-126964-275,2022-07-25,1.0,0.6292303669352339,0.7142857142857143,0.13747012080298127,0.13747012080298127,0.08163265306122448,-0.05583746774175678,105583,126964,105583
20220725-atp-2022-0319-105180-209209-276,2022-07-25,0.0,0.5,0.489795918367347,0.25,0.25,0.23990004164931283,-0.010099958350687166,105180,209209,105180
20220725-atp-2022-0319-104665-132283-277,2022-07-25,1.0,0.39146165590803667,0.41079597438243365,0.3703189162301888,0.3703189162301888,0.3471613838039458,-0.02315753242624302,104665,132283,104665
20220725-atp-2022-0319-105311-200240-278,2022-07-25,1.0,0.37836733413046403,0.4113345521023766,0.3864271712760661,0.3864271712760661,0.3465270095485096,-0.03990016172755645,105311,200240,105311
20220725-atp-2022-0319-106329-208103-279,2022-07-25,0.0,0.6402984392668615,0.6204379562043796,0.4099820913275787,0.4099820913275787,0.38494325749906766,-0.02503883382851102,106329,208103,106329
20220725-atp-2022-0319-106292-200514-280,2022-07-25,0.0,0.5142300028448002,0.48953301127214177,0.2644324958257633,0.2644324958257633,0.23964256912517087,-0.024789926700592407,106292,200514,106292
20220725-atp-2022-0319-111797-124079-282,2022-07-25,0.0,0.38431415998517277,0.41187214611872147,0.14769737356510898,0.14769737356510898,0.16963866474844144,0.021941291183332462,111797,124079,111797
20220725-atp-2022-0319-105948-106426-283,2022-07-25,1.0,0.38598008133180467,0.4114963503649635,0.3770204605212973,0.3770204605212973,0.3463365456337577,-0.030683914887539576,105948,106426,105948
20220725-atp-2022-0319-122669-126535-284,2022-07-25,1.0,0.5415992492738457,0.5284132841328413,0.21013124826630183,0.21013124826630183,0.22239403058237228,0.012262782316070447,122669,126535,122669
20220725-atp-2022-0319-105870-123809-286,2022-07-25,1.0,0.676541954516569,0.6302083333333334,0.10462510718796135,0.10462510718796135,0.13674587673611108,0.03212076954814973,105870,123809,105870
20220725-atp-2022-0319-106233-124116-287,2022-07-25,1.0,0.7493281093699674,0.7330677290836655,0.06283639675203502,0.06283639675203502,0.07125283725655142,0.008416440504516398,106233,124116,106233
