frame_key,why,gap_native_px
65082cf67f56023ddd2048dfb33d81456b925f95c8cf7fb5a691e4ede13dc50b,CENTRE-GAP,28.61
65d33cab1581e220b4ffba9fb8dfb2d5b2a92ee1f7200f312699b7dd03981bdf,CENTRE-GAP,728.56
661810290336c62bd4aa6f982bccdb11ab94da055c7d6974bd84e38043d18d31,LABEL-DISAGREEMENT,
66cea5293a7f7eb181ae2ebead07218e4e883e2748d49632dc96bbb11013c1de,LABEL-DISAGREEMENT,
67847dd707fc61d6060b098b5e94a4633a68c84f4080ecc191d10024382517dc,CENTRE-GAP,49.86
67cf74d777b13d0d1892db39626731a60588c3b5c02beae8de26f7af1afe3062,CENTRE-GAP,42.64
69c25565cb86617fd3fc5bbee55c509bfebc1aefa2d7e8da8e4d6e4092ab074c,LABEL-DISAGREEMENT,
6b7dce507b0eca22820a99da08b661159a6eb53c84e523d2842a066eb4dff82f,LABEL-DISAGREEMENT,
6f644edd363caa0bc7fc3c1e8be185f59c8dfd93840a36e772bff2a11f7d5c7e,LABEL-DISAGREEMENT,
6faaf410ce8baeb68cd1aae766f1a9963602ce6a30a92f480013269f29eab2b9,CENTRE-GAP,500.31
6fed7dc9b40b039c561610c7427be477b3bc1311793462e80035b11386c30eb1,CENTRE-GAP,443.22
700e6aa694bba2dc7aeb4529c463dcb4f4e9a56ac4e1205821e2b52c82a05096,CENTRE-GAP,911.18
70e494b21995e75785c69eeebe42d8553639a3f32eebb734a022f10959e940f4,CENTRE-GAP,807.87
7103bd5e7dc79ca3e7f68d410e84c3abf20cba98a32b1aec25261092f07a0cf9,CENTRE-GAP,938.35
712b543a733ed4d91c0b827b3de5fee8bd8f2b27d8efeabfb5e73fcd11594835,CENTRE-GAP,564.63
72fdd09e64a899a0c7f4b80d077693ac17a3c043c7e2ab6f25cebfe57c0fc2d0,LABEL-DISAGREEMENT,
779d823c6747f97f30dbdc10ec8a9bd00ff91c00139acdc85d20138d88ce3baf,CENTRE-GAP,64.45
78c1ebe2dc5f1a72164bec33fc0c97dacceff477384d2e7f4d37c1ded520d147,LABEL-DISAGREEMENT,
793ae92955816d2ffe6e7238cdeaba6e08acea023b3540b42ae9aa024a357073,LABEL-DISAGREEMENT,
7d91f76d5af8a7051375460ef2c8114d5a8b8785916c3cd052faf475fe599afc,LABEL-DISAGREEMENT,
8168d1d83bea6b28537f382ddfe06c812f42971f5661647e8d9b299d22183251,CENTRE-GAP,204.51
82fbbc268e44bafcf5363d701f43b75fc70ddfb804314586a64323bad9b07a9e,LABEL-DISAGREEMENT,
83048a796e3367c151899264bb8d4a03851209931e0e34da7ce21dba41349b90,CENTRE-GAP,23.02
831ec00d02dfe5881fde406d7143b2c5993b956357e391e7d2b24d277806fa22,LABEL-DISAGREEMENT,
877154041e4d137235a64bf2cfc886112b9d7acf53745c34d65266eb8dc09bd5,CENTRE-GAP,28.66
87e899b0a0313af2eb471f4026a341d4744a1f3fc564c98e84f94cd8ff50b8e7,CENTRE-GAP,36.53
89b4f8ed448c865dcda2a730ea3cf22c9221a1175a09cf6c4de184b988a2bd89,CENTRE-GAP,51.97
8b2d24c1bd75b4ec6813145e25619a689d560780c87b6a793a869559e027073a,LABEL-DISAGREEMENT,
8c364576216e062ae80d7dc44545f90fb9c96f55698c6ba3bdd9b5843e975ed1,LABEL-DISAGREEMENT,
8c596a426560b8676b573b19bfcb2425c3b0189835703260e6e7d6a12ece4e2a,LABEL-DISAGREEMENT,
8d4631207aa624276d7d7f682e9fbe9740585c8a2b39fee7eb2ab34fd18b1cf8,CENTRE-GAP,59.22
8eaa76587cb161a74b611168e90626963c5a629290f5b0979e635b6e6525d378,CENTRE-GAP,40.4
8f745c2bbdd6d80498297e647eb691a8b9e87a80b9b97632edb0fdce66ac06e0,CENTRE-GAP,224.15
91237c714d311e4b716de96beedb2ee2da3bb41ea73a5ea15ed68175697e3622,LABEL-DISAGREEMENT,
91472eb3a6244434131930847469dbc873a1f11412a2a137fc5c8e262485240b,LABEL-DISAGREEMENT,
918f12e96516f2d52f3a4b88f0ab8846a71ca4e7e3deec9fa422a0d888934753,LABEL-DISAGREEMENT,
95a0ce7b95876ad2a4d58556798b5b5af68f384a74d886cde957ac64939a8cc0,CENTRE-GAP,394.18
9654729789be2f7d2df4f8409e9824e820ce337d4ab537a59e3c1f97f5991012,LABEL-DISAGREEMENT,
96bef25962ec6ad0102df132db9be9d9b96a38d4a325236dd5485b153b8b372e,CENTRE-GAP,23.41
97b0f9504773181b12c920ba3b1b1c0e2349fc5526f283e90be4c1fe9b69917f,LABEL-DISAGREEMENT,
97d09f6e918233c8dfa0abf95226ce4b0e9b5b0232b5b0bbf2a926daf9a029c7,CENTRE-GAP,99.02
98bae19d49ab1b1daf5363ed409f57e0b3d6dbbe82906b7d570a5f6fc062ecb1,LABEL-DISAGREEMENT,
98fd5ff88f79649a6fe17e13eda946c352892597e832581b1c8c18b2a554a23d,LABEL-DISAGREEMENT,
9a228ea59ee671a3df1c0c0d6424d09d22291c6c6cb56defd497b902f1831383,CENTRE-GAP,24.58
9a98b3eb9ad17c060e332c6faf9f0496a06ca012588a532ace89143a8deccc6b,LABEL-DISAGREEMENT,
a0545d1e9dbbea7e2642da4c94b427005fa1af700020ad1205449442406313c4,CENTRE-GAP,193.5
a2e2075549febda5567a7e5d7c454afe9897d3a72f0541825899b63de48664f8,LABEL-DISAGREEMENT,
a45b83a13ce2a68bc5d60e23aeda2e7b1cfc0df45619f65f4cc9846a44971acf,LABEL-DISAGREEMENT,
a682f2f0e1f494a797162098be5f659f09ffde60adfe739c080e6101731c6e0d,CENTRE-GAP,17.92
a7025315194d1fbbe984cf84095df51739fabb70710850e1f4972b6a77eed975,CENTRE-GAP,21.02
a77de0779abafb5ce70dba85a83170c17bbb4b4b3237f1d56ed35cbedb798df5,CENTRE-GAP,19.91
a7a44c71744c91a886460f3901f06f6c13a383869cf154a0c40fa5536bba5c1a,LABEL-DISAGREEMENT,
aac1ae55830894f5bebfac48d529381e965ce0484192e19d712e866553f279a2,CENTRE-GAP,36.87
ac19abac83a32f840d6658fba73c7b945f82d6c31e20ff0f3b661c429b01edf9,CENTRE-GAP,18.87
adfe897bd5b6a32ab89286f2d6e60e86feb4f7b0e64d41e715d43e21dc8bd954,CENTRE-GAP,21.19
b255be247dea55232bc0606c2012271c1c1cb886b43bb5beb14089f90abd37bf,CENTRE-GAP,52.65
b264cffd139ad025805e92c60eefcbbd45708fe59a50f29f40f4da32b464b8b7,LABEL-DISAGREEMENT,
b269053e49ec9b387d5de45db8143142eca8cb0ffb842e4a20495cf0d5e77069,LABEL-DISAGREEMENT,
b341fdd285693c9916e1beaea19625431cae32a94842e8501f56b64cbfde8c8f,CENTRE-GAP,342.01
b3851928e652b8d4cafd9cef64c210bae068adbccdeb63b86436fda1c92b8660,CENTRE-GAP,40.78
b46d16a16c713c1a93c3009b7aa8cd69aefe9eb465030d9e30f27fe2576da6c7,CENTRE-GAP,1042.04
b6478b24d22284a33fa2e084ca4b2b92ad795abd7a32e6475f3295368112799f,CENTRE-GAP,54.13
b716e12e42a764637e3398a5d33153cd8133d4532da6039e2fa5adf783802d04,CENTRE-GAP,38.75
b8556e868f732cc5d70d9c5371e7a9e0a8b56a95b9659e3edb33fe1da5bd7246,CENTRE-GAP,44.18
b91495e194056e3578100f3bb5b831ce72f661d4126fed9b0fb82d189b3da927,CENTRE-GAP,35.72
ba0cc82a3fe4304cf23eb9b24a9da7d36dac016ca416f4afac57d6d468a8f0c1,CENTRE-GAP,44.99
ba9c0b904e8171f4134c59b7fee28daa443976ce8cac81f285844d4d70d6d696,LABEL-DISAGREEMENT,
bc77f4a2b217155434b683cc98bb534490a213d5e4bf7100586f7c778b41f540,LABEL-DISAGREEMENT,
bea639731fa94154f1208b6c86e2eea8e2a5ce2f7fa050cd7c6c8ba742283db0,CENTRE-GAP,77.54
befc9d17fba77b3a3f20a028b72cb3bd4c023437df3e89cec53b137e2ae71d4c,LABEL-DISAGREEMENT,
bf2251ab8fae16353a7237f24c3b628d2be82819a703c90e84fd682dc5d4d32f,CENTRE-GAP,65.04
bf661bdb958235995b9bc4f4c5137dfb29c1a3f5d720f4fd581015db775cf124,CENTRE-GAP,67.48
c09e17b5ace9e2bfc121561c1b8c809ed858dc1afa99ea2c2e1111d0d6ec2ce8,LABEL-DISAGREEMENT,
c132da3e321d975c9f0e54dc4a04e319df17332e74c44876dd896bdb7605e1d9,CENTRE-GAP,1521.26
c1bbbb7f318c63fb7fd810608e2115f29fb2f75ab2b2b25205b44f0595e07289,CENTRE-GAP,196.82
c23aaae11919107b8cb0e9f971a67c897c2378b5701672a0679066d73a4c64a6,LABEL-DISAGREEMENT,
c504b83daebade3fce04c2952e811c49fbb588922a51779b229b1ed5f411d155,CENTRE-GAP,34.53
c5a93ad76402254df4b91b451682785176e98d712e6bc8bb75bbeb47dd5f7b6a,LABEL-DISAGREEMENT,
c651943b59ddbb91da9eccdfe04c602c1096f832e6057a3054d4808e12d136ce,CENTRE-GAP,1161.27
cb10f94b2e678bf34463c8cfef1a517c4c94d5b3538a8d8c3dee7a246b0c81d5,CENTRE-GAP,31.2
cba96941045f0167baff7a2c2e7f5f5ba5938416fe6ea67dc4e92b15c3edb0aa,CENTRE-GAP,41.51
cf13f4ac0e105eec8fafedf9a55015fed09a73cb0e602efeb5291d32d6838f84,LABEL-DISAGREEMENT,
d0daa78771d38fbb6789e50395d2168800483be92f525246ca5845be27d8fc43,LABEL-DISAGREEMENT,
d13c6dc3777b23232d2fc1109060ae21e20fb376be523825218a502044b1fb3c,CENTRE-GAP,435.0
d188f300bf34656e8894ac210d9523c7cf0289fc4a3349a056ebdc5fe7d8b48f,CENTRE-GAP,21.55
d20dae939d7d3441f7fad84c37cbd4bc728af92027181193b07d93cbc5d9e2a5,CENTRE-GAP,30.76
d31f9a0c0ce22b96036d80126d652e92eba5ed96415b998a4f30574739177851,LABEL-DISAGREEMENT,
d3747f70cbcce00c72da265771bed172cc9c3c914bd146bd27e14854d48b91cb,LABEL-DISAGREEMENT,
d6342ac414c7fa42e782def5293e7fe0cd292bd37536cf667288ef6dc2129290,LABEL-DISAGREEMENT,
d644011a1cffb42cfa23739f40c4995d43b372a93571ae52c86bd533841c4b9c,LABEL-DISAGREEMENT,
d803f84a1bf2829d52c6f2f180783289ad27e9a97dc38450e15007f5b909c1f5,CENTRE-GAP,855.25
d81fad7aafb0125c9c7a43799ecfe96b2f8a0365842d357747d006b5bce6dbad,LABEL-DISAGREEMENT,
d89130c2299a26280faa875fd3c86e4afa065898199528d0884c14b3018a5a08,LABEL-DISAGREEMENT,
d945df5188e96ac7c4b857c6710a4c7ea298d394d82afdd8992f3c3e44a0e98f,LABEL-DISAGREEMENT,
dbe27a83f38d25d487242a35438181866fc0e4ca7e64281692ee449e105d407b,LABEL-DISAGREEMENT,
dc30f641fd411f5eae982edb6032c3c5d34a421e8174341e4f16b62bb2b7dfb6,LABEL-DISAGREEMENT,
dd6672ddb657e5e47c0108623eb80670d8a25d687fcafefe5d3e783aa7536f82,CENTRE-GAP,37.21
e11e7a1ddfe77d0bff58d7056e7793326d94ddbb7c09562e58f513f6745cb652,LABEL-DISAGREEMENT,
e144d07100989d3a36482458cfdf3a7fbf7dd00eb3de9599b58fc06cb31fd96b,LABEL-DISAGREEMENT,
e156d800c4405fb89da685a79ff9ad540add767bbdfc5bf0176885997875a3a9,LABEL-DISAGREEMENT,
e225e1049d6a4cb08e8aac64fbcbdc8e7190185dd3cb7aeee20756abe9bfd12e,LABEL-DISAGREEMENT,
e68262a433bafad167691e9a21dd34b4030045a3dab058364914bade2b50ff88,CENTRE-GAP,35.11
e79d1d6072d37b3c0407b26e0ff50b2eace06cb7f4c7d02f425c6552eb037337,LABEL-DISAGREEMENT,
e848892b2b1700dc05b6c9a1b91fdb65db644b5ae13bebecf3cec627330c222f,CENTRE-GAP,28.64
eaa882f182d838e614de6785087352906fae1defe182255a4ea61825ee7eab7d,CENTRE-GAP,18.12
edce8ae845c0dd71d5cb5e6862086be7657d5a6aa80893adb11cbcf0205aeae7,CENTRE-GAP,159.35
f183ac9e41aa49dde97766504e80649a4e977cd4b2546ee4e3f0251db1b38702,LABEL-DISAGREEMENT,
f6c38194abd9fb6f1b8100df9cee13e4012d5208a103640ec4a9fc4ac9f9eec9,LABEL-DISAGREEMENT,
fb1b5db3afd29b4429d1c5f2e93da793e200c5c617464d3c5b86b9e2536f263f,LABEL-DISAGREEMENT,
fd74ef3ff8775523a9726de1fd609b2296f73d66b81bce6d432f5ee1c349752b,LABEL-DISAGREEMENT,
fdc404d87dff0f2aa2cb8335c3b61419a04f6255496e1997c5ec3ad6a9de68b4,LABEL-DISAGREEMENT,
fe542224de892f6b3360d9b40409e1acf7270c185087f4bd7872f14dd7f3eb90,LABEL-DISAGREEMENT,
ff4169c59f81bb3188d80864ba7eb8993ca011c8beb08d32de06952776be41f3,CENTRE-GAP,59.79
