packet_id,rater,object,ball_state,ball_cx,ball_cy,ball_d,uncertainty,reason
G391-217-aa3674c2d0965e44,sol,CROWD,BALL_ELSEWHERE,658,399,26,MEDIUM,marker covers courtside spectators
G391-218-3f5f1644f1b7c5b2,sol,BALL,BALL_AT_MARKER,899,694,40,LOW,ball held inside marker
G391-219-aff1ca7dcbe4f4fc,sol,PERSON_OR_APPAREL,BALL_ELSEWHERE,949,524,27,MEDIUM,marker covers red uniform
G391-220-2bddb901e1a7c4dc,sol,CROWD,BALL_ELSEWHERE,1297,221,34,LOW,marker covers spectator heads
G391-221-31350e9b77e70524,sol,PERSON_OR_APPAREL,NO_BALL_VISIBLE,,,,LOW,marker covers tattooed arm
G391-222-86b723b5cc6d7ad9,sol,BALL,BALL_AT_MARKER,1042,655,42,LOW,ball held inside marker
G391-223-501debc46ac421ad,sol,BALL,BALL_AT_MARKER,1088,280,38,LOW,airborne ball inside marker
G391-224-30f26630e1e723f7,sol,PERSON_OR_APPAREL,NO_BALL_VISIBLE,,,,LOW,marker covers standing coach
G391-225-22d6da7ea3a87e68,sol,CROWD,BALL_ELSEWHERE,891,449,36,MEDIUM,marker covers blurred spectators
G391-226-df4d14f952a839f9,sol,BALL,BALL_AT_MARKER,626,779,38,LOW,bouncing ball inside marker
G391-227-5015ca2d62bba7c4,sol,BALL,BALL_AT_MARKER,1633,568,38,LOW,ball held inside marker
G391-228-dea5991fc6620f0e,sol,PERSON_OR_APPAREL,BALL_UNCERTAIN,,,,MEDIUM,marker covers defender body
G391-229-f616feaa15e54302,sol,BALL,BALL_AT_MARKER,783,857,42,LOW,bouncing ball inside marker
G391-230-7b1896d83e2921f0,sol,BALL,BALL_AT_MARKER,693,670,38,LOW,ball held inside marker
G391-231-ba5ae991ecab5ba5,sol,BALL,BALL_AT_MARKER,432,659,36,LOW,ball held inside marker
G391-232-bc686c747f26a5c6,sol,PERSON_OR_APPAREL,BALL_ELSEWHERE,776,433,30,LOW,marker covers orange clothing
G391-233-758a6eb3067b8bc4,sol,CROWD,BALL_ELSEWHERE,270,590,26,MEDIUM,marker covers courtside spectators
G391-234-44bc710dd3112534,sol,BALL,BALL_AT_MARKER,390,390,30,LOW,bouncing ball inside marker
G391-235-9c9a118f2bfd8317,sol,PERSON_OR_APPAREL,NO_BALL_VISIBLE,,,,LOW,marker covers blue shirt
G391-236-f3e8a64619506d00,sol,BALL,BALL_AT_MARKER,683,513,34,LOW,ball held inside marker
G391-237-1b2a33db257a4d52,sol,SIGNAGE_OR_GRAPHIC,BALL_ELSEWHERE,410,367,68,LOW,marker covers broadcast overlay
G391-238-e567d756224cd286,sol,PERSON_OR_APPAREL,NO_BALL_VISIBLE,,,,LOW,marker covers player face
G391-239-9fd1278cfb0aa4e7,sol,BALL,BALL_AT_MARKER,1732,556,38,LOW,ball held inside marker
G391-240-7dde087ce5de25ca,sol,CROWD,NO_BALL_VISIBLE,,,,LOW,marker covers seated spectator
G391-241-aeb488990c72331d,sol,CROWD,BALL_UNCERTAIN,,,,MEDIUM,marker covers courtside spectators
G391-242-7fbab33b7fdaa14d,sol,BALL,BALL_AT_MARKER,546,550,32,LOW,bouncing ball inside marker
G391-243-ca3d6c69a08d680c,sol,BALL,BALL_AT_MARKER,695,383,38,MEDIUM,motion blurred ball inside marker
G391-244-1f745057377fbe77,sol,BALL,BALL_AT_MARKER,1361,673,54,LOW,dribbled ball inside marker
G391-245-592e9e00c54c9d2e,sol,BALL,BALL_AT_MARKER,1125,136,44,LOW,ball above rim inside marker
G391-246-8910f6d5de974626,sol,BALL,BALL_AT_MARKER,514,474,38,LOW,ball in dribblers hand
G391-247-301d9c4bbf72a00c,sol,PERSON_OR_APPAREL,NO_BALL_VISIBLE,,,,LOW,commentators hand
G391-248-16cf0a44ced3f734,sol,BALL,BALL_AT_MARKER,1732,503,50,LOW,ball beside blue player
G391-249-6ba0d31edd3972cd,sol,PERSON_OR_APPAREL,BALL_ELSEWHERE,1794,746,28,LOW,referee marked ball with player
G391-250-1bc948825de0a595,sol,PERSON_OR_APPAREL,NO_BALL_VISIBLE,,,,LOW,spectators face
G391-251-1d857ea835de65ca,sol,BALL,BALL_AT_MARKER,1336,439,42,LOW,player dribbling ball
G391-252-b508f30af65985ed,sol,BALL,BALL_AT_MARKER,1020,293,40,LOW,ball beside rim
G391-253-16ac6465191b0e3f,sol,PERSON_OR_APPAREL,NO_BALL_VISIBLE,,,,MEDIUM,blurred spectators clothing
G391-254-5dc5f7cefb67980e,sol,EQUIPMENT,NO_BALL_VISIBLE,,,,LOW,orange drink cooler
G391-255-8295a24db1b6ac39,sol,PERSON_OR_APPAREL,BALL_ELSEWHERE,1414,503,32,LOW,orange shirt in crowd
G391-256-89f1cb2d169b484d,sol,BALL,BALL_AT_MARKER,1292,201,38,LOW,ball above players
G391-257-b1424d854972592f,sol,EQUIPMENT,BALL_ELSEWHERE,868,414,34,MEDIUM,orange cooler behind basket
G391-258-e0903f2cc8b599f5,sol,BALL,BALL_AT_MARKER,716,718,44,LOW,ball held by dribbler
G391-259-d3c1fea9cbc6c972,sol,PERSON_OR_APPAREL,BALL_UNCERTAIN,,,,HIGH,spectator with ball unclear
