packet_id,frame_key,outcome,reference_label,object,ball_state,resolution,audit_class,distance_720p,threshold_720p,game,section,frame_index
G391-171-05110a3a3509a6bd,cac19bad1c9de8c9fcce8731a1c79f64bb81b399fd96a94f3ca181cdd9cf3170,FALSE_CALL,VISIBLE,CROWD,BALL_ELSEWHERE,ADJUDICATED,BACKGROUND_CONFUSION_CROWD,,11.5,gkwmu8Hf364,gkwmu8Hf364_s4450,738
G391-172-b37c4359d04d1ee8,8da2fd2e41cd7b92a1b676c0ef626991ffd1fa9f0de022d6a20650fa43c44ca9,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,3.7454,10.1667,h6j_iLYRx8U,h6j_iLYRx8U_s90,5452
G391-173-a540bdaa74ba9e0e,877154041e4d137235a64bf2cfc886112b9d7acf53745c34d65266eb8dc09bd5,FALSE_CALL,VISIBLE,COURT_OR_LOGO,BALL_ELSEWHERE,AGREED,BACKGROUND_CONFUSION_COURT_OR_LOGO,,13.0,iwbowtaIIz8,iwbowtaIIz8_s3933,5583
G391-174-c0b5a0502dd474a0,2798587f7b5c02fe536e630ee40987bd0f34b43bcaf7955ba3ad6428db39ffef,FALSE_CALL,ABSENT,CROWD,NO_BALL_VISIBLE,ADJUDICATED,BACKGROUND_CONFUSION_CROWD,,,myAuD3DmJMY,myAuD3DmJMY_s3957,2189
G391-175-68d23803535d7f29,263140f3bad0766eea3bd19f135b64591ae55a35c9172a97507e475fd3b50ce8,FALSE_CALL,ABSENT,CROWD,NO_BALL_VISIBLE,ADJUDICATED,BACKGROUND_CONFUSION_CROWD,,,myAuD3DmJMY,myAuD3DmJMY_s6535,1442
G391-176-d5ecc6551004cf1a,853663d3fa8888ad62cabce66974845f85c0126be6b8093dffec5a5cde1b428e,FALSE_CALL,ABSENT,PERSON_OR_APPAREL,NO_BALL_VISIBLE,AGREED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,,s4xx-bV7D8I,s4xx-bV7D8I_s479,2434
G391-177-a882226b930beb4f,8a6623a9c489ab14262071544b7b4338e78a48b11e342a414e56856bc0b286fb,FALSE_CALL,VISIBLE,CROWD,BALL_ELSEWHERE,AGREED,BACKGROUND_CONFUSION_CROWD,,12.1667,uZkAbRqeGrc,uZkAbRqeGrc_s1607,1310
G391-178-b7e8f9fc0065485f,625771c208470357d3748afb303e493f20fd776dc622a1872d85b5ca09af653e,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,6.9382,14.6667,uZkAbRqeGrc,uZkAbRqeGrc_s3124,1359
G391-179-b4c145f2c484306e,9df5e693833bdfac95d917b4ed440d5999ecaf8091a3819ad3b741737a6390d9,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,31.1127,87.0,wHs1OssEcAw,wHs1OssEcAw_s1183,2236
G391-180-a851d7c3f6fb34b5,0b0efe5807b194b9bab3e6f262ff9a0ac6f07c73a08655dba70840d85db064c5,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,2.8674,15.0,wd08fix8q3Q,wd08fix8q3Q_s5830,2945
G391-181-ced5d1db84a025e4,52bed970ae0792b81fd9c55c6404dcbf7c74b3007150b876b8cf6f279bc59871,FALSE_CALL,VISIBLE,PERSON_OR_APPAREL,BALL_ELSEWHERE,ADJUDICATED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,10.6667,1E5Rw89keTg,1E5Rw89keTg_s312,874
G391-182-1bd4e22c9b39ee08,d803f84a1bf2829d52c6f2f180783289ad27e9a97dc38450e15007f5b909c1f5,FALSE_CALL,VISIBLE,CROWD,BALL_ELSEWHERE,AGREED,BACKGROUND_CONFUSION_CROWD,,10.6667,1E5Rw89keTg,1E5Rw89keTg_s312,3886
G391-183-7c7d06e1cb85de42,b2ac3849b75b90f45eb35c47547556d6b289eac5f086068b4da94932ae46ed51,FALSE_CALL,ABSENT,PERSON_OR_APPAREL,NO_BALL_VISIBLE,AGREED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,,50pp-OqYVok,50pp-OqYVok_s1500,3169
G391-184-915cbf206961a4e6,6b34dba8d44a8350f4b29024c8f21408ea57c2da3a9c2ddbc3fd8895f445eae6,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,2.1731,15.8333,5U9k1U6nN-g,5U9k1U6nN-g_s1207,2379
G391-185-33b8bbc510868246,e1f1ab7f928fd7ed75aa5f0b6f631cd8fafd683a4bc8ff9d402ac37631b8d07d,FALSE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,,14.6667,7WBKNCu3NLU,7WBKNCu3NLU_s90,1942
G391-186-6877463bc453a135,21d9b9c5350fc1377eae8266d72c429f2f116ffbc1462e9c987f1e7d530a8396,FALSE_CALL,VISIBLE,PERSON_OR_APPAREL,BALL_UNCERTAIN,ADJUDICATED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,14.3333,8kHt2bFTK6g,8kHt2bFTK6g_s90,1508
G391-187-0439a55f5d09d988,560a17ccd5de3c151990adb9409ce4b2302151451342771dbc62162d0bae49a3,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,0.8333,11.0,9F5q5jCbrMI,9F5q5jCbrMI_s3630,2437
G391-188-4a55e76b3f651407,6979ca1d49e855986e5d219a981424dd06a46ff9229b74d782dd3c27c647bdfe,FALSE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,,10.6667,AIMOY6CoQKI,AIMOY6CoQKI_s4438,1920
G391-189-90fafe828227284e,91472eb3a6244434131930847469dbc873a1f11412a2a137fc5c8e262485240b,FALSE_CALL,VISIBLE,PERSON_OR_APPAREL,BALL_UNCERTAIN,ADJUDICATED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,10.6667,G8bPOW37Sp0,G8bPOW37Sp0_s90,1652
G391-190-813a2b33df394880,eaa882f182d838e614de6785087352906fae1defe182255a4ea61825ee7eab7d,FALSE_CALL,VISIBLE,PERSON_OR_APPAREL,BALL_ELSEWHERE,AGREED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,9.0,HUSo3PzP7lo,HUSo3PzP7lo_s402,3380
G391-191-a66c876f4ef413c9,f93e941cb10f14df6ca6b1e41f95ad3bfc2211288efd8c88a9e9b7c350536725,FALSE_CALL,VISIBLE,PERSON_OR_APPAREL,BALL_ELSEWHERE,AGREED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,25.5,LPDnemFoqVk,LPDnemFoqVk_s3306,2765
G391-192-31732cdfd6e5b333,110f054be70cd154599e5f285465922b9fbf9a086b04f2a3d321912f5c1557c9,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,3.3993,11.3333,N-eE7ZwTuno,N-eE7ZwTuno_s2365,3491
G391-193-f8909893c388827e,482d0437ff70368ac28435e0bb71c577b3d0864232c4b2dd25d523e2d8c11749,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,3.0046,9.6667,UHJ90jJmCYw,UHJ90jJmCYw_s90,755
G391-194-95bd0e338fceacb1,47826bc60f3c7de62941f86f607822d55a0662c6b19699f8cbb5880649344f90,FALSE_CALL,VISIBLE,PERSON_OR_APPAREL,BALL_ELSEWHERE,AGREED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,18.6667,UPco-jzOoEg,UPco-jzOoEg_s2796,1013
G391-195-3511d62595613fe1,b91495e194056e3578100f3bb5b831ce72f661d4126fed9b0fb82d189b3da927,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,8.0623,12.0,UPco-jzOoEg,UPco-jzOoEg_s2796,6989
G391-196-db231f591811b5e5,a7a44c71744c91a886460f3901f06f6c13a383869cf154a0c40fa5536bba5c1a,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,8.9691,10.3333,Vm0FqeGo-8g,Vm0FqeGo-8g_s4998,1741
G391-197-f772e442b197dc3d,4f64a50ac3c15f025f2bd8a96133be5be89f4b2ac049a1572f577af8229ba4ed,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,1.0541,10.3333,WeheQidCPXI,WeheQidCPXI_s1389,1303
G391-198-39df78c1837bf760,ba0cc82a3fe4304cf23eb9b24a9da7d36dac016ca416f4afac57d6d468a8f0c1,FALSE_CALL,VISIBLE,SIGNAGE_OR_GRAPHIC,BALL_ELSEWHERE,AGREED,BACKGROUND_CONFUSION_SIGNAGE_OR_GRAPHIC,,16.1667,XzIzQZBrPBY,XzIzQZBrPBY_s398,3635
G391-199-a05bfba981f1e4f2,afe10082487bbcdf4569dbd83b20ccb9d068356186ddc2ab1910d9049b6db1d1,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,2.5927,13.5,Ze8frxZxNyk,Ze8frxZxNyk_s2646,927
G391-200-2be411f7baf20ab6,4650fce328c9f95e72e2eea82a69b831d283c708530ab1edac9a640bec77279a,FALSE_CALL,UNKNOWN,BALL,BALL_AT_MARKER,AGREED,SUSPECTED_REFERENCE_ERROR,,,Ze8frxZxNyk,Ze8frxZxNyk_s3924,1332
G391-201-c3536edcface826f,6afc105dd75543296ec5fcd5d2c72d8c6d68cd5b9c9ee7975fec942e076cc33e,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,3.5316,10.1667,gkwmu8Hf364,gkwmu8Hf364_s4450,1226
G391-202-a4c5c3a83d1b31ad,09a4d0d36e4889f9edcb88f707e82e15af5d84f8e1af5769f4346d2b5fc4fd8e,FALSE_CALL,VISIBLE,PERSON_OR_APPAREL,BALL_UNCERTAIN,ADJUDICATED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,9.3333,h6j_iLYRx8U,h6j_iLYRx8U_s90,6925
G391-203-e055d1e726eb21e2,98bae19d49ab1b1daf5363ed409f57e0b3d6dbbe82906b7d570a5f6fc062ecb1,FALSE_CALL,VISIBLE,EQUIPMENT,BALL_UNCERTAIN,AGREED,BACKGROUND_CONFUSION_EQUIPMENT,,11.6667,mJRz1DoW6VU,mJRz1DoW6VU_s5530,3154
G391-204-2beabcc33a7176bf,28f423d90721962afc1a8038875cbe9d37b19e7109a4fd4b9122f4dc6cb33e54,FALSE_CALL,ABSENT,PERSON_OR_APPAREL,NO_BALL_VISIBLE,ADJUDICATED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,,myAuD3DmJMY,myAuD3DmJMY_s3957,2439
G391-205-fb3e75cf42cd303a,2bbe984f4a74b18664c665c3420d3ce26fbf10d4597350334bca69f149859531,FALSE_CALL,VISIBLE,CROWD,BALL_ELSEWHERE,ADJUDICATED,BACKGROUND_CONFUSION_CROWD,,9.6667,myAuD3DmJMY,myAuD3DmJMY_s6535,2442
G391-206-ed0dd0ac491c3cc8,01624a78bbc487d9602526cfe4540a4fe96c753bc7e126774fc5c604335e2917,FALSE_CALL,VISIBLE,PERSON_OR_APPAREL,BALL_UNCERTAIN,AGREED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,9.6667,tDpmV777-IQ,tDpmV777-IQ_s90,605
G391-207-cd525cdaa9e3f2d7,33525f98eccfbcfe08bd471bb58e98acfa141df0fbaecbf1f08e08d1e88dcd18,FALSE_CALL,VISIBLE,CROWD,BALL_ELSEWHERE,AGREED,BACKGROUND_CONFUSION_CROWD,,10.3333,uZkAbRqeGrc,uZkAbRqeGrc_s1607,1556
G391-208-835fc7054045fb77,0bd4386adf802886b9b44360e518cb26ccaba0a6ad0250f497075e4e2f0acbb7,FALSE_CALL,VISIBLE,EQUIPMENT,BALL_ELSEWHERE,ADJUDICATED,BACKGROUND_CONFUSION_EQUIPMENT,,96.3333,uZkAbRqeGrc,uZkAbRqeGrc_s3124,2100
G391-209-6be8cb0639fd2b0d,1ef290866cdef99eac79963839aae1037aedcca489dfd0eb48cf2e68e655d97f,TRUE_CALL,VISIBLE,BALL,BALL_ELSEWHERE,ADJUDICATED,DUPLICATE_OR_SECOND_BALL,2.2746,16.3333,wHs1OssEcAw,wHs1OssEcAw_s1183,2728
G391-210-85e19df4f4cb4106,c5c35b92fd2daca3da01f67c29963c4b5a659e20e626c40c1d3e8534d0dafc46,FALSE_CALL,VISIBLE,PERSON_OR_APPAREL,BALL_ELSEWHERE,AGREED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,17.1667,wd08fix8q3Q,wd08fix8q3Q_s5830,3189
G391-211-287cc19f836ba1e4,e37e781e4500a438029cb4d64dcc430168a45ea318f1cb7503f9c75464031648,FALSE_CALL,VISIBLE,PERSON_OR_APPAREL,BALL_ELSEWHERE,AGREED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,9.6667,1E5Rw89keTg,1E5Rw89keTg_s312,1125
G391-212-6f6c9203a0dafdd5,07663802c0296b89e792475d24663fd02261514fbe6ea86cb7df11563a9de53f,FALSE_CALL,VISIBLE,CROWD,BALL_ELSEWHERE,AGREED,BACKGROUND_CONFUSION_CROWD,,12.5,50pp-OqYVok,50pp-OqYVok_s1500,463
G391-213-2ef75619097d9fed,b3851928e652b8d4cafd9cef64c210bae068adbccdeb63b86436fda1c92b8660,FALSE_CALL,VISIBLE,CROWD,BALL_UNCERTAIN,ADJUDICATED,BACKGROUND_CONFUSION_CROWD,,10.0,50pp-OqYVok,50pp-OqYVok_s1500,3415
G391-214-cd2644d6dd7ef50f,8130c788f80030468b6de88b32c152189bb916b674cf26649863036bf0ac4d2a,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,4.3748,10.1667,5U9k1U6nN-g,5U9k1U6nN-g_s1207,2631
G391-215-8d551f826852380a,e216c414f1c498045aabde10065362f14bd929d33c38bfbb775608b7dc072160,FALSE_CALL,VISIBLE,PERSON_OR_APPAREL,BALL_ELSEWHERE,AGREED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,10.6667,7WBKNCu3NLU,7WBKNCu3NLU_s90,2198
G391-216-837c37c260c60522,cf13f4ac0e105eec8fafedf9a55015fed09a73cb0e602efeb5291d32d6838f84,FALSE_CALL,VISIBLE,CROWD,BALL_UNCERTAIN,ADJUDICATED,BACKGROUND_CONFUSION_CROWD,,17.0,8kHt2bFTK6g,8kHt2bFTK6g_s90,2246
G391-217-aa3674c2d0965e44,0714d445d447cd121675c903f4e6b79a77bf4fa7d4a9f0abb53fe142698754b8,FALSE_CALL,VISIBLE,CROWD,BALL_ELSEWHERE,ADJUDICATED,BACKGROUND_CONFUSION_CROWD,,8.0,9F5q5jCbrMI,9F5q5jCbrMI_s3630,3931
G391-218-3f5f1644f1b7c5b2,e0b7002a2d9ee61cd244142399973845526bf0e2969cea1fc6d74c2ccaf2fad0,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,2.9155,10.5,AIMOY6CoQKI,AIMOY6CoQKI_s4438,2167
G391-219-aff1ca7dcbe4f4fc,e68262a433bafad167691e9a21dd34b4030045a3dab058364914bade2b50ff88,FALSE_CALL,VISIBLE,PERSON_OR_APPAREL,BALL_ELSEWHERE,AGREED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,12.0,G8bPOW37Sp0,G8bPOW37Sp0_s90,2393
G391-220-2bddb901e1a7c4dc,aca6049481908720d3ee2f99b2a79d6c95872c262a07ed2bd1af5b3431b5c031,FALSE_CALL,VISIBLE,CROWD,BALL_ELSEWHERE,AGREED,BACKGROUND_CONFUSION_CROWD,,14.1667,HUSo3PzP7lo,HUSo3PzP7lo_s402,4396
G391-221-31350e9b77e70524,2136a528a2d81ea25550741453599aaa27641a98aacfe2e0e7f3ca22a09ee0d9,FALSE_CALL,ABSENT,PERSON_OR_APPAREL,NO_BALL_VISIBLE,AGREED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,,LPDnemFoqVk,LPDnemFoqVk_s3306,3777
G391-222-86b723b5cc6d7ad9,93765f85386b118cba2dd10a69e8ea631f7e13daa6b5f2f891d837d786322d09,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,6.6374,11.8333,N-eE7ZwTuno,N-eE7ZwTuno_s2365,3743
G391-223-501debc46ac421ad,1dbb98c89d42ef9d5c05d638ced58174eba27f09cb3b8f7beb2c7aad763fb690,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,3.0046,14.0,UHJ90jJmCYw,UHJ90jJmCYw_s90,1006
G391-224-30f26630e1e723f7,30356bf13742170128ef8fcec769eca428171917548ad839851350ae93776098,FALSE_CALL,UNKNOWN,PERSON_OR_APPAREL,NO_BALL_VISIBLE,ADJUDICATED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,,UPco-jzOoEg,UPco-jzOoEg_s2796,1511
G391-225-22d6da7ea3a87e68,56ec309abe0f27e23f9887c9d5eb182f86aecf756d3403c7be1e73f98da48f4a,FALSE_CALL,UNKNOWN,CROWD,BALL_ELSEWHERE,ADJUDICATED,BACKGROUND_CONFUSION_CROWD,,,UPco-jzOoEg,UPco-jzOoEg_s2796,7487
G391-226-df4d14f952a839f9,538d2e85209eac040555e63e077cecc0184fcf87d0f61daf1cc0a7a4d66c48f7,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,2.7487,10.6667,Vm0FqeGo-8g,Vm0FqeGo-8g_s4998,1990
G391-227-5015ca2d62bba7c4,a4866b0f1cb28e228846126f0a92f6956970ebd2d10a2a9bf1cfa95e023b6955,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,0.6872,12.0,WeheQidCPXI,WeheQidCPXI_s1389,2791
G391-228-dea5991fc6620f0e,57f8aa9e46814f1e9b221b97b4ac21a6fb30da72427c990bd31fd4cf22b134e9,FALSE_CALL,VISIBLE,PERSON_OR_APPAREL,BALL_UNCERTAIN,ADJUDICATED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,11.0,XzIzQZBrPBY,XzIzQZBrPBY_s398,4123
G391-229-f616feaa15e54302,5e54740ed4e79b8c688333d775f2fdaff271cced9f39a8ba672b1f4d64d2a6bc,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,ADJUDICATED,NEAR_MISS_LOCALISATION,1.6997,15.0,Ze8frxZxNyk,Ze8frxZxNyk_s2646,1674
G391-230-7b1896d83e2921f0,e5bd3c488188e13caaacad21a1367cefb446f61ae64e4f0e925dd74a763a1c84,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,3.7454,11.3333,Ze8frxZxNyk,Ze8frxZxNyk_s3924,2597
G391-231-ba5ae991ecab5ba5,20e3d59773aa46f4217ce261270cdcdda96805e4472f093d9039415034109e54,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,4.9554,11.0,gkwmu8Hf364,gkwmu8Hf364_s4450,1714
G391-232-bc686c747f26a5c6,1d1cb65290784050f05e114de2d924c2417cf05d48ff636dde6c4822121b8a05,FALSE_CALL,VISIBLE,CROWD,BALL_ELSEWHERE,ADJUDICATED,BACKGROUND_CONFUSION_CROWD,,12.1667,h6j_iLYRx8U,h6j_iLYRx8U_s90,7416
G391-233-758a6eb3067b8bc4,2fa4df83ec62b00aad3b497c6e1d7656afcaa13a19aedb0f7daf3bcacfc533ae,FALSE_CALL,VISIBLE,CROWD,BALL_ELSEWHERE,ADJUDICATED,BACKGROUND_CONFUSION_CROWD,,10.1667,mJRz1DoW6VU,mJRz1DoW6VU_s5530,4140
G391-234-44bc710dd3112534,6e9a9606a37272072d57e2ba023017b5a1b19b113c5c2ecca9d116b759b40a8e,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,0.6009,10.3333,myAuD3DmJMY,myAuD3DmJMY_s3957,3189
G391-235-9c9a118f2bfd8317,ef983fcccd3ace70e36529b4b04e37276a495637ee40416fe155baedcb6ec0af,FALSE_CALL,ABSENT,PERSON_OR_APPAREL,NO_BALL_VISIBLE,AGREED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,,myAuD3DmJMY,myAuD3DmJMY_s6535,2692
G391-236-f3e8a64619506d00,6d639eeba20508f9d7d588e211ab62f246448f56ce3e091f3f1cec70dcd0acfc,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,1.3668,12.5,tDpmV777-IQ,tDpmV777-IQ_s90,1106
G391-237-1b2a33db257a4d52,5524c7fb0cc3cfc68c16d8f6a7f4c2033ebceb1343034ddc00c11531e7ea27bd,FALSE_CALL,VISIBLE,SIGNAGE_OR_GRAPHIC,BALL_ELSEWHERE,AGREED,BACKGROUND_CONFUSION_SIGNAGE_OR_GRAPHIC,,45.0,uZkAbRqeGrc,uZkAbRqeGrc_s1607,2294
G391-238-e567d756224cd286,852f5100c7bff45fc549f9b7b7ef704126836a41fea90c7eac72d44426e49264,FALSE_CALL,ABSENT,PERSON_OR_APPAREL,NO_BALL_VISIBLE,AGREED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,,uZkAbRqeGrc,uZkAbRqeGrc_s3124,2347
G391-239-9fd1278cfb0aa4e7,1574171a0438267ad6899c56745773b4dc6b78e79bc455a83bfb15774fc9f7d9,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,1.0,10.3333,wHs1OssEcAw,wHs1OssEcAw_s1183,4204
G391-240-7dde087ce5de25ca,d31f9a0c0ce22b96036d80126d652e92eba5ed96415b998a4f30574739177851,FALSE_CALL,VISIBLE,CROWD,BALL_ELSEWHERE,ADJUDICATED,BACKGROUND_CONFUSION_CROWD,,19.0,wd08fix8q3Q,wd08fix8q3Q_s5830,3433
G391-241-aeb488990c72331d,a682f2f0e1f494a797162098be5f659f09ffde60adfe739c080e6101731c6e0d,FALSE_CALL,VISIBLE,CROWD,BALL_UNCERTAIN,AGREED,BACKGROUND_CONFUSION_CROWD,,10.3333,50pp-OqYVok,50pp-OqYVok_s1500,709
G391-242-7fbab33b7fdaa14d,805123a819feb614ff8ece08a134c61348f83b535649250024b349fdeb877234,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,1.9003,9.8333,5U9k1U6nN-g,5U9k1U6nN-g_s1207,3135
G391-243-ca3d6c69a08d680c,bf661bdb958235995b9bc4f4c5137dfb29c1a3f5d720f4fd581015db775cf124,FALSE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,,14.0,7WBKNCu3NLU,7WBKNCu3NLU_s90,2454
G391-244-1f745057377fbe77,c6b1b8c35c709efae26af0bbeac7500174a3228c4404977d7e0f75eb78c7ea64,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,1.8409,27.8333,9F5q5jCbrMI,9F5q5jCbrMI_s3630,4429
G391-245-592e9e00c54c9d2e,10ad02178e7d11a79a1d4911a941be512f13e93fd6711324138085919e3a168d,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,13.9965,14.3333,AIMOY6CoQKI,AIMOY6CoQKI_s4438,2414
G391-246-8910f6d5de974626,4f1ca53421db45c87e44819b935fc030c9dc2fc56443bba10930628f8ac8f8b3,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,6.5596,9.6667,HUSo3PzP7lo,HUSo3PzP7lo_s402,5412
G391-247-301d9c4bbf72a00c,9de0a425b11464499f4b48ae3c659cb0c55171b7db0dbb4c6011d1dfb4e999f5,FALSE_CALL,ABSENT,PERSON_OR_APPAREL,NO_BALL_VISIBLE,AGREED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,,RIrGQJ_jsGQ,RIrGQJ_jsGQ_s90,1304
G391-248-16cf0a44ced3f734,73fb8330d1a0918de22c158bae42de6c7496c0067a64bd783c89919bd641c1cc,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,3.171,13.3333,UHJ90jJmCYw,UHJ90jJmCYw_s90,1257
G391-249-6ba0d31edd3972cd,cf9bb3e7d2cd6d698c82cbeb785874dba9a55a617140a0d3e7b3b98dc5ba1f90,FALSE_CALL,VISIBLE,PERSON_OR_APPAREL,BALL_ELSEWHERE,AGREED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,10.8333,UzaYBYy3GZg,UzaYBYy3GZg_s5242,81
G391-250-1bc948825de0a595,a12b95f43c96fd1a26e8a8317da8c3f01f3ac17a27ee0e0f081941be588b0182,FALSE_CALL,ABSENT,PERSON_OR_APPAREL,NO_BALL_VISIBLE,AGREED,BACKGROUND_CONFUSION_PERSON_OR_APPAREL,,,Vm0FqeGo-8g,Vm0FqeGo-8g_s4998,2488
G391-251-1d857ea835de65ca,a5959793412f2de2d03694e9aae5db01fab4b08c4f8b0260997344a320c72be8,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,7.1686,11.5,XzIzQZBrPBY,XzIzQZBrPBY_s398,4611
G391-252-b508f30af65985ed,64352477bd14160841390f1ed07b56a41bc6d3a57a036e5b07127f2e579ca87d,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,0.3727,13.3333,Ze8frxZxNyk,Ze8frxZxNyk_s2646,1923
G391-253-16ac6465191b0e3f,7affbbd72599a82ed1f331d2f8efb7bd0374e434d6e4496688589c1948ec7718,FALSE_CALL,ABSENT,CROWD,NO_BALL_VISIBLE,ADJUDICATED,BACKGROUND_CONFUSION_CROWD,,,gkwmu8Hf364,gkwmu8Hf364_s4450,2690
G391-254-5dc5f7cefb67980e,1b52ab7e5d34a109084c217412ed79683aa3bfaaa85bb7936bcd28ae13f333c4,FALSE_CALL,VISIBLE,EQUIPMENT,NO_BALL_VISIBLE,ADJUDICATED,BACKGROUND_CONFUSION_EQUIPMENT,,9.0,mJRz1DoW6VU,mJRz1DoW6VU_s5530,5126
G391-255-8295a24db1b6ac39,bdd7a34c674c502ba824b19561ff5b2397f1e1acae43c4a777338829e96ce8be,FALSE_CALL,VISIBLE,EQUIPMENT,BALL_ELSEWHERE,ADJUDICATED,BACKGROUND_CONFUSION_EQUIPMENT,,11.5,myAuD3DmJMY,myAuD3DmJMY_s3957,3439
G391-256-89f1cb2d169b484d,37bec05d324a20b5dbde969991f97f107abbfe1716d257d72e1c10f115f5b1a0,TRUE_CALL,VISIBLE,BALL,BALL_AT_MARKER,AGREED,NEAR_MISS_LOCALISATION,1.2019,10.0,tDpmV777-IQ,tDpmV777-IQ_s90,2108
G391-257-b1424d854972592f,4124266da547b10bce25bd4466cd55031e7f4ff3dc530fbab2cb13eca9f51771,FALSE_CALL,VISIBLE,EQUIPMENT,BALL_ELSEWHERE,AGREED,BACKGROUND_CONFUSION_EQUIPMENT,,11.6667,uZkAbRqeGrc,uZkAbRqeGrc_s1607,2786
