token,path,line,in_proposed_diff,changed_by_proposal,alias_note
total_frames,tests/ingest/test_hardening.py,64,False,no,
total_frames,tests/ingest/test_hardening.py,122,False,no,
_VRAM_FLUSH_INTERVAL,tests/ingest/test_preflight_checks.py,63,False,no,
_VRAM_FLUSH_INTERVAL,tests/ingest/test_preflight_checks.py,64,False,no,
_VRAM_FLUSH_INTERVAL,tests/ingest/test_preflight_checks.py,66,False,no,
total_frames,tests/ingest/test_processing_worker.py,156,False,no,
_SENTINEL,tests/platformkit/improve/test_segmented_ledger_tick.py,55,False,unchanged 3-tuple; read() tolerates both item widths,
_SENTINEL,tests/platformkit/improve/test_selfimprove_ratchet_sandbox_proof.py,51,False,unchanged 3-tuple; read() tolerates both item widths,
_SENTINEL,tests/platformkit/improve/test_selfimprove_ratchet_sandbox_proof.py,131,False,unchanged 3-tuple; read() tolerates both item widths,
_SENTINEL,tests/platformkit/improve/test_selfimprove_ratchet_sandbox_proof.py,199,False,unchanged 3-tuple; read() tolerates both item widths,
_SENTINEL,tests/platformkit/improve/test_selfimprove_ratchet_sandbox_proof.py,233,False,unchanged 3-tuple; read() tolerates both item widths,
_SENTINEL,tests/platformkit/improve/test_selfimprove_ratchet_sandbox_proof.py,246,False,unchanged 3-tuple; read() tolerates both item widths,
_SENTINEL,tests/platformkit/improve/test_selfimprove_ratchet_sandbox_proof.py,275,False,unchanged 3-tuple; read() tolerates both item widths,
_SENTINEL,tests/platformkit/improve/test_selfimprove_ratchet_sandbox_proof.py,283,False,unchanged 3-tuple; read() tolerates both item widths,
_SENTINEL,tests/platformkit/improve/test_selfimprove_ratchet_sandbox_proof.py,285,False,unchanged 3-tuple; read() tolerates both item widths,
_SENTINEL,tests/platformkit/improve/test_selfimprove_ratchet_sandbox_proof.py,292,False,unchanged 3-tuple; read() tolerates both item widths,
_SENTINEL,tests/platformkit/progress/test_ci_boundary_invariants.py,36,False,unchanged 3-tuple; read() tolerates both item widths,
_SENTINEL,tests/platformkit/progress/test_ci_boundary_invariants.py,238,False,unchanged 3-tuple; read() tolerates both item widths,
_SENTINEL,tests/platformkit/progress/test_ci_boundary_invariants.py,244,False,unchanged 3-tuple; read() tolerates both item widths,
evaluated_frames,tests/platformkit/test_g310_instance_key.py,69,False,no,
evaluated_frames,tests/platformkit/test_g310_instance_key.py,90,False,no,
evaluated_frames,tests/platformkit/test_g310_instance_key.py,94,False,no,
evaluated_frames,tests/platformkit/test_g310_instance_key.py,95,False,no,
evaluated_frames,tests/platformkit/test_g310_instance_key.py,108,False,no,
max_frames,tests/platformkit/test_g312_coverage_denominator.py,21,False,unchanged meaning; stays an explicit EARLIER frame cap,
evaluated_frames,tests/platformkit/test_g312_coverage_denominator.py,31,False,no,
max_frames,tests/platformkit/test_g312_coverage_denominator.py,32,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,tests/platformkit/test_g312_coverage_denominator.py,50,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,tests/platformkit/test_g312_coverage_denominator.py,58,False,unchanged meaning; stays an explicit EARLIER frame cap,
evaluated_frames,tests/platformkit/test_g312_coverage_denominator.py,71,False,no,
max_frames,tests/platformkit/test_g312_coverage_denominator.py,73,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,tests/platformkit/test_g312_coverage_denominator.py,83,False,unchanged meaning; stays an explicit EARLIER frame cap,
evaluated_frames,tests/platformkit/test_g312_coverage_denominator.py,91,False,no,
max_frames,tests/platformkit/test_g312_coverage_denominator.py,92,False,unchanged meaning; stays an explicit EARLIER frame cap,
evaluated_frames,tests/platformkit/test_g312_coverage_denominator.py,110,False,no,
evaluated_frames,tests/platformkit/test_g328_daemon_worker_accounting.py,42,False,no,
evaluated_frames,tests/platformkit/test_g329_degenerate_resume.py,120,False,no,
evaluated_frames,tests/platformkit/test_g331_evaluated_frames_sidecar.py,10,False,no,
max_frames,tests/platformkit/test_g331_evaluated_frames_sidecar.py,15,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,tests/platformkit/test_g331_evaluated_frames_sidecar.py,23,False,unchanged meaning; stays an explicit EARLIER frame cap,
evaluated_frames,tests/platformkit/test_g331_evaluated_frames_sidecar.py,23,False,no,
evaluated_frames,tests/platformkit/test_g331_evaluated_frames_sidecar.py,39,False,no,
evaluated_frames,tests/platformkit/test_g331_evaluated_frames_sidecar.py,40,False,no,
evaluated_frames,tests/platformkit/test_g331_evaluated_frames_sidecar.py,63,False,no,
evaluated_frames,tests/platformkit/test_g331_evaluated_frames_sidecar.py,67,False,no,
evaluated_frames,tests/platformkit/test_g331_evaluated_frames_sidecar.py,70,False,no,
evaluated_frames,tests/platformkit/test_g331_evaluated_frames_sidecar.py,75,False,no,
evaluated_frames,tests/platformkit/test_g331_evaluated_frames_sidecar.py,76,False,no,
evaluated_frames,tests/platformkit/test_g333_producer_diffs.py,249,False,no,
max_frames,tests/platformkit/test_g333_producer_diffs.py,250,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,tests/platformkit/test_g333_producer_diffs.py,252,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,tests/platformkit/test_g333_producer_diffs.py,253,False,unchanged meaning; stays an explicit EARLIER frame cap,
evaluated_frames,tests/platformkit/test_g333_producer_diffs.py,261,False,no,
total_frames,tests/platformkit/test_g333_producer_diffs.py,266,False,no,
evaluated_frames,tests/platformkit/test_g333_producer_diffs.py,266,False,no,
evaluated_frames,tests/platformkit/test_g333_producer_diffs.py,269,False,no,
evaluated_frames,tests/platformkit/test_g333_producer_diffs.py,271,False,no,
evaluated_frames,tests/platformkit/test_g333_producer_diffs.py,272,False,no,
evaluated_frames,tests/platformkit/test_g333_producer_diffs.py,276,False,no,
total_frames,tests/platformkit/test_g333_producer_diffs.py,281,False,no,
evaluated_frames,tests/platformkit/test_g333_producer_diffs.py,281,False,no,
evaluated_frames,tests/platformkit/test_g333_producer_diffs.py,284,False,no,
evaluated_frames,tests/platformkit/test_g336_track_id_continuity.py,40,False,no,
evaluated_frames,tests/platformkit/test_g366_gate_confirmation.py,92,False,no,
evaluated_frames,tests/platformkit/test_g370_admission_v0.py,141,False,no,
evaluated_frames,tests/platformkit/test_g370_admission_v0.py,146,False,no,
evaluated_frames,tests/platformkit/test_g370_admission_v0.py,188,False,no,
evaluated_frames,tests/platformkit/test_g370_admission_v0.py,190,False,no,
evaluated_frames,tests/platformkit/test_g376_declared_tick_observations.py,23,False,no,
evaluated_frames,tests/platformkit/test_g376_declared_tick_observations.py,129,False,no,
duration_seconds,tests/platformkit/test_g397_mixed_source_producer_census.py,10,False,"new additive parameter, default None",
duration_seconds,tests/platformkit/test_g397_mixed_source_producer_census.py,19,False,"new additive parameter, default None",
duration_seconds,tests/platformkit/test_g397_mixed_source_producer_census.py,20,False,"new additive parameter, default None",
duration_seconds,tests/platformkit/test_g397_mixed_source_producer_census.py,86,False,"new additive parameter, default None",
duration_seconds,tests/platformkit/test_g397_mixed_source_producer_census.py,87,False,"new additive parameter, default None",
max_frames,tests/test_dengw.py,7,False,unchanged meaning; stays an explicit EARLIER frame cap,
total_frames,tests/test_hardening.py,601,False,no,
total_frames,tests/test_hardening.py,603,False,no,
--frames,tests/test_hardening.py,1431,False,argv value unchanged; emitted only when explicit or legacy,
--frames,tests/test_hardening.py,1443,False,argv value unchanged; emitted only when explicit or legacy,
_SENTINEL,tests/test_intel_player_playmaking_network.py,213,False,unchanged 3-tuple; read() tolerates both item widths,
_SENTINEL,tests/test_intel_player_playmaking_network.py,215,False,unchanged 3-tuple; read() tolerates both item widths,
_SENTINEL,tests/test_intel_player_playmaking_network.py,216,False,unchanged 3-tuple; read() tolerates both item widths,
_SENTINEL,tests/test_live_inplay_daemon.py,230,False,unchanged 3-tuple; read() tolerates both item widths,
_SENTINEL,tests/test_live_snapshot_picker.py,149,False,unchanged 3-tuple; read() tolerates both item widths,
_SENTINEL,tests/test_live_snapshot_picker.py,161,False,unchanged 3-tuple; read() tolerates both item widths,
_SENTINEL,tests/test_live_snapshot_picker.py,168,False,unchanged 3-tuple; read() tolerates both item widths,
max_frames,tests/test_pipeline_e2e.py,160,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,tests/test_pipeline_smoke.py,259,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,tests/test_pipeline_smoke.py,282,False,unchanged meaning; stays an explicit EARLIER frame cap,
--frames,tests/test_tracker.py,7,False,argv value unchanged; emitted only when explicit or legacy,
max_frames,tests/test_tracker.py,44,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,tests/test_tracker.py,49,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,tests/test_tracker.py,52,False,unchanged meaning; stays an explicit EARLIER frame cap,
total_frames,tests/test_tracker.py,54,False,no,
max_frames,tests/test_tracker.py,79,False,unchanged meaning; stays an explicit EARLIER frame cap,
max_frames,tests/test_tracker.py,80,False,unchanged meaning; stays an explicit EARLIER frame cap,
--frames,tests/test_tracker.py,104,False,argv value unchanged; emitted only when explicit or legacy,
--frames,tests/validate_pipeline.py,18,False,argv value unchanged; emitted only when explicit or legacy,
total_frames,tests/validate_pipeline.py,171,False,no,
total_frames,tests/validate_pipeline.py,176,False,no,
total_frames,tests/validate_pipeline.py,177,False,no,
total_frames,tests/validate_pipeline.py,179,False,no,
--frames,tests/validate_pipeline.py,498,False,argv value unchanged; emitted only when explicit or legacy,
--frames,tests/validate_pipeline.py,512,False,argv value unchanged; emitted only when explicit or legacy,
